,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
28,Long-Term Deferred Tax Liabilities,-,3.77,4.1,3.9,2.94,0.76,0.45,0.21,2.65,-,-,-,-,-,-,-
29,Total Liabilities,-,935.46,1009,555.95,539.29,452.56,447.68,442.43,256.9,219.15,232.48,126.7,173.65,-,124.59,-
30,Common Stock,-,336,336,336,336,336,336,240,240,240,240,240,240,-,180,-
31,Additional Paid-In Capital,-,2320,2320,2320,2320,2320,2320,2416,2416,2416,2416,2416,2416,-,213.68,-
32,Retained Earnings,-,-192.36,-147.61,-111.4,-65.05,46.41,68.28,138.06,162.98,184.66,149.05,148.32,148.01,-,80.98,-
33,Treasury Stock,-,-215.61,-199.63,-182.01,-151.68,-137,-102,-32,-,-,-,-,-,-,-,-
34,Shareholders' Equity,2248,2248,2309,2363,2439,2565,2622,2762,2819,2841,2805,2804,2804,-,474.66,471.48
35,Total Liabilities & Equity,-,3184,3317,2919,2979,3018,3070,3205,3076,3060,3038,2931,2978,-,599.25,-
36,Total Debt,171.92,171.92,172.6,188.38,59.62,57.94,81.38,189.78,15.95,11.97,9.37,6.69,32.79,-,34.29,25
37,Net Cash (Debt),828.51,828.51,828.52,803,1062,1243,1365,1642,1890,2131,2226,2249,2347,-,49.92,66.56
38,Net Cash Growth,-21.98%,-33.35%,-39.32%,-51.11%,-43.80%,-41.65%,-38.65%,-26.97%,-19.50%,-,4358.96%,3278.46%,-,-,-,-
39,Net Cash Per Share,2.57,2.40,2.52,2.43,2.93,3.39,4.76,4.60,5.20,6.62,6.61,6.59,9.79,-,0.25,0.28
40,Filing Date Shares Outstanding,322.24,344.57,330.48,331.39,332.52,367.05,286.71,357.15,336.71,336.71,336.71,336.71,336.71,326.34,252.54,241.31
41,Total Common Shares Outstanding,322.24,344.57,330.48,331.39,332.52,367.05,286.71,357.15,336.71,336.71,336.71,336.71,336.71,326.34,252.54,241.31
42,Working Capital,-,1495,1596,1709,1800,2131,2187,2423,2515,2623,2613,2629,2646,-,318.95,-
43,Book Value Per Share,6.52,6.52,6.99,7.13,7.34,8.33,7.79,8.06,8.37,8.44,8.33,8.33,8.33,-,1.88,1.87
44,Tangible Book Value,2123,2123,2189,2240,2308,2441,2491,2645,2719,2725,2710,2710,2719,-,410.66,405.16
45,Tangible Book Value Per Share,6.16,6.16,6.62,6.76,6.94,7.93,7.40,7.72,8.07,8.09,8.05,8.05,8.08,-,1.63,1.60
46,Machinery,-,-,33,-,11.16,-,27.41,-,6.77,-,19.6,-,18.53,-,16.74,-
47,Construction In Progress,-,-,6.41,-,5.76,-,5.76,-,5.76,-,5.73,-,5,-,2.08,-
