,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
15,Long-Term Deferred Charges,4.77,5.37,6.06,6.8,0.56,0.72,0.89,1.05,1.22,1.39,-,1.72,-,0.8,0.8
16,Other Long-Term Assets,0.05,0.05,0.05,0.05,0.07,0.1,0.13,0.16,-,0.11,-,-,-,0.02,0.02
17,Total Assets,2841,2857,2785,2659,2709,2641,2465,2536,1941,1968,-,2187,-,2009,2009
18,Accounts Payable,276.29,283.44,245.1,337.74,289.06,231.64,197.71,270.54,234.9,452.73,-,595.12,-,462.23,462.23
19,Accrued Expenses,20.47,22.57,12.75,24.31,13.72,15.66,15.96,53.92,17.6,19.55,-,34.44,-,21.17,21.17
20,Short-Term Debt,957.74,950.05,769.9,704.29,803.7,833.21,714.99,668.56,846.14,697.05,-,866.55,-,921.75,921.75
21,Current Portion of Leases,4.34,5.46,7.16,8.28,7.86,9.06,6.84,8.3,4.97,6.43,-,7.08,-,6.32,6.32
22,Current Income Taxes Payable,5.94,5.29,0.36,1.16,3.68,2.05,-,1.54,33.35,31.59,-,14.26,-,21.13,21.13
23,Current Unearned Revenue,9.12,10.33,16.92,9.35,9.41,8.98,15.54,20.02,13.01,14.97,-,26.98,-,18.96,18.96
24,Other Current Liabilities,4.52,33.72,181.16,29.96,31.9,28.52,7.71,2.41,3.34,4.05,-,4,-,2.84,2.84
25,Total Current Liabilities,1278,1311,1233,1115,1159,1129,958.76,1025,1153,1226,-,1548,-,1454,1454
26,Long-Term Leases,5.76,0.96,1.59,3.11,5.82,7.19,6.59,6.98,12.84,11.67,-,10.3,-,12.05,12.05
27,Long-Term Deferred Tax Liabilities,0.31,0.64,0.24,0.25,0.29,0.22,0.24,0.2,0.49,0.27,-,0.17,-,0.58,0.58
28,Total Liabilities,1284,1312,1235,1118,1165,1137,965.59,1032,1167,1238,-,1559,-,1467,1467
29,Common Stock,204.87,204.87,141.29,141.29,139.2,139.2,96,96,72,72,-,72,-,72,72
30,Additional Paid-In Capital,884.01,877.04,936.03,932.02,906.03,906.03,949.23,949.23,226.32,226.32,-,226.32,-,226.32,226.32
31,Retained Earnings,469.28,458.62,471.92,467.21,468.49,429.14,444.44,440.14,454.8,426.91,-,340.91,-,250.44,250.44
32,Treasury Stock,-23.78,-23.78,-23.78,-23.78,-,-,-,-,-,-,-,-,-,-,-
33,Comprehensive Income & Other,21.66,27.86,24.51,24.1,29.48,30.38,9.52,17.73,20.8,4.46,-,-11.4,-,-6.77,-6.77
34,Shareholders' Equity,1556,1545,1550,1541,1543,1505,1499,1503,773.92,729.69,627.84,627.84,-,541.99,541.99
35,Total Liabilities & Equity,2841,2857,2785,2659,2709,2641,2465,2536,1941,1968,-,2187,-,2009,2009
36,Total Debt,967.84,956.47,778.65,715.68,817.38,849.46,728.43,683.83,863.96,715.15,883.93,883.93,-,940.12,940.12
37,Net Cash (Debt),-602.73,-466.43,-131.26,78.72,-273.64,-163.92,94.04,215.14,-721.71,-451.91,-662.09,-662.09,-,-811.04,-811.04
38,Net Cash Growth,-,-,-,-63.41%,-,-,-,-,-,-,-,-,-,-,-
39,Net Cash Per Share,-2.95,-2.25,-0.65,0.38,-1.35,-0.81,0.47,1.26,-4.79,-2.95,-4.40,-4.40,-,-5.34,-5.34
40,Filing Date Shares Outstanding,204.87,204.87,204.87,204.87,201.84,201.84,201.84,201.84,151.38,151.38,150.52,150.57,151.38,151.38,151.38
41,Total Common Shares Outstanding,204.87,204.87,204.87,204.87,201.84,201.84,201.84,201.84,151.38,151.38,150.52,150.57,151.38,151.38,151.38
42,Working Capital,1472,1461,1467,1458,1473,1426,1426,1469,747.08,701.65,-,600.14,-,515.73,515.73
43,Book Value Per Share,7.60,7.54,7.57,7.52,7.65,7.46,7.43,7.45,5.11,4.82,4.17,4.17,-,3.58,3.58
44,Tangible Book Value,1556,1544,1550,1540,1543,1504,1499,1502,773.52,729.24,627.3,627.3,-,541.42,541.42
45,Tangible Book Value Per Share,7.59,7.54,7.56,7.52,7.64,7.45,7.42,7.44,5.11,4.82,4.17,4.17,-,3.58,3.58
46,Machinery,-,11.73,-,10.78,-,9.14,-,7.95,-,7.79,-,7.04,-,6.85,6.85
