,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Gain (Loss) on Sale of Assets,-0.03,0.27,-0.01,0.01,0,-0.03,0.03,0.01,-0,0,0.06,-0.03,-,-,-,-0.04,-,-0.01,-
18,Asset Writedown,-0.15,0.1,-0.11,-0.05,0.01,-0.01,0.01,-0.29,0.28,0.11,-0.11,0.47,-0.46,0.13,-0.15,-,0.03,-0.02,-0
19,Other Unusual Items,-0.88,2.38,0,8.32,0.16,-0.16,-,3.11,-0.13,0.13,-,13.33,-0.22,0.22,-,-0.24,-,-,-
20,Pretax Income,-38.73,-12.61,-14.64,-99.39,-44.47,-32.13,8,34.78,-33.89,-1.4,-19.17,132.77,9.63,49.9,-17.02,90.73,16.4,40.4,-13.09
21,Income Tax Expense,-2.96,-1.17,-0.35,-26.46,1.59,0.07,1.97,0.2,1.98,2.01,-0.43,12.84,-4.54,9.33,0.29,8.09,4.91,5.87,0.14
22,Earnings From Continuing Operations,-35.76,-11.44,-14.28,-72.93,-46.05,-32.2,6.03,34.58,-35.87,-3.42,-18.74,119.93,14.17,40.57,-17.31,82.64,11.49,34.52,-13.24
23,Minority Interest in Earnings,-4.34,-3.43,-2.03,-1.03,-5,-2.94,-3.04,-3.79,-2.89,-1.52,-2.07,-3.92,-3.64,-2.52,-1.2,-3.28,-2.27,-1.9,-0.66
24,Net Income,-40.1,-14.87,-16.31,-73.96,-51.06,-35.14,2.99,30.79,-38.77,-4.94,-20.81,116.01,10.53,38.05,-18.51,79.37,9.23,32.62,-13.9
25,Net Income to Common,-40.1,-14.87,-16.31,-73.96,-51.06,-35.14,2.99,30.79,-38.77,-4.94,-20.81,116.01,10.53,38.05,-18.51,79.37,9.23,32.62,-13.9
26,Net Income Growth,-,-,-,-,-,-,-,-73.46%,-,-,-,46.18%,14.08%,16.63%,-,-,-,-,-
27,Shares Outstanding (Basic),188,186,204,188,185,208,150,172,170,194,173,191,175,170,185,144,132,129,139
28,Shares Outstanding (Diluted),188,186,204,188,185,208,150,172,170,194,173,191,175,170,185,144,132,129,139
29,Shares Change (YoY),1.48%,-10.47%,36.38%,9.28%,9.22%,6.83%,-13.76%,-9.68%,-3.13%,14.25%,-6.33%,32.46%,32.99%,32.38%,33.19%,-,-,-,-
30,EPS (Basic),-0.21,-0.08,-0.08,-0.39,-0.28,-0.17,0.02,0.18,-0.23,-0.03,-0.12,0.61,0.06,0.22,-0.10,0.55,0.07,0.25,-0.10
31,EPS (Diluted),-0.21,-0.08,-0.08,-0.39,-0.28,-0.17,0.02,0.18,-0.23,-0.03,-0.12,0.61,0.06,0.22,-0.10,0.55,0.07,0.25,-0.10
32,EPS Growth,-,-,-,-,-,-,-,-70.62%,-,-,-,10.36%,-14.22%,-11.89%,-,-,-,-,-
33,Free Cash Flow,-123.46,-107.98,-67.67,42,-71.41,-213.53,-110.92,96.13,-49.32,-16.59,-119.75,132.7,-21.04,-6.48,-61.67,152.52,37.57,-7.83,-78.21
34,Free Cash Flow Per Share,-0.66,-0.58,-0.33,0.22,-0.39,-1.03,-0.74,0.56,-0.29,-0.09,-0.69,0.70,-0.12,-0.04,-0.33,1.06,0.29,-0.06,-0.56
35,Dividend Per Share,-,-,-,-,-,-,-,-,-,-,-,0.170,-,-,-,0.167,-,-,-
36,Dividend Growth,-,-,-,-,-,-,-,-,-,-,-,1.80%,-,-,-,-,-,-,-
37,Gross Margin,55.98%,76.06%,43.20%,29.14%,59.87%,46.01%,67.70%,67.30%,71.28%,63.96%,67.23%,58.54%,58.95%,59.33%,52.21%,57.84%,64.15%,57.89%,77.21%
38,Operating Margin,-53.49%,-18.52%,-12.05%,-128.94%,-74.10%,-25.46%,3.57%,13.75%,-51.92%,-4.60%,-29.55%,27.29%,5.02%,22.12%,-28.07%,25.37%,22.60%,22.02%,-40.98%
39,Profit Margin,-62.21%,-16.44%,-12.91%,-87.54%,-82.96%,-25.10%,2.45%,15.40%,-50.08%,-3.53%,-28.15%,27.62%,7.80%,19.36%,-28.65%,24.27%,9.47%,21.42%,-41.42%
40,Free Cash Flow Margin,-191.51%,-119.34%,-53.54%,49.71%,-116.03%,-152.51%,-90.98%,48.10%,-63.71%,-11.85%,-162.01%,31.59%,-15.59%,-3.30%,-95.46%,46.64%,38.54%,-5.14%,-233.10%
41,EBITDA,-33.16,-14.87,-13.9,-107.61,-44.51,-34.28,5.45,28.57,-39.48,-5.47,-21.13,115.33,7.3,44.09,-17.61,83.5,22.47,34,-13.3
42,EBITDA Margin,-51.43%,-16.44%,-11.00%,-127.37%,-72.32%,-24.48%,4.47%,14.30%,-51.00%,-3.91%,-28.58%,27.46%,5.41%,22.44%,-27.26%,25.53%,23.06%,22.32%,-39.65%
43,D&A For EBITDA,1.33,1.88,1.33,1.33,1.1,1.37,1.1,1.1,0.71,0.97,0.71,0.71,0.53,0.63,0.53,0.53,0.44,0.46,0.44
44,EBIT,-34.48,-16.75,-15.23,-108.94,-45.6,-35.65,4.35,27.48,-40.19,-6.44,-21.84,114.62,6.78,43.46,-18.14,82.97,22.03,33.54,-13.75
45,EBIT Margin,-53.49%,-18.52%,-12.05%,-128.94%,-74.10%,-25.46%,3.57%,13.75%,-51.92%,-4.60%,-29.55%,27.29%,5.02%,22.12%,-28.07%,25.37%,22.60%,22.02%,-40.98%
46,Effective Tax Rate,-,-,-,-,-,-,24.57%,0.58%,-,-,-,9.67%,-,18.69%,-,8.92%,29.93%,14.54%,-
47,Revenue as Reported,64.47,90.48,126.4,84.49,61.55,140.01,121.92,199.87,77.41,139.99,73.91,420.06,135,196.51,64.6,327.03,97.47,152.32,33.55
