,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,EV/EBIT Ratio,-,-,-,-,-,-,-,-355.74,-137.14,-,-,-,19.36,23.44,24.80,-,33.78,-,-,-
14,EV/FCF Ratio,-18.33,-,-,-,-9.13,-,-,-,-62.79,-,-,-,65.28,-,-,-,40.52,-,-,-
15,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,-,0.01,0.01
16,Debt / EBITDA Ratio,-,-,-,-,-,-,-,1.51,0.22,-,3.72,-,0.03,0.42,0.06,-,0.01,-,0.04,-
17,Debt / FCF Ratio,-,-,-,-,-0.11,-,-,-,-0.41,-,-,-,0.38,-,-,-,0.02,-,-,-
18,Asset Turnover,0.15,0.21,0.28,0.19,0.14,0.32,0.27,0.44,0.17,0.31,0.16,0.93,0.32,0.47,0.15,-,-,-,-,
19,Inventory Turnover,0.82,0.52,0.47,1.53,1.22,0.56,1.94,1.03,1.76,0.67,1.62,0.81,5.26,1.47,2.15,0.83,-,-,-,-
20,Quick Ratio,1.52,1.52,2.00,2.04,1.55,2.29,2.60,3.12,3.42,3.65,3.64,3.56,3.46,3.42,3.35,3.69,3.44,-,2.79,-
21,Current Ratio,2.41,2.41,2.62,2.65,1.93,3.03,3.21,3.65,3.83,4.10,3.99,3.92,3.72,3.84,3.71,4.13,3.79,-,3.23,-
22,Return on Equity (ROE),-11.10%,-3.49%,-4.48%,-22.99%,-13.79%,-9.32%,1.73%,10.03%,-10.47%,-0.98%,-5.32%,35.59%,4.46%,12.93%,-5.51%,-,-,19.62%,-,
23,Return on Assets (ROA),-5.07%,-2.41%,-2.10%,-15.30%,-6.62%,-5.02%,0.60%,3.82%,-5.67%,-0.89%,-2.94%,15.93%,0.99%,6.51%,-2.71%,-,-,-,-,
24,Return on Capital (ROIC),-6.55%,-3.12%,-2.90%,-20.84%,-8.30%,-6.29%,0.76%,4.88%,-7.26%,-1.15%,-3.84%,21.04%,1.32%,8.57%,-3.58%,-,-,11.83%,-,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-1.04%,-2.88%,-,-,-,10.35%,8.94%,10.32%,-,9.85%,-,2.76%,-
26,Earnings Yield,-2.94%,-3.63%,-4.60%,-5.38%,-4.32%,-1.29%,-0.66%,-0.16%,-0.51%,1.15%,2.66%,3.11%,3.74%,2.90%,2.51%,2.39%,2.28%,-,-,-
27,FCF Yield,-5.20%,-6.43%,-6.04%,-9.48%,-9.73%,-7.39%,-4.59%,-1.30%,-1.36%,-1.18%,-0.65%,-0.32%,1.11%,1.68%,2.84%,2.80%,2.21%,-,-,-
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,0.81%,-,-,-,0.65%,-,-,-
29,Payout Ratio,0.00%,-,-,-,-,-,-,-,2.11%,-,-,-,0.52%,-,79.18%,-,-,1.83%,-,-
30,Buyback Yield / Dilution,-7.18%,-1.48%,10.47%,-36.38%,-9.28%,-9.22%,-6.83%,13.76%,9.68%,3.13%,-14.25%,6.33%,-32.46%,-32.99%,-32.38%,-33.19%,-,-,-,-
31,Total Shareholder Return,-7.18%,-1.48%,10.47%,-36.38%,-9.28%,-9.22%,-6.83%,13.76%,9.68%,3.13%,-14.25%,6.33%,-31.64%,-32.99%,-32.38%,-33.19%,0.65%,-,-,-
