,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
34,Free Cash Flow Per Share,0.04,0.16,0.23,0.37,0.16,0.26,0.17,0.59,0.17,0.04,0.06,0.35,0.11,0.19,0.17
35,Dividend Per Share,-,0.150,-,0.500,-,-,-,0.462,-,-,-,0.462,-,-,-
36,Dividend Growth,-,-,-,8.34%,-,-,-,0%,-,-,-,-,-,-,-
37,Gross Margin,33.91%,30.75%,34.81%,30.88%,38.03%,35.60%,35.21%,33.91%,33.08%,31.75%,32.02%,31.34%,30.85%,31.25%,32.19%
38,Operating Margin,22.41%,15.98%,25.35%,22.07%,27.45%,25.33%,25.04%,22.44%,25.52%,21.22%,21.94%,22.52%,22.66%,22.73%,25.59%
39,Profit Margin,24.75%,23.23%,26.11%,23.23%,27.63%,28.98%,24.63%,26.16%,25.02%,21.80%,19.77%,22.46%,20.46%,19.66%,22.26%
40,Free Cash Flow Margin,3.98%,15.71%,21.35%,27.67%,12.76%,22.41%,15.38%,55.25%,12.36%,4.33%,4.63%,24.59%,8.27%,12.51%,13.85%
41,EBITDA,29.46,24.62,36.27,39.74,44.2,39.31,35.33,32.01,45.46,24.75,30.94,31.92,28.34,33.4,30.17
42,EBITDA Margin,26.50%,19.98%,28.99%,24.92%,29.94%,28.60%,27.96%,25.36%,27.46%,24.84%,24.48%,25.04%,25.32%,25.11%,28.40%
43,D&A For EBITDA,4.55,4.93,4.55,4.55,3.68,4.49,3.68,3.68,3.21,3.6,3.21,3.21,2.98,3.15,2.98
44,EBIT,24.91,19.68,31.72,35.2,40.51,34.82,31.65,28.33,42.25,21.15,27.73,28.71,25.36,30.25,27.19
45,EBIT Margin,22.41%,15.98%,25.35%,22.07%,27.45%,25.33%,25.04%,22.44%,25.52%,21.22%,21.94%,22.52%,22.66%,22.73%,25.59%
46,Effective Tax Rate,10.11%,10.40%,15.22%,13.61%,13.61%,12.81%,15.02%,8.84%,12.48%,15.00%,15.00%,13.15%,11.38%,15.11%,15.08%
47,Revenue as Reported,111.13,123.2,125.11,159.49,147.6,137.47,126.39,126.24,165.56,99.64,126.4,127.5,111.92,133.06,106.25
