,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,-1.16,6,-15.25,-8.72,-10.63,-9.64,-21.79,-15.85,-23.43,5.36,14.89,19.65,12.1,31.38,21.55,39.48,26.01,20.72,12.81,12.13
11,Interest Expense,-12.17,-0.31,-0.37,-0.27,-0.13,-0.02,-0.02,-0.02,-0.08,-1.32,-0.29,-0.38,-0.05,-,-,-,-0,-,-0.02,-0.09
12,Interest & Investment Income,0.95,3.53,4.2,4.45,5.62,4.63,9.29,2.49,5.96,-,2.08,0.59,3.59,0.71,0.54,0.05,0.03,0.02,0,0
13,Currency Exchange Gain (Loss),-,-0.25,0.25,-,1.88,-1.9,1.9,-,3.21,-2.42,2.42,-,-1.57,0.68,-0.68,-,-1.98,-0.18,0.18,-
14,Other Non Operating Income (Expenses),4.21,-1.42,-0.37,-0.14,-2.23,2.3,0.4,-0.58,-4.11,4.02,0.22,-0.32,0.46,-0.49,-0.25,0.16,0.75,-0.79,-0.26,0.2
15,EBT Excluding Unusual Items,-8.18,7.55,-11.55,-4.68,-5.48,-4.63,-10.22,-13.96,-18.47,5.65,19.32,19.54,14.53,32.27,21.17,39.68,24.81,19.76,12.72,12.25
16,Gain (Loss) on Sale of Investments,-0.16,0.03,0.11,0.02,-0.19,-0.04,-2.8,3.03,-1.3,2.29,-0.57,1.3,-1.6,1.66,1.37,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0.08,0.02,0.04,0.02,-0.08,-0.04,-0.81,-,0,-0.03,0.03,-,-0.1,0,-0,-,-0.24,0,-0,-
18,Asset Writedown,16.17,-16.17,3.42,-3.42,4.47,-4.47,-0.08,0.08,0.49,-0.49,-0.44,0.44,0.62,-0.62,0.37,-0.37,0.28,-0.28,0.16,-0.16
19,Other Unusual Items,-5.82,2.15,3.67,-,0.84,-,-,-,8.48,-,-,-,8.63,-,-,-,1.4,-,-,-
20,Pretax Income,1.93,-6.42,-4.31,-8.06,-0.44,-9.17,-13.91,-10.85,-10.8,7.42,18.34,21.28,22.09,33.32,22.91,39.31,26.26,19.47,12.88,12.09
21,Income Tax Expense,0.18,-2.98,-2.61,-2.66,-1.9,-3.74,-4.14,-3.69,-4.31,-0.8,1.26,1.96,2.1,4.15,2.68,5.36,3.6,2.54,1.64,1.52
22,Earnings From Continuing Operations,1.75,-3.44,-1.7,-5.4,1.46,-5.43,-9.78,-7.16,-6.5,8.22,17.08,19.33,19.99,29.17,20.23,33.96,22.66,16.93,11.24,10.56
23,Minority Interest in Earnings,0.05,-0.02,-0.02,-0.02,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,1.81,-3.46,-1.72,-5.42,1.43,-5.43,-9.78,-7.16,-6.5,8.22,17.08,19.33,19.99,29.17,20.23,33.96,22.66,16.93,11.24,10.56
25,Net Income to Common,1.81,-3.46,-1.72,-5.42,1.43,-5.43,-9.78,-7.16,-6.5,8.22,17.08,19.33,19.99,29.17,20.23,33.96,22.66,16.93,11.24,10.56
26,Net Income Growth,26.58%,-,-,-,-,-,-,-,-,-71.83%,-15.55%,-43.09%,-11.77%,72.29%,79.90%,221.49%,-,-,-,-
27,Shares Outstanding (Basic),117,117,116,117,117,117,117,116,117,104,104,104,104,104,104,78,78,78,78,78
28,Shares Outstanding (Diluted),117,117,116,117,117,117,117,116,117,104,104,104,104,104,104,78,78,78,78,78
29,Shares Change (YoY),0.06%,0.08%,-0.69%,0.70%,-0.19%,12.41%,12.63%,11.96%,12.65%,-0.04%,0.01%,33.37%,33.25%,33.50%,33.31%,-0.02%,-,-,-,-
30,EPS (Basic),0.02,-0.03,-0.01,-0.05,0.01,-0.05,-0.08,-0.06,-0.06,0.08,0.16,0.19,0.19,0.28,0.19,0.44,0.29,0.22,0.14,0.14
31,EPS (Diluted),0.02,-0.03,-0.01,-0.05,0.01,-0.05,-0.08,-0.06,-0.06,0.08,0.16,0.19,0.19,0.28,0.19,0.44,0.29,0.22,0.14,0.14
32,EPS Growth,26.49%,-,-,-,-,-,-,-,-,-71.82%,-15.56%,-57.33%,-33.79%,29.06%,34.95%,221.57%,-,-,-,-
33,Free Cash Flow,-,-40.96,-35.9,-40.44,-15.4,-33.39,-33.67,-31,-16.19,31.2,-12.2,-25.87,-73.88,-21.35,10.68,19.52,7.52,2.83,14.82,3.53
34,Free Cash Flow Per Share,-,-0.35,-0.31,-0.34,-0.13,-0.29,-0.29,-0.27,-0.14,0.30,-0.12,-0.25,-0.71,-0.21,0.10,0.25,0.10,0.04,0.19,0.05
35,Dividend Per Share,-,-,-,-,0.061,-,-,-,0.123,-,-,-,0.392,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-50.04%,-,-,-,-68.62%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,-46.29%,27.50%,9.36%,19.93%,14.87%,29.78%,18.59%,21.63%,25.25%,38.29%,43.40%,42.13%,41.91%,44.68%,40.65%,46.46%,44.11%,46.88%,41.88%,45.83%
38,Operating Margin,-0.60%,4.17%,-11.48%,-9.02%,-10.28%,-11.52%,-39.15%,-36.87%,-41.13%,8.53%,19.05%,21.73%,13.79%,31.02%,23.70%,43.75%,32.13%,32.99%,27.22%,31.47%
39,Profit Margin,0.92%,-2.40%,-1.29%,-5.60%,1.38%,-6.49%,-17.56%,-16.66%,-11.40%,13.08%,21.85%,21.37%,22.78%,28.84%,22.24%,37.63%,27.99%,26.96%,23.88%,27.39%
40,Free Cash Flow Margin,-,-28.42%,-27.03%,-41.83%,-14.88%,-39.92%,-60.49%,-72.13%,-28.42%,49.65%,-15.61%,-28.60%,-84.20%,-21.11%,11.74%,21.64%,9.30%,4.51%,31.47%,9.14%
41,EBITDA,6.01,13.18,-6.16,-1.54,-3.46,-5.51,-15.37,-11.72,-19.31,7.4,18.22,21.69,14.13,32.9,23.35,41,27.53,21.78,14.24,13.2
42,EBITDA Margin,3.08%,9.15%,-4.64%,-1.60%,-3.34%,-6.59%,-27.62%,-27.27%,-33.89%,11.77%,23.30%,23.98%,16.11%,32.52%,25.67%,45.43%,34.01%,34.69%,30.25%,34.24%
43,D&A For EBITDA,7.18,7.18,9.09,7.18,7.18,4.13,6.41,4.13,4.13,2.04,3.32,2.04,2.04,1.52,1.8,1.52,1.52,1.07,1.42,1.07
44,EBIT,-1.16,6,-15.25,-8.72,-10.63,-9.64,-21.79,-15.85,-23.43,5.36,14.89,19.65,12.1,31.38,21.55,39.48,26.01,20.72,12.81,12.13
45,EBIT Margin,-0.60%,4.17%,-11.48%,-9.02%,-10.28%,-11.52%,-39.15%,-36.87%,-41.13%,8.53%,19.05%,21.73%,13.79%,31.02%,23.70%,43.75%,32.13%,32.99%,27.22%,31.47%
46,Effective Tax Rate,9.15%,-,-,-,-,-,-,-,-,-,6.88%,9.19%,9.50%,12.44%,11.69%,13.63%,13.71%,13.06%,12.71%,12.61%
47,Revenue as Reported,-,144.13,132.83,96.68,103.46,83.65,55.66,42.98,56.98,62.84,78.19,90.44,87.75,101.15,90.95,90.24,80.94,148.44,-,-
