,Fiscal Quarter,Q4 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,1074,39.24,33.65,37.37,18.8,35.59,28.33,67.75,34.71,25.18,0.81,32.01,31.66,24.86,17.87,17.97,19.03,20.5,20.5
10,Operating Income,34.3,42.71,32.91,32.65,43.26,22.05,27.74,-15.78,11.16,23.06,39.24,11.54,14.82,27.45,22.49,15.73,29.46,13.76,13.76
11,Interest Expense,-0.6,-0.24,-3.15,-3.04,-2.69,-2.88,-2.34,-3.05,-3.14,-3.81,-4,-5.2,-4.42,-4.79,-3.4,-3.9,-5.05,-4.51,-4.51
12,Interest & Investment Income,10.88,3.15,0.28,0.15,0.23,0.11,0.17,-,0.59,0.52,0.14,0.02,0.25,0.16,0.31,0.79,0.73,0.08,0.08
13,Currency Exchange Gain (Loss),-,-,-,3.37,-4.16,4.16,-,2.38,-0.12,0.12,-,-3.4,1.22,-1.22,-,-1,-0.33,0,0
14,Other Non Operating Income (Expenses),2.31,-10.99,-2.12,-3.21,-0.67,0.24,-0.95,-0.47,-2.39,2.59,-1.6,0.84,-3.55,-0.4,-2.11,-1.28,-2.21,-1.51,-1.51
15,EBT Excluding Unusual Items,46.88,34.64,27.91,29.91,35.96,23.69,24.63,-16.93,6.11,22.47,33.78,3.79,8.32,21.21,17.3,10.35,22.61,7.82,7.82
16,Gain (Loss) on Sale of Investments,0.25,-,-,0.62,-0.93,-0.92,-0.4,-0.09,0.02,-0.02,-0.02,0,-0,0.28,-0.26,-,-,-0.04,-0.04
17,Gain (Loss) on Sale of Assets,-0.01,0,0.05,-0.03,0.52,-0.23,-1.03,-1.36,-0.26,0,0.03,-0.36,0.06,-0.05,-0.05,-0.31,-0.05,-0.01,-0.01
18,Asset Writedown,-,-,-,-0.05,0.02,-0.02,0.02,-0.1,-,-,-,0.4,-0.47,0.2,-0.24,-0.04,-0.03,-0.03,-0.03
19,Other Unusual Items,0.94,0.57,-0.57,4.15,-17.47,12.52,-,29.45,-0.37,0.37,-,15.35,-0.27,0.27,-,1.08,4.74,2.72,2.72
20,Pretax Income,48.06,35.21,27.39,34.61,18.1,35.03,23.22,10.97,5.5,22.82,33.79,19.18,7.64,21.9,16.74,11.08,27.26,10.46,10.46
21,Income Tax Expense,21.17,3.73,2.66,1.91,1.46,4.38,2.09,-8.52,-0.49,2.14,2.77,0.46,-0.73,-0.41,3.94,1.9,3.75,0.79,0.79
22,Earnings From Continuing Operations,26.89,31.48,24.74,32.7,16.64,30.65,21.12,19.49,5.99,20.68,31.03,18.72,8.37,22.31,12.8,9.17,23.51,9.67,9.67
23,Minority Interest in Earnings,0.99,-0.11,-0.17,-2.8,-0.83,0.34,0.52,0.17,0.29,0.16,0.23,0.21,0.34,0.36,0.24,0.01,-,0.02,0.02
24,Net Income,27.88,31.37,24.56,29.9,15.81,30.99,21.64,19.65,6.28,20.84,31.25,18.94,8.71,22.67,13.05,9.18,23.51,9.69,9.69
25,Net Income to Common,27.88,31.37,24.56,29.9,15.81,30.99,21.64,19.65,6.28,20.84,31.25,18.94,8.71,22.67,13.05,9.18,23.51,9.69,9.69
26,Net Income Growth,76.37%,1.23%,13.49%,52.14%,151.87%,48.70%,-30.75%,3.80%,-27.93%,-8.07%,139.56%,106.27%,-62.96%,133.96%,34.63%,-,-,-,-
27,Shares Outstanding (Basic),451,411,706,727,728,727,729,728,729,728,655,655,655,715,596,733,655,606,606
28,Shares Outstanding (Diluted),451,411,706,727,728,727,729,728,729,728,655,655,655,715,596,733,655,606,606
29,Shares Change (YoY),-38.03%,-43.54%,-3.14%,-0.01%,-0.05%,-0.16%,11.21%,11.04%,11.24%,1.88%,9.99%,-10.67%,0.01%,18.06%,-1.64%,-,-,-,-
30,EPS (Basic),0.06,0.08,0.03,0.04,0.02,0.04,0.03,0.03,0.01,0.03,0.05,0.03,0.01,0.03,0.02,0.01,0.04,0.02,0.02
31,EPS (Diluted),0.06,0.08,0.03,0.04,0.02,0.04,0.03,0.03,0.01,0.03,0.05,0.03,0.01,0.03,0.02,0.01,0.04,0.02,0.02
32,EPS Growth,184.63%,79.28%,17.17%,52.16%,151.99%,48.94%,-37.74%,-6.52%,-35.22%,-9.77%,117.81%,130.90%,-62.97%,98.17%,36.87%,-,-,-,-
33,Free Cash Flow,-,-41.73,-93.22,69.35,-53.2,3.68,-49.06,49.1,13.38,-69.61,-105.82,122.32,-90.99,-30.89,-151.82,58.76,-37.2,-29.73,-29.73
34,Free Cash Flow Per Share,-,-0.10,-0.13,0.10,-0.07,0.01,-0.07,0.07,0.02,-0.10,-0.16,0.19,-0.14,-0.04,-0.25,0.08,-0.06,-0.05,-0.05
35,Dividend Per Share,-,-,-,0.061,-,-,-,0.044,-,-,-,0.044,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,40.09%,-,-,-,-0.23%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,302.91%,24.33%,23.17%,22.54%,20.07%,18.69%,22.31%,18.86%,19.67%,19.63%,16.76%,17.31%,17.70%,19.81%,21.24%,18.94%,24.64%,22.39%,22.39%
38,Operating Margin,9.37%,12.68%,11.46%,10.51%,13.99%,7.15%,11.04%,-5.73%,4.79%,9.38%,16.41%,4.58%,5.64%,10.39%,11.84%,8.84%,14.97%,8.99%,8.99%
39,Profit Margin,7.62%,9.32%,8.55%,9.63%,5.11%,10.05%,8.61%,7.13%,2.69%,8.48%,13.07%,7.53%,3.32%,8.59%,6.87%,5.16%,11.95%,6.33%,6.33%
40,Free Cash Flow Margin,-,-12.39%,-32.46%,22.33%,-17.21%,1.19%,-19.52%,17.81%,5.74%,-28.33%,-44.27%,48.62%,-34.65%,-11.70%,-79.91%,33.03%,-18.90%,-19.43%,-19.43%
41,EBITDA,47.83,58.76,46.44,46.19,53.48,35.27,37.97,-5.55,19.63,32.55,47.7,20.56,23.27,35.34,29.43,23.03,36.1,20.66,20.66
42,EBITDA Margin,13.07%,17.45%,16.17%,14.87%,17.30%,11.44%,15.11%,-2.01%,8.42%,13.24%,19.95%,8.17%,8.86%,13.38%,15.49%,12.95%,18.34%,13.50%,13.50%
43,D&A For EBITDA,13.54,16.04,13.54,13.54,10.23,13.22,10.23,10.23,8.46,9.49,8.46,9.03,8.45,7.89,6.93,7.3,6.64,6.9,6.9
44,EBIT,34.3,42.71,32.91,32.65,43.26,22.05,27.74,-15.78,11.16,23.06,39.24,11.54,14.82,27.45,22.49,15.73,29.46,13.76,13.76
45,EBIT Margin,9.37%,12.68%,11.46%,10.51%,13.99%,7.15%,11.04%,-5.73%,4.79%,9.38%,16.41%,4.58%,5.64%,10.39%,11.84%,8.84%,14.97%,8.99%,8.99%
46,Effective Tax Rate,44.04%,10.59%,9.70%,5.51%,8.09%,12.50%,9.01%,-,-,9.37%,8.19%,2.42%,-,-,23.53%,17.18%,13.75%,7.53%,7.53%
47,Revenue as Reported,-,-,287.22,310.63,309.12,308.38,251.37,275.62,233.16,245.76,239.06,251.6,262.62,264.07,190,-,-,-,-
