,Fiscal Quarter,Q4 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,-,40.57,55.29,56.4,60.55,54.26,60.12,46.96,53.75,52.46,69.52,65.87,77.04,64.79,-,71.67,-,62.72,62.72
10,Total Current Assets,-,792.34,817.82,716.43,709.04,746.83,685.63,698.42,702.94,716.45,776.04,612.63,551.29,552.39,-,578.12,-,539.74,539.74
11,"Property, Plant & Equipment",-,810.29,751.51,752.9,717.13,674.65,631.28,612.73,580.23,557.37,547.28,521.89,505.13,451.37,-,376.96,-,295.04,295.04
12,Long-Term Investments,-,80.67,80.67,80.67,51.49,41.25,41.25,16.5,12.86,12.6,9.6,7.7,5.28,5.7,-,6.7,-,5.08,5.08
13,Other Intangible Assets,-,104.79,93.32,94.01,94.7,95.37,96.05,96.7,97.19,97.45,98,97.83,98.16,95.83,-,65.43,-,63.06,63.06
14,Long-Term Deferred Tax Assets,-,1.89,2.28,2.33,17.03,19.09,21.7,23.57,4.95,4.35,4.58,5.32,5.91,4.47,-,5.69,-,5.63,5.63
15,Long-Term Deferred Charges,-,10.48,8.82,8.5,8.43,9.26,9.62,9.93,8.38,6.9,5.59,5.48,5.46,3.65,-,2.32,-,3.49,3.49
16,Other Long-Term Assets,-,109.64,120.63,60.49,39.29,37.72,43.76,39.33,34.65,32.51,23.13,29.34,23.32,49.48,-,21.87,-,25.92,25.92
17,Total Assets,-,1910,1875,1715,1637,1624,1529,1497,1441,1428,1464,1280,1195,1163,-,1057,-,937.98,937.98
18,Accounts Payable,-,113.16,108.16,73.72,91.85,67.59,78.26,71.96,73.71,27.78,84.88,69.87,47.3,68.25,-,66.75,-,51.42,51.42
19,Accrued Expenses,-,12.24,12.13,24.1,10.71,22.68,12.38,26.17,10.84,13.05,9.53,26.62,10.03,14.21,-,19.2,-,12.28,12.28
20,Short-Term Debt,-,227.58,239.47,160.42,150.11,142.75,103.76,64.36,79.68,139.08,196.13,217.78,215.23,180.53,-,138.89,-,123.34,123.34
21,Current Portion of Long-Term Debt,-,65.7,85.26,84.5,47.47,11.11,18.64,39.2,-,28.3,-,36.51,23.99,36.91,-,85.71,-,77.71,77.71
22,Current Portion of Leases,-,-,-,3.22,-,5.51,-,9.08,-,10.65,-,27.08,-,36.99,-,41.02,-,41.64,41.64
23,Current Income Taxes Payable,-,2.17,3.27,1.01,2.16,0.79,5.81,0.47,3.99,0.28,2.64,0.12,2.75,0.41,-,0.02,-,0.08,0.08
24,Current Unearned Revenue,-,6.77,11.35,5.91,7.86,5.68,5.28,4.56,3.25,4.01,2.97,9.75,4.86,4.75,-,2.27,-,2.62,2.62
25,Other Current Liabilities,-,34.94,34.49,71.46,36.02,58.84,31.43,46.89,86.68,81.51,92.44,50.59,71.72,47.97,-,58.12,-,45.12,45.12
26,Total Current Liabilities,-,462.57,494.11,424.33,346.18,314.96,255.55,262.69,258.15,304.66,388.6,438.33,375.88,390.02,-,411.99,-,354.22,354.22
27,Long-Term Debt,-,275.36,207.71,121.99,154.17,187.06,168.01,152.17,152.6,118.91,67.91,217.93,209.48,166.23,-,60.23,-,49.48,49.48
28,Long-Term Leases,-,5,3.05,3.11,4.31,5.47,6.09,5.22,2.33,8.49,2.7,14.15,2.81,24.16,-,38.59,-,29.82,29.82
29,Long-Term Unearned Revenue,-,56.92,57.88,59.24,52.7,52.95,36.97,37.5,29.24,13.43,6.72,7.65,8.54,8.81,-,9.49,-,6.52,6.52
30,Long-Term Deferred Tax Liabilities,-,21.73,18.4,16.05,29.83,29.92,27.32,29.11,17.81,16.51,13.9,14.92,14.91,13.97,-,12.99,-,7.18,7.18
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,3.5,-,8.45,-,14.65,-,-,-,-,-,-
32,Total Liabilities,-,821.58,781.15,624.73,587.19,590.36,493.94,486.69,463.63,461.99,488.28,692.98,626.28,603.19,-,533.28,-,447.22,447.22
33,Common Stock,-,560.01,560.01,560.01,560.01,560.01,400.01,400.01,400.01,400.01,400.01,360,360,360,-,360,-,360,360
34,Additional Paid-In Capital,-,214.31,213.62,213.62,214.23,214.23,374.24,374.24,374.24,374.05,374.05,57.15,57.15,57.15,-,57.15,-,57.15,57.15
35,Retained Earnings,-,292.11,305.36,280.8,250.84,235.03,236.04,214.46,194.75,188.48,199.64,168.38,149.45,140.74,-,105.02,-,72.3,72.3
36,Treasury Stock,-,-24.93,-24.93,-2.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-,4.05,4.89,4.39,5.28,5.8,5.99,5.19,2.45,2.24,2.11,1.32,1.33,1.62,-,1.63,-,1.28,1.28
38,Total Common Equity,1073,1046,1059,1056,1030,1015,1016,993.89,971.45,964.77,975.8,586.85,567.93,559.51,523.8,523.8,490.72,490.72,490.72
39,Minority Interest,-,42.96,34.95,34.67,19.57,18.74,19.08,16.59,6.1,0.86,0.14,0.37,0.33,0.19,-,0.01,-,0.05,0.05
40,Shareholders' Equity,1116,1089,1094,1091,1050,1034,1035,1010,977.56,965.63,975.94,587.22,568.26,559.69,523.8,523.8,490.77,490.77,490.77
41,Total Liabilities & Equity,-,1910,1875,1715,1637,1624,1529,1497,1441,1428,1464,1280,1195,1163,-,1057,-,937.98,937.98
42,Total Debt,655.48,573.65,535.48,373.24,356.06,351.89,296.5,270.04,234.61,305.42,266.74,513.45,451.52,444.82,364.45,364.45,321.99,321.99,321.99
43,Net Cash (Debt),-557.61,-442.7,-370.86,-246.72,-281.17,-214.25,-199.49,-114.63,-104.74,-165.44,-20.42,-341.71,-411.78,-364.09,-164.85,-164.85,-177.1,-177.1,-177.1
44,Net Cash Per Share,-1.24,-1.08,-0.53,-0.34,-0.39,-0.29,-0.27,-0.16,-0.14,-0.23,-0.03,-0.52,-0.63,-0.51,-0.28,-0.22,-0.27,-0.29,-0.29
45,Filing Date Shares Outstanding,451.32,410.66,728.02,725.07,728.02,728.02,728.02,728.02,728.02,728.02,728.02,655.2,655.2,655.2,595.72,655.2,654.94,655.2,655.2
46,Total Common Shares Outstanding,451.32,410.66,728.02,727.72,728.02,728.02,728.02,728.02,728.02,728.02,728.02,655.2,655.2,655.2,595.72,655.2,654.94,655.2,655.2
47,Working Capital,-,329.76,323.71,292.1,362.86,431.87,430.08,435.73,444.79,411.79,387.44,174.3,175.41,162.37,-,166.13,-,185.52,185.52
48,Book Value Per Share,1.01,2.55,1.45,1.45,1.42,1.39,1.40,1.37,1.33,1.33,1.34,0.90,0.87,0.85,0.80,0.80,0.75,0.75,0.75
49,Tangible Book Value,941.04,940.76,965.63,961.92,935.66,919.7,920.23,897.19,874.27,867.32,877.8,489.02,469.76,463.68,458.37,458.37,427.66,427.66,427.66
50,Tangible Book Value Per Share,0.89,2.29,1.33,1.32,1.29,1.26,1.26,1.23,1.20,1.19,1.21,0.75,0.72,0.71,0.70,0.70,0.65,0.65,0.65
51,Buildings,-,-,-,318.45,-,310.77,-,310.41,-,272.11,-,261.16,183.84,181.51,-,181.77,-,183.15,183.15
52,Machinery,-,-,-,508.81,-,422.92,-,417.86,-,321.71,-,276.04,266.68,260.55,-,260.7,-,225.58,225.58
53,Construction In Progress,-,-,-,154.77,-,144.68,-,70.2,-,136.66,-,140.69,204.14,153.54,-,78.17,-,24.25,24.25
