,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,53.54,50.8,26.31,25.81,45.89,7.23,15.19,10.97,17.89,16.19,9.08,9.75,27.8,-,-,8.56,-,1.51,1.51
10,Total Current Assets,2157,2252,2215,2227,2260,2223,2266,2244,2421,2367,2423,2401,293.55,-,-,178.96,-,115.05,115.05
11,"Property, Plant & Equipment",467.46,443.4,418.27,407.01,375.31,342.33,149.8,156.48,185.67,156.4,116.99,99.48,72.3,-,-,25.29,-,21.35,21.35
12,Long-Term Investments,28.89,29.66,28.88,28.88,28.76,28.99,26.83,26.92,20.6,13.5,6,1,1,-,-,1,-,1,1
13,Other Intangible Assets,35.37,36.54,37.83,36.84,20.17,20.4,12.24,11.76,3.28,2.95,2.31,2.82,0.45,-,-,0.64,-,0.77,0.77
14,Long-Term Accounts Receivable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.46,-,-,-
15,Long-Term Deferred Tax Assets,57.34,55.84,54.85,53.1,53.88,49.18,42.81,45.05,31.01,27.9,22.49,21.43,18.33,-,-,11.71,-,8.15,8.15
16,Long-Term Deferred Charges,44.9,48.61,47.11,50.62,54.74,58.73,61.92,45.57,22.81,24.73,20.08,18.44,9.69,-,-,2.36,-,2.74,2.74
17,Other Long-Term Assets,9.92,9.92,10.05,10.05,-,3.52,206.28,206.28,-,-,-,1.01,-,-,-,-,-,1.25,1.25
18,Total Assets,2801,2876,2812,2813,2793,2726,2766,2736,2684,2592,2591,2545,395.32,-,-,223.41,-,150.31,150.31
19,Accounts Payable,85.22,89.03,66.46,104.15,45.01,26.66,34.91,31.12,33.03,11.7,7.55,19.86,24.38,-,-,2.57,-,2.2,2.2
20,Accrued Expenses,40.96,33.08,35.52,38.38,36.16,34.4,18.69,30.95,20.33,17.67,14.22,15.85,13.53,-,-,9.21,-,8.63,8.63
21,Short-Term Debt,50.91,45.31,30.5,6.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,Current Portion of Leases,24.17,24.17,15.79,20.1,14.3,21.09,21.08,18.91,15.97,15.97,11.59,8.92,-,-,-,-,-,-,-
23,Current Income Taxes Payable,2.57,1.49,-,10.67,7.84,6.86,7.29,20.62,22.49,14.94,8.35,11.4,10.46,-,-,9.74,-,8.07,8.07
24,Current Unearned Revenue,2.19,2.26,2.51,3.64,2.03,3.29,3.44,3.15,0.33,0.25,1.61,1.83,3.85,-,-,1.08,-,0.99,0.99
25,Other Current Liabilities,8.08,117.01,1.94,2.14,30.63,31.51,4.79,0.73,0.29,0.43,0.93,0.53,0.51,-,-,0.76,-,1.54,1.54
26,Total Current Liabilities,214.1,312.35,152.72,185.09,135.98,123.8,90.21,105.48,92.44,60.96,44.25,58.38,52.73,-,-,23.36,-,21.44,21.44
27,Long-Term Leases,21.05,22.02,36.85,38.5,53.85,44.98,50.49,52.58,62.27,61.46,27.04,20.46,21.65,-,-,-,-,-,-
28,Long-Term Unearned Revenue,0.04,1.63,1.61,1.63,4.98,4.12,4.1,4.1,0.57,0.1,-,-,-,-,-,-,-,-,-
29,Long-Term Deferred Tax Liabilities,-,-,-,-,13.38,4.36,5.09,5.09,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,235.18,336.01,191.17,225.22,208.19,177.26,149.89,167.25,155.28,122.52,71.29,78.84,74.38,-,-,23.36,-,21.44,21.44
31,Common Stock,120,120,120,120,120,120,80,80,80,80,80,80,60,-,-,60,-,60,60
32,Additional Paid-In Capital,2104,2103,2099,2095,2111,2106,2143,2140,2140,2134,2130,2130,55.82,-,-,55.82,-,55.82,55.82
33,Retained Earnings,353.86,327.06,413.09,378.12,352.68,316.16,389.58,344.53,306.55,249.67,314.29,260.79,207.85,-,-,86.58,-,13.08,13.08
34,Treasury Stock,-16,-16,-16,-10,-2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,10.3,10.05,7.71,6.85,6.18,6.2,0.75,-1.09,-5.95,-3.6,-3.52,-3.89,-2.18,-,-,-2.1,-,0.24,0.24
36,Total Common Equity,2572,2544,2624,2590,2587,2549,2613,2563,2521,2460,2521,2467,321.49,-,200.3,200.3,129.14,129.14,129.14
37,Minority Interest,-5.77,-4.26,-2.73,-1.29,-2.51,0.63,3.37,5.5,8.11,10.18,-1.11,-1.02,-0.56,-,-,-0.25,-,-0.27,-0.27
38,Shareholders' Equity,2566,2540,2621,2588,2585,2549,2616,2569,2529,2470,2520,2466,320.93,-,200.06,200.06,128.88,128.88,128.88
39,Total Liabilities & Equity,2801,2876,2812,2813,2793,2726,2766,2736,2684,2592,2591,2545,395.32,-,-,223.41,-,150.31,150.31
40,Total Debt,96.13,91.5,83.14,64.61,68.15,66.06,71.57,71.49,78.24,77.43,38.63,29.38,21.65,-,-,-,-,-,-
41,Net Cash (Debt),1757,1849,1871,1922,1926,1925,1986,2002,2151,2129,2241,2249,124.25,-,105.35,105.35,55.36,55.36,55.36
42,Net Cash Growth,-8.79%,-3.96%,-5.80%,-4.00%,-10.43%,-9.59%,-11.36%,-10.98%,1630.93%,-,2027.16%,2034.69%,124.46%,-,90.31%,-,-,-,-
43,Net Cash Per Share,14.68,15.44,15.62,16.02,15.94,15.87,16.55,16.68,17.80,17.55,18.67,20.44,1.39,-,1.17,1.17,0.61,0.62,0.62
44,Filing Date Shares Outstanding,119.73,119.73,119.77,119.73,119.97,120,120,120,120,120,120,120,90,90.21,90.22,90,90.94,90,90
45,Total Common Shares Outstanding,119.73,119.73,119.77,119.84,119.97,120,120,120,120,120,120,120,90,90.21,90.22,90,90.94,90,90
46,Working Capital,1943,1939,2062,2042,2124,2100,2176,2138,2328,2306,2379,2342,240.82,-,-,155.6,-,93.61,93.61
47,Book Value Per Share,21.48,21.25,21.91,21.61,21.57,21.24,21.77,21.36,21.01,20.50,21.01,20.56,3.57,-,2.23,2.23,1.43,1.43,1.43
48,Tangible Book Value,2536,2507,2586,2553,2567,2528,2601,2551,2518,2457,2519,2464,321.04,-,199.67,199.67,128.37,128.37,128.37
49,Tangible Book Value Per Share,21.18,20.94,21.59,21.30,21.40,21.07,21.67,21.26,20.98,20.47,20.99,20.53,3.57,-,2.22,2.22,1.43,1.43,1.43
50,Machinery,-,142.16,-,122.14,-,113.5,-,101.89,-,82.89,-,65.96,-,-,-,34.09,-,29.41,29.41
51,Construction In Progress,-,303.9,-,268.08,-,204,-,15.96,-,20.67,-,21.87,-,-,-,3.33,-,1.8,1.8
