,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,26.19,26.54,25.02,26.72,25.31,25.11,21.86,32.17,19.69,23.62,19.53,38.05,26.78,21.24,19.35,28.32,21.17,22.21,14.6
10,Operating Income,11.02,5.26,1.53,-12.36,10.86,-5.93,2.47,-25.85,6.38,15.16,22.07,9.85,29.25,28.27,33.41,38.59,41.08,34.49,15.99
11,Interest Expense,-0.53,-0.31,-0.34,-0.49,-0.28,-0.32,-0.08,-0.31,-0.82,-0.65,-0.16,-0.3,-0.2,-0.33,-0.52,-0.42,-0.63,-0.75,-0.68
12,Interest & Investment Income,2.39,2.84,3.66,1.46,3.1,3.15,4.14,1.49,4.32,-,2.97,2.33,0.73,0.33,0.05,0.88,0.06,0.04,1.11
13,Currency Exchange Gain (Loss),-2.35,2.35,-,2.03,-3.45,3.45,-,2.79,-1.61,1.61,-,-1.02,0.3,-0.3,-,-4.62,-0.71,-0.04,0.75
14,Other Non Operating Income (Expenses),0.92,-1.02,0.78,-3.22,3.06,0.36,-0.35,-3.16,3.52,0.02,-0.55,0.18,-0.06,-0.09,-0.39,1.99,-2.2,-0.04,-0.1
15,EBT Excluding Unusual Items,11.45,9.11,5.64,-12.58,13.29,0.71,6.17,-25.05,11.8,16.13,24.33,11.04,30.03,27.87,32.55,36.42,37.59,33.7,17.07
16,Gain (Loss) on Sale of Investments,0.27,0.32,0.2,0.82,0.21,0.29,-0.31,1.89,-2.25,-0.57,0.21,0.86,0.07,-0.09,0.02,-0.29,0.69,-0.07,-0.11
17,Gain (Loss) on Sale of Assets,-0.04,0.03,-0,-,0.15,-0.52,-,-1.05,-,-0.03,-0.3,-1.52,-0.13,-0.65,-,-0.03,1.42,-,-
18,Asset Writedown,-6.59,1.63,-1.63,6.05,-6.07,1.92,-1.93,5.6,-5.61,1.45,-1.47,2.63,-2.67,0.81,-0.9,0.73,-2.75,0.83,-0
19,Legal Settlements,-,-,-,-,-,-,-,-0.03,-,-,-,-0,-,-,-,-0.06,0.06,-,-0.06
20,Other Unusual Items,-0.39,-0.55,0.91,0.37,-,-,-,3.15,-0.08,0.08,-,3.36,0.06,-0.06,-,-,-0.02,-0.32,0.34
21,Pretax Income,4.7,10.54,5.12,-5.34,7.59,2.4,3.94,-15.48,3.86,17.05,22.76,16.36,27.36,27.88,31.67,36.78,36.98,34.14,17.24
22,Income Tax Expense,0.45,1.36,0.46,0.1,0.49,-0.56,-0.29,-2.7,-0.4,1.59,2.45,0.72,1,4.43,4.78,2.65,5.49,5.03,1.3
23,Earnings From Continuing Operations,4.25,9.18,4.66,-5.45,7.1,2.96,4.23,-12.78,4.26,15.46,20.31,15.64,26.35,23.45,26.89,34.13,31.49,29.11,15.94
24,Minority Interest in Earnings,0.65,0.73,0.49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25,Net Income,4.9,9.91,5.15,-5.45,7.1,2.96,4.23,-12.78,4.26,15.46,20.31,15.64,26.35,23.45,26.89,34.13,31.49,29.11,15.94
26,Net Income to Common,4.9,9.91,5.15,-5.45,7.1,2.96,4.23,-12.78,4.26,15.46,20.31,15.64,26.35,23.45,26.89,34.13,31.49,29.11,15.94
27,Net Income Growth,-30.94%,235.16%,21.82%,-,66.72%,-80.86%,-79.18%,-,-83.85%,-34.09%,-24.47%,-54.17%,-16.30%,-19.44%,68.68%,-,-,-,-
28,Shares Outstanding (Basic),118,112,103,87,101,100,106,111,104,103,102,104,85,78,77,78,77,79,76
29,Shares Outstanding (Diluted),118,112,103,87,101,100,106,111,104,103,102,104,85,78,77,78,77,79,76
30,Shares Change (YoY),16.67%,12.64%,-2.55%,-22.09%,-2.64%,-3.13%,4.08%,6.81%,22.09%,31.72%,32.18%,34.18%,10.69%,-1.73%,1.21%,-,-,-,-
31,EPS (Basic),0.04,0.09,0.05,-0.06,0.07,0.03,0.04,-0.11,0.04,0.15,0.20,0.15,0.31,0.30,0.35,0.44,0.41,0.37,0.21
32,EPS (Diluted),0.04,0.09,0.05,-0.06,0.07,0.03,0.04,-0.11,0.04,0.15,0.20,0.15,0.31,0.30,0.35,0.44,0.41,0.37,0.21
33,EPS Growth,-40.81%,197.55%,25.00%,-,71.24%,-80.24%,-80.00%,-,-86.77%,-49.96%,-42.86%,-65.85%,-24.39%,-18.02%,66.67%,-,-,-,-
34,Free Cash Flow,-86.81,-43.9,-12.1,5.97,-12.61,-9.69,-14.62,9.17,63.28,51.87,-42.97,65.81,5.66,-3.99,-44.1,26.59,2.09,6.58,-4.09
35,Free Cash Flow Per Share,-0.74,-0.39,-0.12,0.07,-0.13,-0.10,-0.14,0.08,0.61,0.50,-0.42,0.63,0.07,-0.05,-0.57,0.34,0.03,0.08,-0.05
36,Dividend Per Share,-,-,-,0.120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,21.52%,18.56%,17.47%,9.84%,21.58%,13.06%,17.89%,5.37%,20.14%,18.80%,20.83%,19.47%,24.90%,22.33%,26.76%,29.88%,33.63%,30.59%,25.05%
38,Operating Margin,6.37%,3.07%,1.01%,-8.47%,6.48%,-4.04%,1.82%,-21.98%,4.93%,7.35%,11.05%,4.00%,13.00%,12.75%,16.95%,17.24%,22.19%,18.61%,13.09%
39,Profit Margin,2.83%,5.79%,3.39%,-3.73%,4.23%,2.01%,3.11%,-10.87%,3.29%,7.49%,10.17%,6.36%,11.71%,10.58%,13.64%,15.24%,17.01%,15.71%,13.05%
40,Free Cash Flow Margin,-50.19%,-25.63%,-7.96%,4.09%,-7.52%,-6.60%,-10.75%,7.80%,48.89%,25.15%,-21.52%,26.75%,2.51%,-1.80%,-22.37%,11.88%,1.13%,3.55%,-3.35%
41,EBITDA,16.08,10.54,6.59,-7.3,15.87,-0.8,7.48,-20.84,10.69,20.05,26.37,14.15,32.98,32.46,37.14,42.45,44.74,38.07,19.7
42,EBITDA Margin,9.30%,6.15%,4.34%,-5.00%,9.47%,-0.55%,5.50%,-17.72%,8.26%,9.72%,13.21%,5.75%,14.65%,14.64%,18.84%,18.96%,24.17%,20.54%,16.13%
43,D&A For EBITDA,5.06,5.28,5.06,5.06,5.01,5.13,5.01,5.01,4.3,4.89,4.3,4.3,3.73,4.19,3.73,3.86,3.66,3.58,3.71
44,EBIT,11.02,5.26,1.53,-12.36,10.86,-5.93,2.47,-25.85,6.38,15.16,22.07,9.85,29.25,28.27,33.41,38.59,41.08,34.49,15.99
45,EBIT Margin,6.37%,3.07%,1.01%,-8.47%,6.48%,-4.04%,1.82%,-21.98%,4.93%,7.35%,11.05%,4.00%,13.00%,12.75%,16.95%,17.24%,22.19%,18.61%,13.09%
46,Effective Tax Rate,9.50%,12.87%,8.95%,-,6.49%,-,-,-,-,9.33%,10.78%,4.42%,3.66%,15.88%,15.09%,7.21%,14.86%,14.72%,7.53%
47,Revenue as Reported,172.96,171.31,151.95,145.89,167.62,146.9,136.02,117.6,129.43,206.26,199.71,-,225.06,221.7,197.16,-,185.08,307.42,-
