,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
42,Net Cash (Debt),-815.36,-631.67,-496,-250.95,-260.63,-107.73,-17.91,145.67,303.84,356.31,468.06,566.58,530.62,582.41,75.01,103.84,-,-,41.28
43,Net Cash Growth,-,-,-,-,-,-,-,-74.29%,-42.74%,-38.82%,524.03%,445.65%,-,-,81.68%,-,-,-,-
44,Net Cash Per Share,-4.42,-3.17,-2.69,-1.40,-1.35,-0.62,-0.09,0.83,1.83,1.97,2.61,3.26,3.06,4.07,0.57,0.82,-,-,0.33
45,Filing Date Shares Outstanding,187.75,189.35,188.71,179.53,172.96,168.02,180.96,175.73,166.02,174.46,174,174,174,174,174,127.34,132.54,135.35,125.75
46,Total Common Shares Outstanding,187.75,189.35,188.71,179.53,172.96,168.02,180.96,175.73,166.02,174.46,174,174,174,174,130.5,127.34,132.54,135.35,125.75
47,Working Capital,53.2,88.59,255.7,325.61,488.89,658.21,812.38,489.27,593.12,627.72,644.85,689.36,710.31,750.57,221.09,187.91,-,-,-
48,Book Value Per Share,6.98,6.94,6.94,7.08,6.21,6.29,5.87,5.96,6.25,5.80,6.05,5.92,5.79,5.93,3.60,3.36,-,-,2.82
49,Tangible Book Value,1184,1185,1180,1145,947.45,956.96,962.58,964.72,971.03,944.58,984.97,961.74,938.27,999.71,437.33,394.5,-,-,350.48
50,Tangible Book Value Per Share,6.31,6.26,6.25,6.38,5.48,5.70,5.32,5.49,5.85,5.41,5.66,5.53,5.39,5.75,3.35,3.10,-,-,2.69
51,Buildings,-,519.37,-,427.46,-,217.69,-,137.75,-,124.22,-,121.58,-,121.45,-,121.38,-,-,-
52,Machinery,-,713.91,-,511.2,-,278.71,-,267.75,-,238.47,-,234.41,-,221.32,-,209.96,-,-,-
53,Construction In Progress,-,600.57,-,468.7,-,488.69,-,305.28,-,136.86,-,87.61,-,45.82,-,6.62,-,-,-
