,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Free Cash Flow,-174.84,-169.99,-215.49,-150.35,-188.37,-77.15,-168.04,-130.26,-41.28,-44.77,-117.26,24.31,-0.56,-26.35,-34.35,81.21,22.09,-4.59,24.31
34,Free Cash Flow Per Share,-0.95,-0.85,-1.17,-0.84,-0.97,-0.44,-0.81,-0.74,-0.25,-0.25,-0.65,0.14,-0.00,-0.18,-0.26,0.64,0.17,-0.03,0.19
35,Dividend Per Share,0.100,-,-,0.200,-,-,-,0.200,-,-,-,0.345,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,0%,-,-,-,-42.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,12.80%,16.19%,16.18%,12.09%,13.72%,14.35%,12.87%,11.34%,14.41%,12.20%,12.44%,12.92%,15.36%,18.32%,23.38%,21.68%,20.09%,20.42%,19.55%
38,Operating Margin,2.69%,4.70%,6.15%,-2.22%,2.63%,5.03%,3.25%,-0.71%,5.42%,3.09%,3.79%,1.51%,6.33%,7.91%,13.12%,12.14%,9.88%,8.66%,6.45%
39,Profit Margin,1.09%,5.66%,5.28%,2.21%,2.62%,5.42%,3.17%,3.72%,4.59%,3.44%,4.04%,4.02%,7.55%,7.23%,11.89%,14.01%,7.88%,7.59%,5.24%
40,Free Cash Flow Margin,-28.24%,-28.45%,-38.56%,-26.09%,-31.79%,-15.26%,-36.81%,-30.66%,-8.02%,-9.45%,-24.04%,5.29%,-0.12%,-6.04%,-9.60%,19.04%,6.59%,-1.41%,13.34%
41,EBITDA,26.72,45.1,44.39,-2.78,22.17,32.92,21.4,3.54,34.56,21.24,25.1,13.55,35.65,40.91,53.35,58.15,35.57,34.56,14.19
42,EBITDA Margin,4.31%,7.55%,7.94%,-0.48%,3.74%,6.51%,4.69%,0.83%,6.71%,4.48%,5.14%,2.95%,7.71%,9.38%,14.90%,13.64%,10.61%,10.63%,7.79%
43,D&A For EBITDA,10.03,17,10.03,10.03,6.56,7.49,6.56,6.56,6.63,6.6,6.63,6.63,6.37,6.43,6.37,6.37,2.45,6.4,2.45
44,EBIT,16.69,28.1,34.35,-12.81,15.6,25.43,14.84,-3.03,27.93,14.65,18.47,6.92,29.28,34.48,46.98,51.78,33.13,28.15,11.75
45,EBIT Margin,2.69%,4.70%,6.15%,-2.22%,2.63%,5.03%,3.25%,-0.71%,5.42%,3.09%,3.79%,1.51%,6.33%,7.91%,13.12%,12.14%,9.88%,8.66%,6.45%
46,Effective Tax Rate,-,-,-,-,-,3.43%,-,-,9.04%,8.22%,5.76%,12.75%,9.35%,10.03%,9.62%,5.99%,20.03%,14.06%,13.63%
47,Revenue as Reported,619.18,597.41,558.91,576.28,592.46,505.62,456.49,424.8,514.93,473.84,487.87,459.14,462.25,435.99,357.94,426.44,335.22,325.18,182.25
