,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Long-Term Deferred Tax Assets,18,18.01,15.23,15.23,17.07,17.18,17.07,17.07,11.78,15.94,11.78,11.78,8.01,-,-,8.01,8.01,3.23,3.23
15,Long-Term Deferred Charges,22.47,18.18,16.71,11.67,3.24,3.5,3.68,3.11,0.29,0.55,0.69,0.82,0.95,-,-,1.19,1.19,1.9,1.9
16,Other Long-Term Assets,1.36,1.75,1.71,1.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Total Assets,886.28,825.3,794.56,805.24,775.84,771.5,740.85,747.67,692.27,699.72,680.4,687.07,651.09,-,-,474.94,474.94,451.69,451.69
18,Accounts Payable,104.71,86.56,79.28,75.82,66.09,76.95,66.97,86.38,65.82,78.71,75.26,74.99,67.66,-,-,58.85,58.85,45.15,45.15
19,Accrued Expenses,7.74,8.48,2.81,12.78,6.62,7.36,3.04,12.34,5.98,6.45,2.81,10.75,5.42,-,-,10.04,10.04,4.1,4.1
20,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.01,2.01
21,Current Portion of Leases,14.14,14,8.65,12.34,4.98,11.6,6.26,6.2,4.03,5.09,6.44,9.07,-,-,-,-,-,-,-
22,Current Income Taxes Payable,1.6,0.02,1.79,0.03,0.67,0,4.32,2.5,-1.18,1.36,0.45,2.37,0.83,-,-,0.01,0.01,0,0
23,Current Unearned Revenue,14.91,13.55,16.13,12.66,10.89,10.26,10.75,14.72,9.47,15.27,7.96,9.7,13.88,-,-,9.6,9.6,8.74,8.74
24,Other Current Liabilities,15.3,12.53,5.63,4.57,7.25,4.96,6.11,5.11,4.84,6.05,8.2,10.03,18.42,-,-,5.35,5.35,5.26,5.26
25,Total Current Liabilities,158.4,135.14,114.28,118.2,96.51,111.12,97.44,127.24,88.97,112.93,101.11,116.91,106.2,-,-,83.85,83.85,65.26,65.26
26,Long-Term Leases,31.86,14.57,16.44,15.83,26.26,19.9,15.81,16.49,14.24,15.76,16.94,16.09,5.18,-,-,-,-,-,-
27,Total Liabilities,190.26,149.71,130.73,134.02,122.77,131.02,113.26,143.73,103.21,128.7,118.06,133,111.38,-,-,83.85,83.85,65.26,65.26
28,Common Stock,98.96,98.91,73.44,72.76,72.76,72.72,72.72,72.04,72.04,72.04,72.04,72.04,72.04,-,-,54.03,54.03,54.03,54.03
29,Additional Paid-In Capital,300.56,298.41,322.06,315.62,314.01,312.04,309.43,300.23,295.78,291.68,287.57,283.47,281.56,-,-,193.98,193.98,193.98,193.98
30,Retained Earnings,296.5,278.28,267.66,282.17,268.5,257.91,247.63,233.86,223.36,209.41,204.78,200.62,186.7,-,-,144.42,144.42,138.83,138.83
31,Comprehensive Income & Other,-,-,-,-,-2.86,-2.86,-2.86,-2.86,-2.79,-2.79,-2.79,-2.79,-1.32,-,-,-1.32,-1.32,-0.67,-0.67
32,Total Common Equity,696.02,675.59,663.16,670.54,652.4,639.81,626.92,603.27,588.39,570.34,561.61,553.35,538.98,-,391.11,391.11,391.11,386.17,386.17
33,Minority Interest,-,-,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.68,0.74,0.72,0.73,-,-,-0.02,-0.02,0.26,0.26
34,Shareholders' Equity,696.02,675.59,663.84,671.21,653.07,640.48,627.59,603.94,589.06,571.02,562.35,554.07,539.71,-,391.09,391.09,391.09,386.43,386.43
35,Total Liabilities & Equity,886.28,825.3,794.56,805.24,775.84,771.5,740.85,747.67,692.27,699.72,680.4,687.07,651.09,-,-,474.94,474.94,451.69,451.69
36,Total Debt,46,28.57,25.09,28.17,31.25,31.5,22.07,22.69,18.27,20.85,23.38,25.16,5.18,-,-,-,-,2.01,2.01
37,Net Cash (Debt),327.01,340.91,371.74,399.86,365.89,398.14,358.32,378.11,279.87,301.22,272.84,280.68,248.1,-,169.61,169.61,169.61,109.94,109.94
38,Net Cash Growth,-10.63%,-14.37%,3.74%,5.75%,30.74%,32.18%,31.33%,34.71%,12.80%,-,60.87%,65.49%,46.28%,-,54.27%,-,-,-,-
39,Net Cash Per Share,3.31,3.45,3.80,4.08,3.73,4.07,3.69,3.90,2.88,3.11,2.81,2.89,3.07,-,2.33,2.33,2.33,1.51,1.51
40,Filing Date Shares Outstanding,98.96,98.91,98.91,97.99,97.99,97.94,97.94,97.02,97.02,97.02,97.02,97.02,97.02,72.77,72.78,72.77,72.77,72.77,72.77
41,Total Common Shares Outstanding,98.96,98.91,98.91,97.99,97.99,97.94,97.94,97.02,97.02,97.02,97.02,97.02,97.02,72.77,72.78,72.77,72.77,72.77,72.77
42,Working Capital,531.2,518.89,545.73,554.62,557.82,572.02,559.01,534,489.21,499.26,460.32,457.75,451.75,-,-,360.03,360.03,367.94,367.94
43,Book Value Per Share,7.03,6.83,6.70,6.84,6.66,6.53,6.40,6.22,6.06,5.88,5.79,5.70,5.56,-,5.37,5.37,5.37,5.31,5.31
44,Tangible Book Value,694.52,673.98,662.22,669.5,651.25,638.56,625.57,601.8,586.81,568.65,559.98,551.15,536.44,-,388.2,388.2,388.2,382.18,382.18
45,Tangible Book Value Per Share,7.02,6.81,6.70,6.83,6.65,6.52,6.39,6.20,6.05,5.86,5.77,5.68,5.53,-,5.33,5.33,5.33,5.25,5.25
46,Buildings,-,4.22,-,4.22,-,4.22,-,4.22,-,4.22,-,4.22,-,-,-,4.22,4.22,4.22,4.22
47,Machinery,-,10.67,-,9.48,-,8.84,-,8.04,-,7.43,-,7.3,-,-,-,6.35,6.35,6.08,6.08
48,Construction In Progress,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22,0.22,-,-
