,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Interest Expense,-,-0.4,-0.23,-1.29,-,-0.36,-0.22,-0.28,-2.06,-0.28,-0.29,-1.06,-0.15,-0.11,-0.14,-0.04,-0.02,-0.02,-0.02
12,Interest & Investment Income,3.66,2.1,1.93,0.17,3.65,2.39,2.17,0.77,-,1.64,2.27,1.47,0.9,0.86,0.81,2.17,1.19,0.53,0.53
13,Currency Exchange Gain (Loss),-0,0,-,0,-0.01,0.01,-,0.02,-0.01,0.01,-,-0,0,-0,-,-0.01,-0.01,-,-
14,Other Non Operating Income (Expenses),1.19,0.07,-0.15,-5.76,-0.14,-0.21,0.16,-17.9,-0.16,-0.31,0.24,-0.81,0.81,-0.11,0.02,-1.61,-0.43,-0.02,-0.02
15,EBT Excluding Unusual Items,36.52,2.54,-1.51,7.81,21.84,10.16,21.09,-5.03,25.46,9.92,18.02,-1.66,36.14,13.91,11.8,6.54,9.7,8.07,8.07
16,Gain (Loss) on Sale of Investments,1.02,-0.22,0.45,-1.04,-0.09,1,-,1.81,4.9,-1.75,-8.2,0.31,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.01,0,-,-0,-0.01,-0,0.02,0,-0.01,-,0.03,0,0,0.01,0,0.11,0.05,0.01,0.01
18,Asset Writedown,-15.32,10.31,-10.31,9.09,-9.09,5.08,-5.08,13.79,-13.78,4.9,-4.91,13.17,-13.8,3.49,-3.49,14.4,4.37,-0,-0
19,Legal Settlements,-0.39,0.39,-,-,-0.47,0.47,-,-,-0.33,0.33,-,-0.06,-0.46,0.46,-,-,-,-,-
20,Other Unusual Items,-1.63,1.15,0.47,0.03,-0.9,0.9,-,0.89,-,-,-,5.2,-,-,-,3.06,1.53,1.16,1.16
21,Pretax Income,20.22,14.18,-10.89,15.88,11.28,17.61,16.03,11.47,16.24,13.4,4.93,16.96,21.88,17.87,8.32,24.11,15.66,9.24,9.24
22,Income Tax Expense,2.12,1.87,-1.72,2.09,0.82,1.88,2.38,0.85,2.42,1.27,0.76,2.22,2.79,2.35,0.96,3.44,2.11,1.14,1.14
23,Earnings From Continuing Operations,18.1,12.31,-9.17,13.79,10.46,15.74,13.65,10.62,13.82,12.14,4.18,14.74,19.09,15.52,7.35,20.67,13.55,8.1,8.1
24,Minority Interest in Earnings,-,-0,-0,0,0,0,0,0,0.01,0.02,0.02,0.01,0,0,0.01,0.06,0.14,0.07,0.07
25,Net Income,18.1,12.31,-9.17,13.79,10.46,15.74,13.65,10.62,13.83,12.16,4.19,14.74,19.09,15.52,7.37,20.73,13.69,8.17,8.17
26,Net Income to Common,18.1,12.31,-9.17,13.79,10.46,15.74,13.65,10.62,13.83,12.16,4.19,14.74,19.09,15.52,7.37,20.73,13.69,8.17,8.17
27,Net Income Growth,73.00%,-21.79%,-,29.83%,-24.34%,29.41%,225.42%,-27.96%,-27.58%,-21.67%,-43.06%,-28.87%,39.47%,90.09%,-9.80%,-,-,-,-
28,Shares Outstanding (Basic),99,99,98,98,98,98,97,97,97,97,97,97,81,73,73,73,73,73,73
29,Shares Outstanding (Diluted),99,99,98,98,98,98,97,97,97,97,97,97,81,73,73,73,73,73,73
30,Shares Change (YoY),0.90%,0.99%,0.97%,1.00%,0.95%,1.05%,-0.09%,-0.15%,20.15%,33.24%,33.40%,33.32%,11.08%,-0.03%,0.04%,-,-,-,-
31,EPS (Basic),0.18,0.12,-0.09,0.14,0.11,0.16,0.14,0.11,0.14,0.13,0.04,0.15,0.24,0.21,0.10,0.28,0.19,0.11,0.11
32,EPS (Diluted),0.18,0.12,-0.09,0.14,0.11,0.16,0.14,0.11,0.14,0.13,0.04,0.15,0.24,0.21,0.10,0.28,0.19,0.11,0.11
33,EPS Growth,71.46%,-22.56%,-,28.54%,-25.06%,28.07%,225.69%,-27.85%,-39.73%,-41.21%,-57.31%,-46.64%,25.56%,90.15%,-9.84%,-,-,-,-
34,Free Cash Flow,1.81,10.04,-33.94,14.15,26.92,19.21,4.49,68.13,6.19,19.8,-0.48,70.05,-2.33,30.64,-14.6,61.91,36.05,-22.88,-22.88
35,Free Cash Flow Per Share,0.02,0.10,-0.35,0.14,0.27,0.20,0.05,0.70,0.06,0.20,-0.00,0.72,-0.03,0.42,-0.20,0.85,0.50,-0.31,-0.31
36,Dividend Per Share,-,-,-,0.073,-,-,-,0.054,-,-,-,0.078,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,33.82%,-,-,-,-30.26%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,51.44%,45.21%,45.82%,47.53%,49.53%,47.75%,50.06%,44.58%,53.51%,45.68%,50.82%,43.96%,54.69%,46.38%,47.02%,44.04%,45.20%,43.47%,43.47%
39,Operating Margin,19.36%,0.56%,-3.29%,11.14%,16.75%,6.84%,16.51%,9.44%,24.37%,7.88%,15.02%,-0.88%,30.42%,11.91%,12.05%,4.70%,8.56%,10.42%,10.42%
40,Profit Margin,11.06%,9.02%,-9.87%,10.45%,9.56%,12.92%,11.87%,8.11%,12.17%,10.83%,3.99%,10.24%,16.79%,13.94%,7.99%,16.10%,13.06%,11.21%,11.21%
41,Free Cash Flow Margin,1.10%,7.36%,-36.53%,10.73%,24.60%,15.77%,3.90%,52.03%,5.45%,17.63%,-0.45%,48.66%,-2.05%,27.51%,-15.84%,48.10%,34.40%,-31.41%,-31.41%
42,EBITDA,32.07,1.21,-2.66,15.09,18.81,8.75,19.46,12.84,28.56,9.44,16.66,-0.4,35.48,14.21,12.01,6.95,9.84,8.52,8.52
43,EBITDA Margin,19.60%,0.89%,-2.86%,11.44%,17.19%,7.18%,16.93%,9.81%,25.13%,8.40%,15.84%,-0.28%,31.21%,12.76%,13.03%,5.40%,9.39%,11.69%,11.69%
44,D&A For EBITDA,0.4,0.45,0.4,0.4,0.48,0.42,0.48,0.48,0.87,0.59,0.87,0.87,0.9,0.94,0.9,0.9,0.87,0.93,0.93
45,EBIT,31.67,0.76,-3.06,14.69,18.33,8.33,18.98,12.36,27.69,8.85,15.79,-1.26,34.58,13.27,11.11,6.05,8.97,7.59,7.59
46,EBIT Margin,19.36%,0.56%,-3.29%,11.14%,16.75%,6.84%,16.51%,9.44%,24.37%,7.88%,15.02%,-0.88%,30.42%,11.91%,12.05%,4.70%,8.56%,10.42%,10.42%
47,Effective Tax Rate,10.50%,13.19%,-,13.18%,7.25%,10.67%,14.85%,7.38%,14.89%,9.45%,15.37%,13.09%,12.76%,13.14%,11.60%,14.26%,13.48%,12.32%,12.32%
48,Revenue as Reported,163.58,136.38,92.92,-,109.43,121.78,114.99,-,113.64,112.29,105.15,143.97,113.69,111.39,92.22,128.71,177.64,72.86,72.86
