,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,66.18,71.9,65.86,74.04,61.78,59.79,56.67,62.8,65.82,57.51,58.96,72.17,49.51,42.52,34.45,43.73,34.83,30.91,30.91
10,Operating Income,12.21,5.37,11.34,10.06,10.08,-1.24,12.46,-3.4,13.04,25.02,16.68,12.43,25.66,24.69,28.9,23.09,25.52,20.76,20.76
11,Interest Expense,-0.23,-0.03,-0.21,-0.07,-0.14,-0.19,-0.02,-0.52,-0.01,-0.19,-0.15,-,-0.21,-0.18,-0.18,-,-,-,-
12,Interest & Investment Income,0.35,0.22,0.46,0.43,0.08,0.97,0.45,0.53,0.71,0.55,0.35,1.11,0.69,0.85,0.68,0.83,0.31,0.37,0.37
13,Currency Exchange Gain (Loss),-0.11,0.11,-,-0.17,0.01,-0.01,-,-0.01,-0.03,0.03,-,-0.07,0.04,-0.04,-,-0.05,-0.01,0,0
14,Other Non Operating Income (Expenses),0.66,-0.88,0.36,1.48,-0.03,0.9,0.46,-1.34,0.16,1.47,-0.04,1.48,-1.59,-0.03,-0.05,-1.33,1.28,-0.06,-0.06
15,EBT Excluding Unusual Items,12.87,4.79,11.95,11.73,10,0.42,13.35,-4.74,13.86,26.88,16.85,14.94,24.58,25.29,29.35,22.55,27.1,21.07,21.07
16,Gain (Loss) on Sale of Investments,0.4,0.51,0.71,-1.04,0.66,0.09,0.29,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-0,-0.03,-,0.06,-0.02,0.19,-,-0,-0.08,-0,-0,0.01,0.02,-0,-0,0.02,0,0.09,0.09
18,Asset Writedown,-3.16,0.29,-0.29,3.03,-3.08,0.71,-0.72,2.69,-2.69,0.22,-0.23,1.28,-1.3,0.5,-0.51,1.48,-1.49,-0,-0
19,Other Unusual Items,0.57,0.42,0.53,3.28,-,-,-,6.51,-,-,-,4.36,-,-,-,4.66,-0.29,0.14,0.14
20,Pretax Income,10.67,5.98,12.9,17.06,7.57,1.41,12.91,4.46,11.09,27.1,16.62,20.59,23.3,25.79,28.84,28.71,25.32,21.31,21.31
21,Income Tax Expense,4.13,0.02,4.09,1.17,3.38,2.12,4.07,3.92,4.08,5.07,4.12,4.69,4.73,4.59,5.79,3.41,6.22,4.9,4.9
22,Earnings From Continuing Operations,6.54,5.96,8.81,15.89,4.19,-0.72,8.84,0.53,7.01,22.03,12.5,15.9,18.58,21.2,23.05,25.29,19.11,16.41,16.41
23,Minority Interest in Earnings,-1.6,-1.36,-1.15,-0.04,-1.26,-1.41,-0.36,-0.08,-0.2,-0.25,-0.04,-,-,-,-,-,-,-,-
24,Net Income,4.94,4.6,7.66,15.85,2.92,-2.13,8.47,0.46,6.81,21.78,12.46,15.9,18.58,21.2,23.05,25.29,19.11,16.41,16.41
25,Net Income to Common,4.94,4.6,7.66,15.85,2.92,-2.13,8.47,0.46,6.81,21.78,12.46,15.9,18.58,21.2,23.05,25.29,19.11,16.41,16.41
26,Net Income Growth,68.96%,-,-9.58%,3376.11%,-57.07%,-,-31.97%,-97.13%,-63.34%,2.75%,-45.96%,-37.13%,-2.78%,29.22%,40.50%,-,-,-,-
27,Shares Outstanding (Basic),163,153,153,164,146,148,169,141,162,156,156,154,130,118,115,117,117,117,117
28,Shares Outstanding (Diluted),163,153,153,164,146,148,169,141,162,156,156,154,130,118,115,117,117,117,117
29,Shares Change (YoY),11.22%,3.63%,-9.58%,16.36%,-9.98%,-4.91%,8.84%,-8.16%,25.33%,32.22%,35.10%,31.46%,11.13%,0.39%,-1.65%,-,-,-,-
30,EPS (Basic),0.03,0.03,0.05,0.10,0.02,-0.01,0.05,0.00,0.04,0.14,0.08,0.10,0.14,0.18,0.20,0.22,0.16,0.14,0.14
31,EPS (Diluted),0.03,0.03,0.05,0.10,0.02,-0.01,0.05,0.00,0.04,0.14,0.08,0.10,0.14,0.18,0.20,0.22,0.16,0.14,0.14
32,EPS Growth,51.90%,-,0%,2887.54%,-52.31%,-,-37.50%,-96.88%,-70.75%,-22.29%,-60.00%,-52.17%,-12.51%,28.72%,42.86%,-,-,-,-
33,Free Cash Flow,-26.03,26.87,-4.76,70.92,-10.11,25.07,3.29,69.77,9.51,49.64,-58.66,66.53,-44.07,-3.43,-31.06,38.11,-64.79,-18.42,-18.42
34,Free Cash Flow Per Share,-0.16,0.18,-0.03,0.43,-0.07,0.17,0.02,0.49,0.06,0.32,-0.38,0.43,-0.34,-0.03,-0.27,0.33,-0.56,-0.16,-0.16
35,Dividend Per Share,-,-,-,0.150,-,-,-,0.250,-,-,-,0.500,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-40.00%,-,-,-,-50.00%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,38.05%,35.66%,36.21%,34.23%,37.37%,32.15%,36.11%,34.88%,36.22%,35.93%,36.21%,34.55%,40.65%,40.20%,38.84%,36.74%,43.21%,41.21%,41.21%
38,Operating Margin,5.93%,2.48%,5.32%,4.10%,5.24%,-0.68%,6.51%,-2.00%,5.99%,10.89%,7.99%,5.08%,13.88%,14.77%,17.72%,12.70%,18.27%,16.56%,16.56%
39,Profit Margin,2.40%,2.12%,3.59%,6.45%,1.52%,-1.17%,4.43%,0.27%,3.13%,9.48%,5.96%,6.49%,10.05%,12.68%,14.13%,13.91%,13.68%,13.09%,13.09%
40,Free Cash Flow Margin,-12.64%,12.40%,-2.23%,28.87%,-5.26%,13.77%,1.72%,40.98%,4.37%,21.61%,-28.08%,27.17%,-23.83%,-2.05%,-19.04%,20.95%,-46.39%,-14.69%,-14.69%
41,EBITDA,19.61,12.53,18.74,17.47,17.2,6.4,19.59,3.73,17.43,31.72,21.08,16.83,29.59,28.68,32.83,27.03,28.12,23.36,23.36
42,EBITDA Margin,9.52%,5.78%,8.79%,7.11%,8.95%,3.51%,10.23%,2.19%,8.01%,13.81%,10.09%,6.87%,16.00%,17.15%,20.13%,14.86%,20.14%,18.63%,18.63%
43,D&A For EBITDA,7.4,7.16,7.4,7.4,7.13,7.64,7.13,7.13,4.4,6.7,4.4,4.4,3.94,3.98,3.94,3.94,2.6,2.6,2.6
44,EBIT,12.21,5.37,11.34,10.06,10.08,-1.24,12.46,-3.4,13.04,25.02,16.68,12.43,25.66,24.69,28.9,23.09,25.52,20.76,20.76
45,EBIT Margin,5.93%,2.48%,5.32%,4.10%,5.24%,-0.68%,6.51%,-2.00%,5.99%,10.89%,7.99%,5.08%,13.88%,14.77%,17.72%,12.70%,18.27%,16.56%,16.56%
46,Effective Tax Rate,38.73%,0.40%,31.71%,6.87%,44.66%,150.86%,31.54%,88.07%,36.79%,18.70%,24.77%,22.78%,20.28%,17.79%,20.08%,11.89%,24.55%,23.00%,23.00%
47,Revenue as Reported,206.02,216.68,213.18,245.67,192.3,182.1,191.4,170.28,217.7,229.67,208.9,244.86,184.91,167.18,163.09,181.87,390.38,-,-
