,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
39,Total Liabilities & Equity,919.99,956.01,969.24,1020,937.74,968.7,983.39,977.62,957.75,984.7,984.15,1027,1036,-,-,723.17,-,568.59,568.59
40,Total Debt,4.26,5.01,25.77,27.74,9.77,6.99,8.43,10.86,50.59,54.49,10.08,12.11,173.42,-,133.85,133.85,39.36,39.36,39.36
41,Net Cash (Debt),183.84,211.16,211.99,252.58,180.6,196.81,210.3,207.63,137.09,129.38,155.03,210.38,183.53,-,52.14,52.14,82.5,82.5,82.5
42,Net Cash Growth,1.80%,7.29%,0.80%,21.65%,31.73%,52.11%,35.66%,-1.31%,-25.30%,-,197.33%,303.50%,122.46%,-,-36.80%,-,-,-,-
43,Net Cash Per Share,1.13,1.38,1.38,1.54,1.24,1.33,1.24,1.47,0.84,0.83,1.00,1.37,1.42,-,0.45,0.45,0.71,0.70,0.70
44,Filing Date Shares Outstanding,151.76,151.43,151.76,156,156,156,156,156,156,156,156,156,156,117.65,115.26,117,116.59,117,117
45,Total Common Shares Outstanding,151.76,151.43,151.76,156,156,156,156,156,156,156,156,156,156,117.65,115.26,117,116.59,117,117
46,Working Capital,137.57,122.07,152.87,157.38,151.31,125.28,158.25,143.59,148.39,138.98,182.97,161.72,357.35,-,-,180.44,-,155.8,155.8
47,Book Value Per Share,4.13,4.11,4.24,4.31,4.21,4.19,4.45,4.40,4.39,4.35,4.71,4.63,4.53,-,3.75,3.75,3.37,3.37,3.37
48,Tangible Book Value,562.98,556.7,577.33,604.66,584.9,581.97,626.22,616.89,609.93,601.41,658.73,644.51,626.47,-,355.34,355.34,307.17,307.17,307.17
49,Tangible Book Value Per Share,3.71,3.68,3.80,3.88,3.75,3.73,4.01,3.95,3.91,3.86,4.22,4.13,4.02,-,3.04,3.04,2.63,2.63,2.63
50,Buildings,-,392.87,-,392.87,-,395.34,-,395.27,-,396.04,-,379.16,-,-,-,87.68,-,-,-
51,Machinery,-,89.83,-,88.67,-,88.99,-,86.25,-,84.84,-,53.99,-,-,-,35.33,-,-,-
52,Construction In Progress,-,1.17,-,1.45,-,3.06,-,3.35,-,12.72,-,61.35,-,-,-,188.9,-,-,-
