,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Other Current Liabilities,131.62,173.2,149.18,158.21,192.47,195,196.83,234.63,383.91,250.71,252.27,355.99,-,225.46,-,297.42,291.84,327.48,327.48
28,Total Current Liabilities,497.16,514.86,523.56,614.15,547.21,529.91,509.42,676.73,662.31,484.58,497.44,669.02,-,438.17,-,558.01,546.22,509.4,509.4
29,Long-Term Debt,22.47,9.47,9.47,9.47,9.52,9.52,9.56,9.56,-,-,-,-,-,-,-,-,-,-,-
30,Long-Term Leases,27.9,26.26,30.39,29.53,33.4,12.79,15.79,13.74,12.66,10.93,11.18,12.69,-,15.51,-,19.91,-,-,-
31,Long-Term Unearned Revenue,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,Other Long-Term Liabilities,1.25,1.25,1.25,1.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Total Liabilities,549.77,552.83,565.66,655.4,590.13,552.22,534.77,700.03,674.97,495.51,508.62,681.71,-,453.68,-,577.92,546.22,509.4,509.4
34,Common Stock,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,206.4,-,206.4,-,206.4,206.4,206.4,206.4
35,Additional Paid-In Capital,891.06,891.06,891.06,891.06,891.06,933.28,933.28,938.28,933.28,933.28,933.28,340.14,-,340.14,-,340.14,340.14,340.09,340.09
36,Retained Earnings,291.9,297.66,306.29,299.32,299.4,289.88,309.15,300.59,280.72,268.9,281.08,272.22,-,217.48,-,221.89,221.89,159.9,159.9
37,Comprehensive Income & Other,-1.75,-1.75,-1.75,-1.75,-0.93,-0.93,-0.92,-0.92,-0.9,-0.9,-0.9,-0.9,-,-0.9,-,-0.9,-0.9,-0.9,-0.9
38,Total Common Equity,1456,1462,1471,1464,1465,1497,1517,1513,1488,1476,1489,817.86,-,763.13,767.53,767.53,767.53,705.5,705.5
39,Minority Interest,54.03,55.19,56.72,56.55,61.26,61.09,59.98,58.34,62.58,56.6,54.61,52.92,-,44.19,-,43.8,43.8,41.59,41.59
40,Shareholders' Equity,1510,1517,1528,1520,1526,1559,1577,1571,1551,1533,1543,870.79,-,807.32,811.33,811.33,811.33,747.09,747.09
41,Total Liabilities & Equity,2060,2070,2093,2176,2116,2111,2111,2272,2226,2029,2052,1552,-,1261,-,1389,1358,1256,1256
42,Total Debt,130.91,119.42,119.49,115.7,115.95,85.35,82.72,69.85,46.14,40.32,61.83,65.04,-,53.58,42.67,42.67,10.85,5.01,5.01
43,Net Cash (Debt),1077,1094,1129,1203,1067,1130,1151,1275,1326,1147,1189,707.14,-,517.21,697.09,697.09,728.91,675.81,675.81
44,Net Cash Growth,0.92%,-3.15%,-1.91%,-5.66%,-19.52%,-1.47%,-3.18%,80.29%,-,121.70%,70.56%,1.44%,-,-23.47%,3.15%,-,-,-,-
45,Net Cash Per Share,3.84,3.99,4.09,4.38,3.88,4.10,4.19,4.63,4.82,4.18,4.71,3.43,-,2.50,3.38,3.38,3.53,3.27,3.27
46,Filing Date Shares Outstanding,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,206.44,206.4,206.21,206.4,206.4,206.4,206.4
47,Total Common Shares Outstanding,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,275.2,206.4,206.44,206.4,206.21,206.4,206.4,206.4,206.4
48,Working Capital,1315,1312,1333,1320,1352,1379,1401,1385,1375,1355,1360,684.46,-,635.75,-,631.05,643.45,576.41,576.41
49,Book Value Per Share,5.29,5.31,5.34,5.32,5.32,5.44,5.51,5.50,5.41,5.37,5.41,3.96,-,3.70,3.72,3.72,3.72,3.42,3.42
50,Tangible Book Value,1427,1432,1440,1431,1444,1476,1495,1491,1466,1454,1467,796.01,-,742.54,746.57,746.57,746.57,684,684
51,Tangible Book Value Per Share,5.19,5.20,5.23,5.20,5.25,5.36,5.43,5.42,5.33,5.28,5.33,3.86,-,3.60,3.62,3.62,3.62,3.31,3.31
52,Buildings,-,89.62,-,89.62,-,88.12,-,88.12,-,87.79,-,87.63,-,75.01,-,58.06,58.06,58.02,58.02
53,Machinery,-,139.05,-,138.48,-,137.9,-,137.83,-,135.35,-,135,-,129.7,-,129.81,129.81,125.66,125.66
54,Construction In Progress,-,12.46,-,0.7,-,-,-,-,-,0.38,-,1.36,-,2,-,18.33,18.33,15.67,15.67
