,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
12,Interest & Investment Income,3.18,4.51,4.43,5.75,6.26,6.5,4.57,6.12,7.61,12.93,3.26,14.28,1.81,3.89,6.63,0.97,0.84,0.59,0.34,0.25
13,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-0,-,-,-,0.01,-0.01,0.01,-,-0,0,-0,-,-0
14,Other Non Operating Income (Expenses),0.35,-0.26,1.38,-0.53,-0.37,0.43,0.7,-2.12,2.26,1.01,1.19,-0.35,-2.16,3.49,-1.01,-0.57,0.01,-0.09,0.5,-0.14
15,EBT Excluding Unusual Items,60.94,53.88,58.3,38.24,62.68,52.86,46.84,25.61,60.83,37.54,18.97,7.45,43.12,32.2,46.81,14.36,49.44,40.37,33.96,21.51
16,Gain (Loss) on Sale of Assets,-,-0,-0.2,-,-,-,-,-,-,-0.08,0.04,-0.17,-0.05,-0.22,-0.25,-0,-0.03,-0.01,-0.09,-
17,Asset Writedown,-0.16,0.62,-0.62,0.36,-0.36,0.09,-0.09,0.18,-0.24,0.07,-0.07,0.18,-0.18,-0.26,0.26,1.71,-1.65,-,-,0.16
18,Other Unusual Items,-3.49,2.04,1.45,-0.94,-4.19,4.19,-,-,-15.91,15.91,-,6.01,-,-,-,9.46,-,-,-,2.97
19,Pretax Income,57.29,56.54,58.94,37.66,58.14,57.14,46.75,25.79,44.68,53.45,18.94,13.46,42.89,31.72,46.83,25.54,47.76,40.36,33.88,24.64
20,Income Tax Expense,8.42,7.16,8.07,5.29,7.77,6.68,7.66,2.09,5.54,7.17,2.19,1.43,5.52,3.18,6.3,3.48,6.31,4.56,5.23,3.31
21,Earnings From Continuing Operations,48.87,49.37,50.87,32.37,50.37,50.46,39.09,23.7,39.15,46.28,16.74,12.03,37.38,28.54,40.52,22.06,41.44,35.8,28.64,21.33
22,Minority Interest in Earnings,-,-,-,-,-,-,-,-0.01,0.04,0.05,0.07,0.06,0.04,0.08,-0.06,0.08,-0.09,-0.11,0.15,-0.09
23,Net Income,48.87,49.37,50.87,32.37,50.37,50.46,39.09,23.69,39.19,46.33,16.81,12.09,37.41,28.62,40.46,22.14,41.35,35.69,28.79,21.24
24,Net Income to Common,48.87,49.37,50.87,32.37,50.37,50.46,39.09,23.69,39.19,46.33,16.81,12.09,37.41,28.62,40.46,22.14,41.35,35.69,28.79,21.24
25,Net Income Growth,-2.97%,-2.16%,30.12%,36.62%,28.51%,8.93%,132.55%,95.98%,4.75%,61.86%,-58.46%,-45.39%,-9.53%,-19.81%,40.56%,4.23%,-,-,-,-
26,Shares Outstanding (Basic),147,145,146,147,147,145,146,145,147,148,144,142,148,145,148,121,110,108,111,111
27,Shares Outstanding (Diluted),147,145,146,147,147,145,146,145,147,148,144,142,148,145,148,121,110,108,111,111
28,Shares Change (YoY),0.03%,0.01%,-0.02%,1.60%,0.42%,-2.48%,1.12%,1.97%,-0.63%,2.45%,-2.21%,16.81%,34.54%,33.53%,33.53%,9.80%,-,-,-,-
29,EPS (Basic),0.33,0.34,0.35,0.22,0.34,0.35,0.27,0.16,0.27,0.31,0.12,0.09,0.25,0.20,0.27,0.18,0.38,0.33,0.26,0.19
30,EPS (Diluted),0.33,0.34,0.35,0.22,0.34,0.35,0.27,0.16,0.27,0.31,0.12,0.09,0.25,0.20,0.27,0.18,0.38,0.33,0.26,0.19
31,EPS Growth,-3.00%,-2.16%,30.15%,34.47%,27.97%,11.70%,129.98%,92.19%,5.41%,58.00%,-57.52%,-53.25%,-32.75%,-39.95%,5.26%,-5.07%,-,-,-,-
32,Free Cash Flow,35.55,3.5,-5.98,-9.88,38.83,21.59,-81.78,18.16,53.8,45.47,-57.92,-4.87,-19.11,-94.44,2.23,-45.04,39.94,45.74,33.16,50.13
33,Free Cash Flow Per Share,0.24,0.02,-0.04,-0.07,0.26,0.15,-0.56,0.13,0.37,0.31,-0.40,-0.03,-0.13,-0.65,0.02,-0.37,0.36,0.42,0.30,0.45
34,Dividend Per Share,-,0.200,-,0.685,-,-,-,0.685,-,-,-,0.343,-,-,-,0.343,-,-,-,-
35,Dividend Growth,-,-,-,0%,-,-,-,99.97%,-,-,-,0%,-,-,-,-,-,-,-,-
36,Gross Margin,41.21%,42.69%,44.50%,39.26%,43.51%,40.71%,40.09%,32.50%,37.89%,37.06%,38.03%,30.40%,42.99%,38.26%,42.40%,42.43%,42.46%,37.84%,41.79%,37.92%
37,Operating Margin,19.09%,18.81%,19.43%,12.70%,20.69%,19.48%,18.81%,9.86%,21.43%,11.11%,7.55%,-3.25%,20.53%,13.52%,19.90%,7.78%,24.64%,21.73%,20.38%,12.95%
38,Profit Margin,16.25%,18.71%,18.56%,12.45%,18.35%,21.32%,17.52%,10.42%,16.48%,21.27%,8.46%,6.06%,17.47%,15.42%,19.55%,12.34%,20.91%,19.26%,17.54%,12.75%
39,Free Cash Flow Margin,11.82%,1.33%,-2.18%,-3.80%,14.15%,9.12%,-36.64%,7.99%,22.63%,20.88%,-29.14%,-2.44%,-8.92%,-50.88%,1.08%,-25.10%,20.19%,24.68%,20.20%,30.10%
40,EBITDA,66.83,59.9,62.66,42.43,65.22,55.34,50.41,30.83,57.99,31.59,22.04,0.55,50.4,31.96,47.61,20.39,54.81,46.55,39.53,27.64
41,EBITDA Margin,22.22%,22.70%,22.87%,16.32%,23.76%,23.39%,22.59%,13.57%,24.39%,14.50%,11.09%,0.27%,23.53%,17.22%,23.00%,11.36%,27.71%,25.12%,24.08%,16.60%
42,D&A For EBITDA,9.42,10.26,9.42,9.42,8.42,9.25,8.42,8.42,7.03,7.38,7.03,7.03,6.42,6.86,6.42,6.42,6.08,6.28,6.08,6.08
43,EBIT,57.41,49.63,53.24,33.01,56.79,46.09,41.98,22.41,50.96,24.2,15.01,-6.49,43.97,25.1,41.19,13.97,48.73,40.27,33.45,21.57
44,EBIT Margin,19.09%,18.81%,19.43%,12.70%,20.69%,19.48%,18.81%,9.86%,21.43%,11.11%,7.55%,-3.25%,20.53%,13.52%,19.90%,7.78%,24.64%,21.73%,20.38%,12.95%
45,Effective Tax Rate,14.69%,12.67%,13.69%,14.05%,13.37%,11.68%,16.38%,8.10%,12.39%,13.41%,11.58%,10.66%,12.86%,10.01%,13.46%,13.61%,13.22%,11.30%,15.45%,13.42%
46,Revenue as Reported,300.75,263.87,274,259.96,274.48,236.64,223.17,227.29,237.77,217.81,198.79,199.43,214.22,185.61,206.98,179.42,197.79,185.33,164.13,166.53
