,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
19,Accrued Expenses,43.74,158.23,41.93,145.45,21.3,80.12,19.1,101.89,33.15,118.84,29.07,91.62,41.78,82.22,32.58,129.16,68.43,34.49,-,67.77
20,Current Portion of Leases,25.65,28.62,35.97,40.91,44.85,45.71,47.46,50.58,29.5,28.08,29.1,32.17,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,115.91,105.31,204.34,87.66,135.81,74.64,119.26,61.31,55.05,53.54,73.45,45.2,47.05,23.43,45.44,27.13,48.67,47.01,-,68.5
22,Current Unearned Revenue,361.86,240.52,431.21,613.46,248.65,297.01,241,235.7,429.76,212.28,225.39,132.38,234.43,394.4,304.86,122.47,27.92,54.68,-,-
23,Other Current Liabilities,4125,4014,4493,4430,4525,4472,4348,3718,4424,4217,4260,3679,5088,3969,4883,3351,5698,4273,-,3423
24,Total Current Liabilities,4743,4712,5468,5413,5103,5057,4949,4355,5090,4734,4763,4157,5505,4576,5389,3748,5932,4505,-,3683
25,Long-Term Leases,192.16,195.3,179.01,176.49,200.29,196.58,209.18,210.14,222.39,222.93,225.94,225.21,41.58,42.17,43.63,-,-,-,-,-
26,Long-Term Deferred Tax Liabilities,45.32,49.14,46.12,49.99,54.12,57.51,60.46,63.11,0.28,-,-,-,14.93,8.06,38.81,1.29,-,0.27,-,-
27,Total Liabilities,4981,4957,5693,5639,5357,5311,5219,4628,5313,4957,4989,4382,5561,4626,5472,3749,5932,4505,-,3683
28,Common Stock,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1500,1500,1500,-,1500
29,Additional Paid-In Capital,2397,2393,2397,2393,2397,2397,2397,2393,2397,2397,2397,2393,2397,2397,2397,1746,1746,1746,-,1746
30,Retained Earnings,3305,3153,3675,3312,3079,2876,3142,2842,2690,2515,2731,2479,2243,2087,2160,1954,1783,1593,-,1454
31,Comprehensive Income & Other,-5,-1.54,-5,-1.54,-0.36,-0.36,-0.36,3.14,0,0.12,-0.06,3.51,-,-,-,-,-,-,-,-
32,Total Common Equity,7376,7225,7747,7384,7156,6952,7218,6918,6767,6592,6808,6556,6320,6164,6237,5199,5029,4839,4699,4699
33,Minority Interest,93.25,91.07,89.17,87.68,87.49,86.76,85.01,83.93,84.29,85.62,83.65,82.19,82.8,82.49,81.98,78.85,78.68,49.3,-,48.16
34,Shareholders' Equity,7470,7316,7836,7471,7243,7039,7303,7002,6851,6678,6891,6638,6403,6246,6319,5278,5107,4888,4747,4747
35,Total Liabilities & Equity,12450,12273,13529,13110,12600,12350,12522,11630,12164,11635,11881,11020,11964,10872,11790,9027,11039,9393,-,8431
36,Total Debt,217.81,223.92,214.97,217.39,245.14,242.29,256.64,260.72,251.89,251.02,255.04,257.39,41.58,42.17,43.63,-,-,-,-,-
37,Net Cash (Debt),5430,5312,6944,5816,3156,2488,3627,5010,3734,3205,3831,4368,4961,5061,4672,3420,3440,3702,2990,2990
38,Net Cash Growth,72.05%,113.51%,91.47%,16.08%,-15.47%,-22.38%,-5.33%,14.70%,-24.73%,-36.67%,-17.99%,27.74%,44.22%,36.70%,56.22%,14.35%,-,-,-,-
39,Net Cash Per Share,3.22,3.05,4.21,3.50,1.86,1.47,2.18,2.99,2.33,1.89,2.28,2.58,2.90,3.10,2.94,2.18,2.48,2.34,1.96,2.09
40,Filing Date Shares Outstanding,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1500,1680,1523,1500
41,Total Common Shares Outstanding,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1680,1500,1500,1500,1523,1500
42,Working Capital,6909,6788,7353,6995,6716,6514,6815,6634,6540,6337,6552,6308,6147,5990,6069,5008,4807,4588,-,4465
43,Book Value Per Share,4.39,4.30,4.61,4.39,4.26,4.14,4.30,4.12,4.03,3.92,4.05,3.90,3.76,3.67,3.71,3.47,3.35,3.23,3.13,3.13
44,Tangible Book Value,7359,7208,7730,7366,7140,6935,7200,6899,6748,6573,6788,6536,6300,6143,6217,5179,5008,4825,4686,4686
45,Tangible Book Value Per Share,4.38,4.29,4.60,4.38,4.25,4.13,4.29,4.11,4.02,3.91,4.04,3.89,3.75,3.66,3.70,3.45,3.34,3.22,3.12,3.12
46,Buildings,-,77.16,-,77.16,-,78.33,-,78.37,-,78.4,-,78.52,-,62.13,-,62.13,62.13,62.13,-,62.13
47,Machinery,-,80.74,-,78.91,-,80.95,-,79.48,-,77.43,-,75.37,-,72.49,-,72.51,71.77,59.88,-,57.49
48,Construction In Progress,-,-,-,-,-,-,-,-,-,-,-,1.38,-,1.22,-,-,-,-,-,-
