,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
26,Net Income Growth,18.68%,12.93%,26.19%,-24.22%,-18.75%,12.84%,-37.34%,-25.47%,-27.91%,-46.61%,-42.06%,-32.87%,-31.59%,-34.59%,68.04%,-,-,-,-
27,Shares Outstanding (Basic),144,141,145,145,137,136,139,159,128,132,128,136,135,137,102,103,102,102,103
28,Shares Outstanding (Diluted),144,141,145,145,168,136,139,159,128,132,128,136,135,137,102,103,102,102,103
29,Shares Change (YoY),-14.60%,3.21%,4.24%,-8.53%,31.30%,3.65%,8.37%,16.61%,-5.06%,-4.06%,25.95%,32.33%,32.79%,34.99%,-0.87%,-,-,-,-
30,EPS (Basic),0.18,0.23,0.23,0.17,0.16,0.21,0.19,0.21,0.21,0.19,0.33,0.32,0.28,0.35,0.71,0.64,0.54,0.72,0.42
31,EPS (Diluted),0.18,0.23,0.23,0.17,0.13,0.21,0.19,0.21,0.21,0.19,0.33,0.32,0.28,0.35,0.71,0.64,0.54,0.72,0.42
32,EPS Growth,38.97%,9.42%,21.05%,-17.15%,-38.12%,8.87%,-42.18%,-36.08%,-24.07%,-44.35%,-54.00%,-49.27%,-48.48%,-51.55%,69.51%,-,-,-,-
33,Free Cash Flow,14.7,-2.27,21.24,54.56,38.32,67.66,-11.42,50.18,39.76,69.18,-101.04,-305.98,50.42,66.67,-67.38,73.36,26.8,46.86,4.36
34,Free Cash Flow Per Share,0.10,-0.02,0.15,0.38,0.23,0.50,-0.08,0.32,0.31,0.53,-0.79,-2.25,0.37,0.49,-0.66,0.71,0.26,0.46,0.04
35,Dividend Per Share,-,0.350,-,0.400,-,-,-,0.350,-,-,-,0.429,-,-,-,0.214,-,-,-
36,Dividend Growth,-,-,-,14.29%,-,-,-,-18.34%,-,-,-,100.00%,-,-,-,-,-,-,-
37,Gross Margin,26.95%,27.05%,27.38%,24.47%,22.21%,22.67%,26.01%,22.54%,24.00%,22.46%,27.10%,30.99%,29.57%,33.01%,36.30%,36.87%,39.85%,40.45%,40.87%
38,Operating Margin,15.06%,14.36%,18.08%,11.41%,12.87%,12.57%,13.94%,8.23%,12.31%,12.72%,15.90%,18.37%,20.88%,23.78%,29.01%,27.40%,32.33%,33.71%,32.90%
39,Profit Margin,12.46%,13.18%,14.81%,10.73%,12.51%,14.53%,12.97%,13.36%,12.73%,15.55%,15.21%,19.20%,23.36%,20.79%,25.13%,23.69%,28.75%,29.60%,27.76%
40,Free Cash Flow Margin,7.08%,-0.93%,9.43%,23.66%,21.98%,34.26%,-5.60%,20.53%,18.85%,42.31%,-36.41%,-134.07%,31.62%,29.11%,-23.25%,26.62%,14.15%,19.05%,2.79%
41,EBITDA,46.22,52.16,55.66,41.25,35.74,38.73,41.73,33.42,31.74,34.13,49.89,47.69,37.79,59.46,88.56,80.01,65.22,87.17,55.37
42,EBITDA Margin,22.25%,21.23%,24.71%,17.89%,20.50%,19.61%,20.46%,13.67%,15.05%,20.87%,17.98%,20.90%,23.70%,25.96%,30.56%,29.03%,34.44%,35.44%,35.46%
43,D&A For EBITDA,14.93,16.87,14.93,14.93,13.31,13.9,13.31,13.31,5.77,13.32,5.77,5.77,4.48,5,4.48,4.48,4,4.27,4
44,EBIT,31.29,35.29,40.72,26.32,22.43,24.83,28.43,20.12,25.97,20.8,44.12,41.92,33.3,54.46,84.08,75.52,61.22,82.9,51.37
45,EBIT Margin,15.06%,14.36%,18.08%,11.41%,12.87%,12.57%,13.94%,8.23%,12.31%,12.72%,15.90%,18.37%,20.88%,23.78%,29.01%,27.40%,32.33%,33.71%,32.90%
46,Effective Tax Rate,12.52%,12.21%,13.08%,6.70%,15.84%,12.12%,11.90%,7.55%,16.10%,10.92%,13.53%,16.01%,5.35%,15.41%,15.24%,14.55%,13.77%,14.46%,14.59%
47,Revenue as Reported,207.73,245.69,225.26,230.59,174.32,197.47,203.93,244.45,210.9,163.51,277.5,228.22,159.45,229.03,289.8,275.6,189.38,245.94,156.16
