,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
22,Current Unearned Revenue,3.36,4.45,4.9,4.87,5.81,4.17,2.76,1.59,3.1,3.31,1.18,0.66,0.47,0.63,1.13,4.43,-,-,-
23,Other Current Liabilities,3.17,2.64,1.73,74.37,133.41,6.07,3.5,3.91,1.48,5.25,1.88,0.49,0.33,10.1,18.12,0.76,-,-,-
24,Total Current Liabilities,141.2,148.57,175.02,304.68,336.28,138.93,159.86,164.56,157.68,166.87,229.97,243.19,150.59,246.27,299.08,296.06,-,-,-
25,Long-Term Unearned Revenue,24.09,24.88,26.1,27.24,27.34,22.94,24.05,19.91,20.84,8.55,9.15,9.75,10.28,9.57,10.18,10.61,-,-,-
26,Long-Term Deferred Tax Liabilities,23.44,23.32,24.02,24.16,23.02,19.08,18.51,18.8,11.66,13.21,12.42,12.85,3.79,4.8,4.42,4.5,-,-,-
27,Other Long-Term Liabilities,3.34,4.33,4.06,4.08,3.33,2.75,3.79,3.45,3.12,2.85,2.45,2.16,1.02,1.02,1.02,1.02,-,-,-
28,Total Liabilities,192.06,201.1,229.2,360.16,389.97,183.7,206.2,206.73,193.3,191.47,253.99,267.96,165.69,261.66,314.71,312.2,-,-,-
29,Common Stock,144.09,144.09,144.09,144.09,144.09,136.27,136.27,136.27,136.27,136.27,97.33,97.33,97.33,97.33,97.33,73,-,-,-
30,Additional Paid-In Capital,1235,1235,1235,1235,1235,1038,1038,1038,1038,1038,1076,1076,1076,1076,1076,205.81,-,-,-
31,Retained Earnings,715.35,739.89,765.13,731.76,707.01,685.2,704.21,677.77,645.11,618.26,651.24,609.04,565.22,527.98,509.57,436.73,-,-,-
32,Comprehensive Income & Other,-0.24,-0.99,-1,-1,-1,-1,-1,-1,-0.89,-0.89,-0.89,-0.89,-0.69,-0.69,-0.69,-0.69,-,-,-
33,Total Common Equity,2094,2118,2144,2110,2085,1858,1877,1851,1818,1791,1824,1782,1738,1701,1683,714.84,-,-,538.08
34,Minority Interest,60.51,58.58,55.79,53.77,50.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Shareholders' Equity,2155,2177,2199,2164,2136,1858,1877,1851,1818,1791,1824,1782,1738,1701,1683,714.84,-,-,538.08
36,Total Liabilities & Equity,2347,2378,2429,2524,2526,2042,2083,2057,2011,1983,2078,2050,1904,1963,1997,1027,-,-,-
37,Total Debt,-,-,0.01,9.01,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1
38,Net Cash (Debt),760.36,790.16,850.4,899.74,911.3,855.55,833.4,844.38,789.31,755.64,738.08,839.79,1159,1112,1088,242.46,-,-,142.54
39,Net Cash Growth,-16.56%,-7.64%,2.04%,6.56%,15.46%,13.22%,12.91%,0.55%,-31.87%,-32.04%,-32.16%,246.36%,-,-,663.24%,-,-,-,-
40,Net Cash Per Share,5.29,5.61,5.86,6.20,5.42,6.27,5.99,5.33,6.16,5.74,5.75,6.18,8.58,8.10,10.67,2.36,-,-,1.39
41,Filing Date Shares Outstanding,144.09,144.09,144.09,144.09,144.09,136.27,136.27,136.27,136.27,136.27,136.27,136.27,136.27,136.27,136.27,102.2,101.65,101.66,102.86
42,Total Common Shares Outstanding,144.09,144.09,144.09,144.09,144.09,136.27,136.27,136.27,136.27,136.27,136.27,136.27,136.27,136.27,136.27,102.2,101.65,101.66,102.86
43,Working Capital,1229,1256,1268,1228,1195,1239,1258,1231,1194,1152,1166,1135,1397,1388,1386,452.5,-,-,-
44,Book Value Per Share,14.54,14.70,14.88,14.64,14.47,13.63,13.77,13.58,13.34,13.14,13.39,13.08,12.76,12.48,12.35,6.99,-,-,5.26
45,Tangible Book Value,1762,1788,1810,1776,1748,1787,1805,1786,1706,1679,1710,1668,1685,1647,1629,660.56,-,-,482.88
46,Tangible Book Value Per Share,12.23,12.41,12.56,12.32,12.13,13.11,13.25,13.11,12.52,12.32,12.55,12.24,12.37,12.09,11.95,6.46,-,-,4.72
47,Buildings,-,215.71,-,214.33,-,190.02,-,189.77,-,285.72,-,285.43,-,63.73,-,63.73,-,-,-
48,Machinery,-,427.53,-,422.31,-,370.5,-,354.48,-,332.08,-,300.24,-,202.55,-,175.32,-,-,-
49,Construction In Progress,-,50.15,-,41.43,-,31.03,-,23.3,-,39.85,-,56.53,-,111.1,-,80.39,-,-,-
