,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Other Unusual Items,-21.54,21.6,-0.05,28.94,-,-,-,89.08,-,-,-,77.21,-,-,-,54.52,-,-,15.53
20,Pretax Income,-75.6,-85.46,-76.21,-103.05,159.24,203.17,222,183.06,314.25,295.58,268.49,114.07,93.68,158.95,197.44,77.09,398.43,264.23,83.4
21,Income Tax Expense,7.18,7.11,2.47,-39.37,36.42,46.99,58.11,48.4,57.84,68.68,64.18,32.13,12.22,41.44,45.96,12.62,103.88,60.9,16.77
22,Earnings From Continuing Operations,-82.78,-92.57,-78.68,-63.68,122.82,156.18,163.89,134.66,256.41,226.9,204.31,81.94,81.47,117.52,151.48,64.47,294.56,203.32,66.63
23,Minority Interest in Earnings,0.33,0.44,0.18,0.63,0.55,0.43,0.31,0.7,0.5,0.18,0.04,-,-,-,-,-,-,-,-
24,Net Income,-82.45,-92.13,-78.5,-63.05,123.37,156.61,164.2,135.36,256.91,227.08,204.35,81.94,81.47,117.52,151.48,64.47,294.56,203.32,66.63
25,Net Income to Common,-82.45,-92.13,-78.5,-63.05,123.37,156.61,164.2,135.36,256.91,227.08,204.35,81.94,81.47,117.52,151.48,64.47,294.56,203.32,66.63
26,Net Income Growth,-,-,-,-,-51.98%,-31.04%,-19.65%,65.19%,215.36%,93.24%,34.90%,27.10%,-72.34%,-42.20%,127.35%,-,-,-,-
27,Shares Outstanding (Basic),1478,1481,1478,1479,1481,1479,1479,1479,1479,1479,1480,1406,1211,1300,1262,1208,1319,1271,1110
28,Shares Outstanding (Diluted),1478,1481,1478,1479,1481,1479,1479,1479,1479,1479,1480,1406,1211,1300,1262,1208,1319,1271,1110
29,Shares Change (YoY),-0.21%,0.17%,-0.06%,0.00%,0.12%,-0.03%,-0.03%,5.22%,22.17%,13.84%,17.22%,16.35%,-8.18%,2.27%,13.67%,-,-,-,-
30,EPS (Basic),-0.06,-0.06,-0.05,-0.04,0.08,0.11,0.11,0.09,0.17,0.15,0.14,0.06,0.07,0.09,0.12,0.05,0.22,0.16,0.06
31,EPS (Diluted),-0.06,-0.06,-0.05,-0.04,0.08,0.11,0.11,0.09,0.17,0.15,0.14,0.06,0.07,0.09,0.12,0.05,0.22,0.16,0.06
32,EPS Growth,-,-,-,-,-52.04%,-31.01%,-19.62%,57.00%,158.14%,69.75%,15.08%,9.23%,-69.88%,-43.48%,100.00%,-,-,-,-
33,Free Cash Flow,1181,779.49,-1300,-704.28,780.87,256.31,-651.29,583.53,-13.78,828.76,-744.39,917,-320.76,-194.1,-270.82,266.88,83.13,254.65,-134.18
34,Free Cash Flow Per Share,0.80,0.53,-0.88,-0.48,0.53,0.17,-0.44,0.39,-0.01,0.56,-0.50,0.65,-0.26,-0.15,-0.21,0.22,0.06,0.20,-0.12
35,Dividend Per Share,-,-,-,0.039,-,-,-,0.083,-,-,-,0.049,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-52.79%,-,-,-,68.60%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,0.30%,-1.08%,-0.77%,0.84%,4.69%,5.10%,6.36%,4.67%,6.84%,7.09%,9.05%,3.83%,4.67%,6.84%,8.16%,-2.67%,13.59%,11.59%,8.01%
38,Operating Margin,-0.86%,-3.11%,-3.01%,-1.78%,2.73%,3.56%,4.66%,1.82%,4.99%,5.46%,7.27%,0.88%,2.64%,5.28%,6.96%,1.06%,10.81%,7.27%,2.83%
39,Profit Margin,-1.56%,-1.93%,-2.17%,-1.77%,2.67%,3.40%,3.70%,3.13%,5.20%,4.98%,5.83%,2.06%,2.45%,3.82%,5.36%,2.39%,8.01%,5.63%,2.78%
40,Free Cash Flow Margin,22.39%,16.30%,-35.89%,-19.80%,16.87%,5.57%,-14.69%,13.51%,-0.28%,18.19%,-21.23%,23.06%,-9.63%,-6.31%,-9.58%,9.91%,2.26%,7.05%,-5.60%
41,EBITDA,-2.6,-105.3,-66.04,-20.35,168.42,207.45,248.41,120.7,277.07,290.66,285.28,65.16,91.64,166.4,227.27,59.35,400.98,266.11,100.32
42,EBITDA Margin,-0.05%,-2.20%,-1.82%,-0.57%,3.64%,4.50%,5.60%,2.79%,5.60%,6.38%,8.14%,1.64%,2.75%,5.41%,8.04%,2.20%,10.90%,7.37%,4.19%
43,D&A For EBITDA,42.97,43.17,42.97,42.97,41.9,43.6,41.9,41.9,30.31,41.65,30.31,30.31,3.81,3.81,30.68,30.68,3.42,3.42,32.46
44,EBIT,-45.57,-148.47,-109.01,-63.32,126.53,163.85,206.51,78.8,246.77,249.01,254.97,34.85,87.83,162.6,196.59,28.67,397.56,262.69,67.86
45,EBIT Margin,-0.86%,-3.10%,-3.01%,-1.78%,2.73%,3.56%,4.66%,1.82%,4.99%,5.46%,7.27%,0.88%,2.64%,5.28%,6.96%,1.06%,10.81%,7.27%,2.83%
46,Effective Tax Rate,-,-,-,-,22.87%,23.13%,26.17%,26.44%,18.41%,23.23%,23.90%,28.16%,13.04%,26.07%,23.28%,16.37%,26.07%,23.05%,20.11%
47,Revenue as Reported,5276,4781,3623,3557,4628,4605,4435,4319,4945,4557,3506,3977,3329,3078,2826,-,3678,3612,2396
48,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0
