,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Total Current Liabilities,120.7,88.63,89.83,95.95,85.74,84.04,76.27,99.87,120.8,142.95,123.58,106.56,101.38,-,-,52.06,-,22.99,22.99
24,Long-Term Debt,16.63,18.62,20.62,22.61,23.94,26.6,26.6,16.6,16.6,10,-,-,-,-,-,-,-,-,-
25,Long-Term Leases,4.96,5.26,5.75,5.61,-,-,0.41,0.41,0.66,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,2.42,2.34,2.56,2.77,3.01,3.22,3.43,3.64,3.51,3.7,3.9,4.1,4.31,-,-,4.46,-,3.1,3.1
27,Total Liabilities,144.71,114.86,118.75,126.94,112.7,113.86,106.71,120.52,141.57,156.65,127.48,110.65,105.69,-,-,56.52,-,26.09,26.09
28,Common Stock,231.15,231.15,231.15,231.15,231.15,231.15,231.15,121.66,121.66,121.66,121.66,121.66,121.66,-,-,91.23,-,91.23,91.23
29,Additional Paid-In Capital,178.96,176.87,175.23,175.23,175.83,175.63,174.66,283.96,283.06,282.86,282.65,282.45,282.05,-,-,107.63,-,107.2,107.2
30,Retained Earnings,180.04,165.83,179.45,165.31,152.52,147.82,145.06,166.82,145.92,130.87,145.32,131.2,119.13,-,-,80.61,-,42.26,42.26
31,Treasury Stock,-17.54,-17.54,-15.57,-0.57,-1.14,-1.14,-1.14,-1.14,-,-,-,-,-,-,-,-,-,-,-
32,Comprehensive Income & Other,-0.01,-0,-0.01,-0.01,0.01,0.01,-0.01,-,0.02,-0,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,572.6,556.3,570.26,571.12,558.38,553.47,549.74,571.3,550.66,535.39,549.64,535.32,522.84,-,279.47,279.47,-,240.7,240.7
34,Total Liabilities & Equity,717.31,671.16,689.02,698.06,671.07,667.33,656.45,691.82,692.23,692.04,677.12,645.97,628.53,-,-,335.99,-,266.79,266.79
35,Total Debt,29.95,31.28,33.49,33.73,27.72,34.46,34.4,17.96,18.15,10.31,0.78,1.48,4.03,-,-,-,-,-,-
36,Net Cash (Debt),76.51,51.37,63.38,65.08,60.64,58.02,24.19,67.3,83.58,98.2,144.7,193.89,256.54,-,121.57,121.57,-,96.78,96.78
37,Net Cash Growth,26.17%,-11.47%,162.04%,-3.30%,-27.44%,-40.91%,-83.28%,-65.29%,-67.42%,-,19.03%,59.49%,-,-,25.62%,-,-,-,-
38,Net Cash Per Share,0.32,0.22,0.27,0.24,0.27,0.30,0.10,0.29,0.39,0.43,0.61,0.84,1.43,-,0.68,0.71,-,0.56,0.56
39,Filing Date Shares Outstanding,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,173.34,178.55,173.34,175.52,173.34,173.34
40,Total Common Shares Outstanding,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,231.15,173.34,178.55,173.34,175.52,173.34,173.34
41,Working Capital,160.29,143.96,153.39,147.59,125.78,114.83,104.02,113.53,107.28,117.29,161.65,198.47,245.32,-,-,151.4,-,145.04,145.04
42,Book Value Per Share,2.48,2.41,2.47,2.47,2.42,2.39,2.38,2.47,2.38,2.32,2.38,2.32,2.26,-,1.61,1.61,-,1.39,1.39
43,Tangible Book Value,538.37,521.89,535.44,535.97,522.6,517.28,513.4,536.5,518.51,503.13,517.18,502.66,489.97,-,246.01,246.01,-,206.9,206.9
44,Tangible Book Value Per Share,2.33,2.26,2.32,2.32,2.26,2.24,2.22,2.32,2.24,2.18,2.24,2.17,2.12,-,1.42,1.42,-,1.19,1.19
45,Buildings,-,243.63,-,243.44,-,244.29,-,244.29,-,12.68,-,12.68,-,-,-,12.68,-,11.35,11.35
46,Machinery,-,258.99,-,257.54,-,254.56,-,80.9,-,73.41,-,73.33,-,-,-,70.96,-,68.65,68.65
47,Construction In Progress,-,-,-,0.32,-,3.54,-,170.67,-,357.19,-,248.01,-,-,-,45.36,-,19.24,19.24
