,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,Net Interest Expense,-20.97,-11.07,-21.13,-23.43,-23.41,-27.35,-21.08,-29.92,-40.44,-35.33,-36.78,-36.09,-36.52,-22.48,-19.7,-20.08,-20.08,-22.92,-22.92
12,Currency Exchange Gain (Loss),-0.26,0.26,-,-0.56,0.58,-0.58,-,0.7,-1.04,1.04,-,4.74,-0.26,0.26,-,-0.06,-0.06,-0.13,-0.13
13,Other Non-Operating Income (Expenses),0.88,0.01,0.12,-0.73,-0.21,0.81,0.25,-5.14,3.36,1.55,-0.08,26.62,5.05,-1.73,0.64,-5.24,-5.24,2.74,2.74
14,EBT Excluding Unusual Items,205.01,198.92,170.93,140.71,215.61,165.11,144.13,151.27,176.74,126.39,125.21,173.27,178.38,120.65,94.88,150.42,150.42,103.1,103.1
15,Gain (Loss) on Sale of Investments,0.45,1.23,5.8,10.52,5.85,4.5,6.1,25.4,8.05,4.34,-,-3.09,-,-,-,-,-,-,-
16,Gain (Loss) on Sale of Assets,-,-0.08,-,-,0.35,-,-,-0.33,-,-,-,-,-,-,-,-,-,-,-
17,Asset Writedown,0.55,0.36,-0.36,1.27,-1.27,0.39,-0.39,0.97,-0.67,-0.08,-0.23,2.02,-2.02,2.44,-2.43,-,-,-0.46,-0.46
18,Other Unusual Items,-3.07,3.07,-,9.81,-,-,-,6.86,-,-,-,9.88,-0.77,0.77,-,-1.78,-1.78,0.37,0.37
19,Pretax Income,202.93,203.5,176.37,162.31,220.54,170,149.83,184.17,184.11,130.65,124.98,182.08,175.59,123.85,92.46,148.64,148.64,103.01,103.01
20,Income Tax Expense,26.25,24.19,21.52,17.82,17.04,4,11.03,13.38,10.48,5.42,7.16,-2.85,14.57,13.83,9.05,2.53,2.53,5.28,5.28
21,Earnings From Continuing Ops.,176.69,179.31,154.84,144.48,203.51,166,138.8,170.79,173.63,125.23,117.82,184.92,161.03,110.02,83.41,146.11,146.11,97.74,97.74
22,Minority Interest in Earnings,-37.73,-35.16,-30.85,-33.83,-43.33,-34.31,-27.47,-32.76,-34.63,-29.07,-24.78,-41.64,-25.67,-12.85,-12.52,-22.63,-22.63,-13.55,-13.55
23,Net Income,138.96,144.15,123.99,110.65,160.17,131.69,111.34,138.03,139,96.16,93.04,143.28,135.36,97.17,70.89,123.48,123.48,84.19,84.19
24,Net Income to Common,138.96,144.15,123.99,110.65,160.17,131.69,111.34,138.03,139,96.16,93.04,143.28,135.36,97.17,70.89,123.48,123.48,84.19,84.19
25,Net Income Growth,-13.25%,9.46%,11.37%,-19.83%,15.23%,36.95%,19.67%,-3.67%,2.69%,-1.03%,31.24%,16.03%,9.61%,15.42%,-15.79%,-,-,-,-
26,Shares Outstanding (Basic),410,410,410,410,410,410,410,410,410,376,307,307,307,307,308,307,307,308,308
27,Shares Outstanding (Diluted),410,410,410,410,410,410,410,410,410,376,307,307,307,307,308,307,307,308,308
28,Shares Change (YoY),0.02%,-0.01%,-0.01%,0.01%,-0.04%,9.09%,33.37%,33.33%,33.38%,22.23%,-0.03%,-0.00%,0.00%,-0.02%,0.01%,-,-,-,-
29,EPS (Basic),0.34,0.35,0.30,0.27,0.39,0.32,0.27,0.34,0.34,0.26,0.30,0.47,0.44,0.32,0.23,0.40,0.40,0.27,0.27
30,EPS (Diluted),0.34,0.35,0.30,0.27,0.39,0.32,0.27,0.34,0.34,0.26,0.30,0.47,0.44,0.32,0.23,0.40,0.40,0.27,0.27
31,EPS Growth,-13.26%,9.46%,11.38%,-19.84%,15.28%,25.53%,-10.28%,-27.75%,-23.01%,-19.03%,31.28%,16.04%,9.61%,15.44%,-15.80%,-,-,-,-
32,Free Cash Flow,0.77,-0.11,164.71,19.52,171.49,44.49,64.27,298.59,81.81,216.55,-203.48,258.97,0.09,-96.04,-263.29,-138.95,-138.95,-89.93,-89.93
33,Free Cash Flow Per Share,0.00,-0.00,0.40,0.05,0.42,0.11,0.16,0.73,0.20,0.58,-0.66,0.84,0.00,-0.31,-0.86,-0.45,-0.45,-0.29,-0.29
34,Dividend Per Share,-,-,-,0.900,-,-,-,0.900,-,-,-,0.253,-,-,-,-,-,-,-
35,Dividend Growth,-,-,-,0%,-,-,-,255.31%,-,-,-,-,-,-,-,-,-,-,-
36,Profit Margin,21.54%,23.51%,24.93%,22.91%,26.53%,32.09%,30.90%,37.44%,35.80%,21.27%,25.74%,32.78%,26.67%,16.61%,12.91%,40.17%,40.17%,34.61%,34.61%
37,Free Cash Flow Margin,0.12%,-0.02%,33.12%,4.04%,28.40%,10.84%,17.84%,80.99%,21.07%,47.90%,-56.29%,59.25%,0.02%,-16.42%,-47.93%,-45.20%,-45.20%,-36.97%,-36.97%
38,EBITDA,297.62,282.69,264.21,237.7,309.24,264.35,235.55,256.21,271.88,228.36,219.1,235.03,252.47,190.6,156.3,219.7,219.31,164.41,164.41
39,EBITDA Margin,46.13%,46.11%,53.12%,49.21%,51.22%,64.42%,65.38%,69.50%,70.02%,50.51%,60.61%,53.78%,49.75%,32.59%,28.45%,71.46%,71.34%,67.59%,67.59%
40,D&A For EBITDA,72.27,72.98,72.27,72.27,70.59,72.13,70.59,70.59,57.03,69.21,57.03,57.03,42.35,46.01,42.35,43.91,43.51,41,41
41,EBIT,225.35,209.71,191.94,165.43,238.65,192.22,164.96,185.62,214.85,159.14,162.07,178,210.12,144.59,113.94,175.8,175.8,123.41,123.41
42,EBIT Margin,34.93%,34.21%,38.59%,34.25%,39.52%,46.84%,45.79%,50.35%,55.33%,35.20%,44.83%,40.73%,41.40%,24.72%,20.74%,57.18%,57.18%,50.74%,50.74%
43,Effective Tax Rate,12.93%,11.89%,12.20%,10.98%,7.73%,2.35%,7.36%,7.27%,5.69%,4.15%,5.73%,-,8.30%,11.17%,9.79%,1.70%,1.70%,5.12%,5.12%
44,Revenue as Reported,645.24,613.1,497.39,483.01,603.78,410.36,360.29,368.67,388.32,452.11,361.49,437.06,507.51,584.93,549.29,307.43,307.43,243.23,243.23
