,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
20,Current Portion of Leases,-,0.56,-,1,-,0.23,-,0.22,-,0.23,-,0.22,-,0.15,-,-,-,-,-
21,Current Income Taxes Payable,40.05,30.54,31.35,22.08,29.95,9.04,27.34,15.39,21.23,5.71,11.23,10.84,-,16.32,-,12.4,12.4,2.35,2.35
22,Other Current Liabilities,77.17,75.5,70.02,75.59,58.14,61.76,57.84,57.35,78.72,80.3,78.81,78.97,-,13.35,-,22.55,804.42,22.36,22.36
23,Total Current Liabilities,976.31,942.58,913.78,938.32,847.59,876.23,814.75,909.45,906.9,986.98,1018,1231,-,1176,-,1034,1034,798.65,798.65
24,Long-Term Debt,2422,2201,2177,2155,2306,2320,2550,2564,2735,2755,2903,2801,-,2850,-,2631,2631,1876,1876
25,Long-Term Leases,7.9,8.21,9.26,9.17,9.07,9.66,8.18,8.1,8.16,8.08,8.19,8.1,-,5.56,-,-,-,-,-
26,Long-Term Deferred Tax Liabilities,55.05,53.48,54.72,52.58,54.32,49.96,51.83,48.1,42.31,39.43,37.04,37.04,-,33.95,-,32.05,32.05,30.29,30.29
27,Other Long-Term Liabilities,785.89,778.2,769.89,769.86,726.31,723.66,716.53,708.97,662.11,652.28,612.72,607.48,-,414.37,-,376.34,376.34,374.81,374.81
28,Total Liabilities,4247,3984,3924,3925,3944,3979,4142,4238,4354,4441,4578,4685,-,4481,-,4074,4074,3080,3080
29,Common Stock,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,205,205,-,205,-,205,205,205,205
30,Additional Paid-In Capital,2558,2557,2555,2554,2553,2551,2549,2547,2545,2541,477.8,474.57,-,465.59,-,453.76,453.76,447.13,447.13
31,Retained Earnings,2219,2080,2305,2181,2071,1910,2148,2036,1898,1759,1767,1674,-,1394,-,1227,1227,980.38,980.38
32,Comprehensive Income & Other,-0.19,-0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Total Common Equity,5187,5047,5271,5146,5034,4871,5107,4993,4853,4711,2450,2354,-,2065,1886,1886,1886,1633,1633
34,Minority Interest,712.02,674.24,614.52,583.61,619.72,576.28,553.87,546.32,513.38,478.48,459.13,434.06,-,375.43,-,369.32,369.32,301.94,301.94
35,Shareholders' Equity,5899,5721,5885,5729,5653,5448,5661,5540,5366,5189,2909,2788,-,2440,2255,2255,2255,1934,1934
36,Total Liabilities & Equity,10146,9705,9809,9654,9597,9427,9802,9778,9721,9631,7487,7473,-,6921,-,6329,6329,5014,5014
37,Total Debt,2873,2657,2678,2656,2747,2767,2936,2956,3104,3112,3316,3216,-,3187,2808,2808,2808,2050,2050
38,Net Cash (Debt),-1057,-914.02,-821.99,-942.08,-785.33,-766.09,-363.14,-215.39,-541.1,-443.33,-2674,-2437,-,-2607,-2158,-2158,-2158,-1817,-1817
39,Net Cash Per Share,-2.58,-2.23,-2.00,-2.30,-1.92,-1.87,-0.89,-0.53,-1.32,-1.18,-8.70,-7.93,-,-8.48,-7.02,-7.02,-7.02,-5.91,-5.91
40,Filing Date Shares Outstanding,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,307.5,307.5,307.48,307.5,307.55,307.5,307.5,307.5,307.5
41,Total Common Shares Outstanding,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,410.01,307.5,307.5,307.48,307.5,307.55,307.5,307.5,307.5,307.5
42,Working Capital,2071,1813,1984,1875,2044,1999,2636,2601,2505,2389,340.37,56.77,-,-107.6,-,-33.61,-33.61,-276.17,-276.17
43,Book Value Per Share,12.65,12.31,12.86,12.55,12.28,11.88,12.46,12.18,11.84,11.49,7.97,7.65,-,6.72,6.13,6.13,6.13,5.31,5.31
44,Tangible Book Value,-1025,-976.74,-605.7,-665.69,-699.99,-721.06,-541.29,-720.58,-887.03,-1096,-3337,-3485,-,-3535,-1136,-1136,-1136,-1473,-1473
45,Tangible Book Value Per Share,-2.50,-2.38,-1.48,-1.62,-1.71,-1.76,-1.32,-1.76,-2.16,-2.67,-10.85,-11.33,-,-11.50,-3.69,-3.69,-3.69,-4.79,-4.79
46,Machinery,-,61.47,-,59.46,-,55.99,-,52.12,-,51.12,-,47.71,-,45.8,-,43.96,43.96,35.39,35.39
47,Construction In Progress,-,39.38,-,32.12,-,20.87,-,19.95,-,6.4,-,5.27,-,5.17,-,2045,2045,985.05,985.05
