,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,Other Non Operating Income (Expenses),-1.27,-1.02,0.23,-1.27,0.41,0.1,-1.25,-7.82,6.89,0.02,-0.47,0.24,-0.25,-0.6,0.17,-0.7,0.08,-0.17,-0.17
15,EBT Excluding Unusual Items,83.76,14.08,32.61,-12.22,54.58,23.63,44.83,32.07,67.62,28.44,35.73,28.99,51.22,25.19,35.71,43.47,49.23,23.4,23.4
16,Gain (Loss) on Sale of Investments,-2.43,0.75,1.03,-1.54,0.69,-2.19,0.26,-2.38,0.4,2.04,0.47,1.75,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.01,0.32,-,-0.14,-,0.06,-,0.14,-,0.04,-,-,-,-,-,-0.15,-,-,-
18,Asset Writedown,-5.68,3.03,-3.03,6.75,-6.75,2.93,-2.93,7.48,-7.48,1,-1,5.25,-5.25,1.73,-1.73,4.4,-4.3,-0.05,-0.05
19,Other Unusual Items,-4.05,3.76,-0.08,6.32,0.03,-0.03,-,5.85,-,-,-,9.92,-,-,-,9.94,-1.11,0.55,0.55
20,Pretax Income,71.6,21.95,30.54,-0.83,48.53,24.42,42.16,43.16,60.54,31.53,35.2,45.91,45.97,26.92,33.98,57.65,43.82,23.9,23.9
21,Income Tax Expense,9.16,1.67,3.04,-3.14,5.4,2.11,6.68,2.91,7.28,2.19,3.93,9.1,3.36,-0.37,4.48,3.35,7.58,3.51,3.51
22,Earnings From Continuing Operations,62.44,20.28,27.5,2.31,43.13,22.31,35.48,40.25,53.27,29.34,31.27,36.81,42.61,27.29,29.5,54.3,36.24,20.39,20.39
23,Minority Interest in Earnings,-0.18,-0.31,0.29,1.68,0.1,0.63,0.22,1.75,1.93,0.22,0.33,0.21,0.04,0.21,0.11,0.08,0,-,-
24,Net Income,62.26,19.97,27.79,3.99,43.23,22.94,35.7,42,55.2,29.56,31.6,37.03,42.65,27.5,29.61,54.38,36.24,20.39,20.39
25,Net Income to Common,62.26,19.97,27.79,3.99,43.23,22.94,35.7,42,55.2,29.56,31.6,37.03,42.65,27.5,29.61,54.38,36.24,20.39,20.39
26,Net Income Growth,44.02%,-12.92%,-22.15%,-90.50%,-21.68%,-22.41%,12.98%,13.44%,29.42%,7.50%,6.71%,-31.91%,17.70%,34.86%,45.21%,-,-,-,-
27,Shares Outstanding (Basic),90,91,90,88,90,89,92,89,91,90,89,83,67,68,67,67,68,68,68
28,Shares Outstanding (Diluted),90,91,90,88,90,89,92,89,91,90,89,83,67,68,67,67,68,68,68
29,Shares Change (YoY),0.32%,1.93%,-2.06%,-1.02%,-0.76%,-1.73%,2.35%,7.92%,34.77%,33.78%,32.90%,22.95%,-0.55%,0.15%,-0.30%,-,-,-,-
30,EPS (Basic),0.69,0.22,0.31,0.05,0.48,0.26,0.39,0.47,0.61,0.33,0.35,0.45,0.63,0.41,0.44,0.81,0.54,0.30,0.30
31,EPS (Diluted),0.69,0.22,0.31,0.05,0.48,0.26,0.39,0.47,0.61,0.33,0.35,0.45,0.63,0.41,0.44,0.81,0.53,0.30,0.30
32,EPS Growth,43.56%,-14.57%,-20.51%,-90.40%,-21.08%,-21.05%,10.39%,5.11%,-3.97%,-19.65%,-19.70%,-44.62%,18.90%,34.65%,45.65%,-,-,-,-
33,Free Cash Flow,-29.36,-12.72,-5.87,-31.42,-118.23,-98.92,-20.16,-80.06,-1.61,7.84,-76.86,-8.53,-40.39,-25.56,-40.98,65.48,-22.32,-33.49,-33.49
34,Free Cash Flow Per Share,-0.33,-0.14,-0.07,-0.36,-1.31,-1.11,-0.22,-0.90,-0.02,0.09,-0.86,-0.10,-0.60,-0.38,-0.61,0.97,-0.33,-0.50,-0.50
35,Dividend Per Share,-,-,-,0.900,-,-,-,0.867,-,-,-,0.667,-,-,-,0.293,-,-,-
36,Dividend Growth,-,-,-,3.84%,-,-,-,30.00%,-,-,-,127.31%,-,-,-,-,-,-,-
37,Gross Margin,40.78%,30.74%,38.90%,23.64%,48.27%,28.69%,47.16%,40.54%,45.90%,27.42%,40.06%,36.55%,36.53%,32.91%,40.98%,36.64%,38.89%,41.46%,41.46%
38,Operating Margin,28.15%,6.53%,24.20%,-6.64%,28.33%,7.18%,33.08%,10.78%,30.58%,10.40%,24.13%,14.77%,24.45%,16.54%,25.58%,20.24%,24.14%,23.12%,23.12%
39,Profit Margin,22.43%,10.22%,21.45%,1.91%,23.93%,15.56%,26.74%,21.49%,27.14%,16.61%,22.82%,18.07%,19.49%,16.10%,20.42%,24.09%,16.78%,19.51%,19.51%
40,Free Cash Flow Margin,-10.58%,-6.51%,-4.53%,-15.03%,-65.43%,-67.11%,-15.10%,-40.96%,-0.79%,4.41%,-55.50%,-4.16%,-18.45%,-14.97%,-28.26%,29.01%,-10.34%,-32.04%,-32.04%
41,EBITDA,87.01,22.96,40.24,-4.99,58.14,18.02,51.13,28.03,66.93,25.16,38.16,35,56.65,32.7,40.22,48.82,54.7,26.75,26.75
42,EBITDA Margin,31.35%,11.75%,31.06%,-2.39%,32.18%,12.23%,38.29%,14.34%,32.91%,14.14%,27.55%,17.08%,25.88%,19.15%,27.74%,21.63%,25.33%,25.59%,25.59%
43,D&A For EBITDA,8.88,10.2,8.88,8.88,6.96,7.44,6.96,6.96,4.74,6.65,4.74,4.74,3.13,4.45,3.13,3.13,2.58,2.58,2.58
44,EBIT,78.13,12.75,31.36,-13.87,51.19,10.58,44.17,21.07,62.19,18.52,33.42,30.26,53.52,28.26,37.09,45.69,52.11,24.17,24.17
45,EBIT Margin,28.15%,6.53%,24.20%,-6.64%,28.33%,7.18%,33.08%,10.78%,30.58%,10.40%,24.13%,14.77%,24.45%,16.54%,25.58%,20.24%,24.14%,23.12%,23.12%
46,Effective Tax Rate,12.79%,7.60%,9.96%,-,11.13%,8.65%,15.85%,6.73%,12.02%,6.94%,11.18%,19.82%,7.30%,-,13.18%,5.82%,17.31%,14.69%,14.69%
47,Revenue as Reported,277.55,195.4,129.58,209.03,180.68,147.39,133.52,195.45,203.36,177.97,138.49,204.88,218.87,170.8,144.99,225.73,215.91,104.53,104.53
