,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,Operating Income,131.54,24.92,17.81,27.55,-22.4,16.42,-4.72,16.89,-129.3,95.59,208.82,577.62,122,173.98,393.2,271.83,93.26,80.76,176.09,176.09
11,Interest Expense,-44.33,-0,-0.02,-,-0.14,-0.03,-,-4.36,-109.27,-,-,-0.86,-0.68,-1.33,-0.27,-,-0.1,-0.05,-0.16,-0.16
12,Interest & Investment Income,0.03,12.66,14.5,17.17,6.43,21.61,34.77,0.36,-,143.51,17.95,0.39,13.81,0.27,0.56,2.32,0.3,0.83,0.14,0.14
13,Currency Exchange Gain (Loss),-,-3.7,3.7,-,13.07,-23.08,23.08,-,111.92,-68.49,68.49,-,-15.48,6.93,-6.93,-,-17.16,-2.42,1.21,1.21
14,Other Non Operating Income (Expenses),11.14,-9.15,-0.47,-,-0.59,26.27,2.77,1.44,4.59,0.36,-4.32,-1.72,-0.78,0.3,-0.39,0,8.02,-8.31,-0.19,-0.19
15,EBT Excluding Unusual Items,98.37,24.73,35.52,44.72,-3.62,41.2,55.9,14.33,-122.07,170.96,290.94,575.42,118.87,180.14,386.17,274.15,84.32,70.81,177.09,177.09
16,Gain (Loss) on Sale of Investments,-,-,0.27,-0.27,0.06,-,-0.06,-,-6.53,1.51,-1.59,6.68,0.84,-,-,-,-,-0.03,0.02,0.02
17,Gain (Loss) on Sale of Assets,0.06,-0.01,-,-0.05,0.11,0,-0.1,-,-,-,-,-,-,-,-,-,-0.47,0.01,0.21,0.21
18,Asset Writedown,9.37,-9.36,0.4,-0.41,1.45,-7.8,0.66,-0.66,-10.05,-8.72,0.91,-0.91,4.26,-4.26,0.72,-0.72,2.36,-2.36,-,-
19,Other Unusual Items,-3.93,2.93,0.45,0.54,14.41,-,-,-,5.35,-,-,-,8.45,-,-,-,5.06,-1.87,0.93,0.93
20,Pretax Income,103.87,18.29,36.65,44.54,12.42,33.4,56.4,13.67,-133.3,163.75,290.26,581.19,132.43,175.88,386.89,273.43,91.27,66.55,178.25,178.25
21,Income Tax Expense,13.82,2.09,5.75,5,-2.82,4.3,6.93,2.17,-21.44,23.7,38.47,87.61,16.33,25.39,50.47,40.69,12.79,12.95,26.81,26.81
22,Earnings From Continuing Operations,90.04,16.2,30.9,39.53,15.24,29.1,49.46,11.5,-111.86,140.05,251.79,493.59,116.1,150.49,336.42,232.74,78.47,53.6,151.45,151.45
23,Minority Interest in Earnings,-2.57,0.83,1.64,0.1,-0.16,0.83,0.24,0.4,0.71,-0.23,0.65,-1.06,-1.62,-0.11,-0.85,0.41,0.46,0.12,-0.2,-0.2
24,Net Income,87.47,17.04,32.54,39.63,15.08,29.93,49.7,11.9,-111.15,139.82,252.44,492.53,114.48,150.38,335.58,233.15,78.93,53.72,151.25,151.25
25,Net Income to Common,87.47,17.04,32.54,39.63,15.08,29.93,49.7,11.9,-111.15,139.82,252.44,492.53,114.48,150.38,335.58,233.15,78.93,53.72,151.25,151.25
26,Net Income Growth,480.13%,-43.07%,-34.52%,233.05%,-,-78.60%,-80.31%,-97.58%,-,-7.02%,-24.78%,111.25%,45.03%,179.93%,121.87%,54.15%,-,-,-,-
27,Shares Outstanding (Basic),106,106,105,104,107,107,104,108,107,107,107,107,107,80,80,80,80,80,80,80
28,Shares Outstanding (Diluted),106,106,105,104,107,107,104,108,107,107,107,107,107,80,80,80,80,80,80,80
29,Shares Change (YoY),-1.24%,-1.12%,0.64%,-3.59%,0.46%,0.12%,-2.44%,1.47%,0.01%,33.43%,33.80%,33.06%,33.60%,-0.19%,-0.18%,0.15%,-,-,-,-
30,EPS (Basic),0.83,0.16,0.31,0.38,0.14,0.28,0.48,0.11,-1.04,1.31,2.36,4.62,1.07,1.88,4.20,2.91,0.99,0.67,1.89,1.89
31,EPS (Diluted),0.83,0.16,0.31,0.38,0.14,0.28,0.48,0.11,-1.04,1.31,2.36,4.62,1.07,1.88,4.20,2.91,0.99,0.67,1.89,1.89
32,EPS Growth,487.42%,-42.42%,-34.94%,245.45%,-,-78.62%,-79.82%,-97.62%,-,-30.32%,-43.78%,58.76%,8.56%,180.47%,122.33%,53.97%,-,-,-,-
33,Free Cash Flow,-,-34.04,22.45,-111.66,51.9,53.75,-1.47,-29.22,-110.01,-51.29,25.41,660.19,56.66,-26.19,399.04,278.41,72.77,8.34,153.64,153.64
34,Free Cash Flow Per Share,-,-0.32,0.21,-1.07,0.48,0.50,-0.01,-0.27,-1.03,-0.48,0.24,6.19,0.53,-0.33,5.00,3.47,0.91,0.10,1.92,1.92
35,Dividend Per Share,-,-,0.500,-,0.800,-,-,-,2.200,-,-,-,3.000,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,-,-63.64%,-,-,-,-26.67%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,216.98%,52.12%,48.36%,44.83%,32.07%,51.50%,32.10%,42.91%,-50.49%,58.89%,54.98%,60.78%,55.12%,59.57%,64.39%,61.90%,51.62%,70.83%,81.45%,81.45%
38,Operating Margin,76.56%,20.49%,13.54%,20.32%,-17.25%,16.40%,-4.35%,16.29%,-89.49%,41.07%,41.22%,56.78%,38.75%,50.36%,59.04%,55.27%,42.09%,53.72%,71.37%,71.37%
39,Profit Margin,50.91%,14.01%,24.74%,29.22%,11.61%,29.88%,45.86%,11.48%,-76.93%,60.07%,49.82%,48.42%,36.36%,43.53%,50.39%,47.41%,35.62%,35.73%,61.30%,61.30%
40,Free Cash Flow Margin,-,-27.99%,17.07%,-82.33%,39.96%,53.66%,-1.36%,-28.18%,-76.14%,-22.04%,5.02%,64.90%,18.00%,-7.58%,59.92%,56.61%,32.84%,5.54%,62.27%,62.27%
41,EBITDA,137.52,30.9,25.15,33.53,-16.42,21.4,1.24,21.87,-124.32,97.64,213.23,579.66,124.05,175.35,394.88,273.2,94.63,82.04,177.38,177.38
42,EBITDA Margin,80.04%,25.40%,19.12%,24.72%,-12.65%,21.36%,1.15%,21.09%,-86.05%,41.95%,42.09%,56.98%,39.40%,50.76%,59.30%,55.55%,42.71%,54.57%,71.89%,71.89%
43,D&A For EBITDA,5.98,5.98,7.33,5.98,5.98,4.97,5.96,4.97,4.97,2.05,4.41,2.05,2.05,1.37,1.68,1.37,1.37,1.28,1.28,1.28
44,EBIT,131.54,24.92,17.81,27.55,-22.4,16.42,-4.72,16.89,-129.3,95.59,208.82,577.62,122,173.98,393.2,271.83,93.26,80.76,176.09,176.09
45,EBIT Margin,76.56%,20.49%,13.54%,20.32%,-17.25%,16.40%,-4.35%,16.29%,-89.49%,41.07%,41.22%,56.78%,38.75%,50.36%,59.04%,55.27%,42.09%,53.72%,71.37%,71.37%
46,Effective Tax Rate,13.31%,11.41%,15.68%,11.23%,-,12.87%,12.30%,15.87%,-,14.47%,13.25%,15.07%,12.33%,14.43%,13.04%,14.88%,14.02%,19.46%,15.04%,15.04%
47,Revenue as Reported,-,121.62,131.53,135.63,129.87,100.16,108.39,103.69,144.48,232.74,506.65,1017,314.83,345.46,665.95,491.83,221.58,643.79,-,-
