,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,"Property, Plant & Equipment",-,468.82,428.17,423.8,261.58,235.24,240.6,241.69,244.68,258.18,257.28,246.18,231.02,213.68,-,-,138.65,-,109.23,109.23
12,Long-Term Investments,-,2.2,2.38,2.55,2.84,3.3,40,-,40,-,40,-,40,-,-,-,-,-,-,-
13,Other Intangible Assets,-,204.31,205.8,207.37,208.71,210.65,212.23,214.09,213.71,213.79,209.71,20.23,20.35,20.3,-,-,20.75,-,21.04,21.04
14,Long-Term Deferred Tax Assets,-,10.29,12.93,14.79,14.44,11.26,13.06,12.22,13.16,3.23,3.52,0.31,3.01,1.86,-,-,1.52,-,1.36,1.36
15,Long-Term Deferred Charges,-,0.03,0.05,0.08,0.11,0.14,0.17,0.18,0.21,0.24,0.26,0.27,0.29,0.32,-,-,4.86,-,0.48,0.48
16,Other Long-Term Assets,-,9.18,7.56,6.39,5.08,23.96,4.49,44.51,4.54,48.76,13.19,158.17,104.13,100.11,-,-,0.15,-,0.63,0.63
17,Total Assets,-,2530,2519,2574,2580,2554,2528,2729,2752,2986,2975,3182,2432,2316,-,-,633.92,-,580.41,580.41
18,Accounts Payable,-,59.44,60.21,56.81,56.15,51.01,48.24,76.27,88.72,219.15,315.76,420.81,224.32,241.75,-,-,110.89,-,65.63,65.63
19,Accrued Expenses,-,14.17,13.75,10.16,20.03,8.27,9.62,7.83,25.94,14.76,20.89,19.08,26.32,14.56,-,-,21.33,-,15.94,15.94
20,Short-Term Debt,-,0.3,0.52,0.35,0.59,0.18,0.55,0.56,0.35,0.3,0.21,0.39,5.64,14.33,-,-,11.09,-,4.32,4.32
21,Current Portion of Leases,-,0.45,1.13,1.79,2.45,2.69,3.5,4.89,5.1,2.59,2.43,2.27,2.28,-,-,-,-,-,-,-
22,Current Income Taxes Payable,-,2.05,0.76,5.39,-,11.37,-,6.11,-,15.24,34.93,106.08,39,22.54,-,-,17.34,-,45.87,45.87
23,Current Unearned Revenue,-,46.68,41.53,44.66,47.16,43.56,44.81,45.56,44.68,48.7,40.52,25.58,18.56,3.67,-,-,8.93,-,18.06,18.06
24,Other Current Liabilities,-,17.22,23.05,21.97,23.05,4.01,16.01,4.59,6.28,0.84,15.57,0.84,1.44,20.52,-,-,20.99,-,30.15,30.15
25,Total Current Liabilities,-,140.3,140.96,141.12,149.43,121.1,122.74,145.8,171.08,301.58,430.3,575.04,317.56,317.37,-,-,190.58,-,179.98,179.98
26,Long-Term Leases,-,-,-,-,-,0.46,1.14,1.73,2.19,3.12,3.56,3.97,4.55,5.22,-,-,-,-,-,-
27,Long-Term Unearned Revenue,-,10.65,11,11.34,8.69,8.99,9.24,6.21,6.43,6.64,6.85,1.24,1.25,1.33,-,-,0.31,-,0.39,0.39
28,Long-Term Deferred Tax Liabilities,-,-,0.71,0.71,0.71,0.84,0.93,1.05,1.16,-,-,-,-,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,8.43,-,-,-,-,-,-,-,-,-,-,-
30,Total Liabilities,-,150.96,152.66,153.17,158.82,131.38,134.05,154.8,189.29,311.33,440.72,580.26,323.36,323.92,-,-,190.89,-,180.37,180.37
31,Common Stock,-,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,-,-,80,-,80,80
32,Additional Paid-In Capital,-,813.33,813.33,813.33,813.33,814.94,814.94,814.94,814.94,814.94,814.94,814.94,814.94,814.94,-,-,12.24,-,12.24,12.24
33,Retained Earnings,-,1516,1499,1550,1510,1495,1465,1650,1638,1750,1610,1677,1185,1070,-,-,351.2,-,308.55,308.55
34,Treasury Stock,-,-57.94,-56.93,-54.29,-14.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,Comprehensive Income & Other,-,-2.2,0.57,-0.11,-0.36,2.12,2.24,1.85,1.21,2.12,1.31,0.69,0.7,0.64,-,-,0.7,-,-0.12,-0.12
36,Total Common Equity,2376,2376,2363,2416,2415,2419,2389,2574,2561,2673,2533,2600,2107,1993,-,444.14,444.14,-,400.67,400.67
37,Minority Interest,-,2.99,3.78,5.41,5.51,3.85,4.69,0.71,1.04,1.85,1.53,2.11,1.05,-0.57,-,-,-1.11,-,-0.63,-0.63
38,Shareholders' Equity,2379,2379,2366,2421,2421,2423,2394,2575,2562,2675,2534,2602,2108,1992,-,443.02,443.02,-,400.04,400.04
39,Total Liabilities & Equity,-,2530,2519,2574,2580,2554,2528,2729,2752,2986,2975,3182,2432,2316,-,-,633.92,-,580.41,580.41
40,Total Debt,0.74,0.74,1.65,2.14,3.04,3.33,5.2,7.19,7.64,6,6.2,6.63,12.47,19.55,-,11.09,11.09,-,4.32,4.32
41,Net Cash (Debt),1610,1610,1664,1764,1914,1862,1808,1991,2032,2156,2167,2379,1716,1719,-,250.08,250.08,-,290.75,290.75
42,Net Cash Growth,-15.88%,-13.54%,-7.95%,-11.39%,-5.81%,-13.63%,-16.57%,-16.32%,18.43%,25.42%,-,851.22%,586.22%,-,-,-13.99%,-,-,-,-
43,Net Cash Per Share,15.22,15.24,15.86,16.91,17.87,17.43,17.34,18.40,19.06,20.20,20.28,22.31,16.09,21.49,-,3.12,3.13,-,3.63,3.63
44,Filing Date Shares Outstanding,105.81,104.52,104.56,104.67,104.56,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,80,80.12,80,80.14,80,80
45,Total Common Shares Outstanding,104.52,104.52,104.56,104.67,106.22,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,106.67,80,80.12,80,80.14,80,80
46,Working Capital,-,1695,1721,1778,1937,1949,1895,2071,2064,2161,2021,2182,1715,1662,-,-,277.4,-,267.7,267.7
47,Book Value Per Share,22.73,22.73,22.60,23.08,22.74,22.68,22.40,24.13,24.01,25.06,23.74,24.37,19.75,18.68,-,5.55,5.55,-,5.01,5.01
48,Tangible Book Value,2171,2171,2157,2208,2207,2208,2177,2360,2348,2460,2323,2579,2087,1972,-,423.39,423.39,-,379.63,379.63
49,Tangible Book Value Per Share,20.78,20.78,20.63,21.10,20.77,20.70,20.41,22.12,22.01,23.06,21.78,24.18,19.56,18.49,-,5.29,5.29,-,4.75,4.75
50,Buildings,-,-,359.94,-,193.65,-,195.79,-,194.71,-,195.65,-,189.13,-,-,-,37.09,-,37.09,37.09
51,Machinery,-,-,94.08,-,90.92,-,92.83,-,81.61,-,90.81,-,66.19,-,-,-,37.92,-,33.83,33.83
52,Construction In Progress,-,-,49.94,-,39.65,-,4.02,-,9.85,-,4.34,-,-,-,-,-,88.61,-,61.45,61.45
