,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Total Assets,-,2259,2191,2021,2025,1832,1734,1835,1691,1627,1587,1473,1500,-,625.16,-,455.51,455.51,393.79,393.79
18,Accounts Payable,-,291.32,253.84,219.3,250.08,179.73,120.57,75.67,117.62,111.4,92.24,76.47,91.15,-,73.2,-,67.85,67.85,74.48,74.48
19,Accrued Expenses,-,14.45,18.82,12.38,16.9,11.73,17.83,9.48,18.43,10.2,14.04,8.38,10.25,-,9.48,-,16.32,16.32,14.46,14.46
20,Short-Term Debt,-,105.03,84.73,90.34,51.06,53.72,4.1,154.58,144.68,144.65,151.14,70.38,107.44,-,56.94,-,28.98,28.98,28.2,28.2
21,Current Portion of Long-Term Debt,-,121.98,100.07,44.37,75.18,-,-,-,-,29.38,-,35.85,5.01,-,-,-,-,-,-,-
22,Current Portion of Leases,-,-,43.96,-,44.81,16.92,17.82,18.99,24.2,-,34.39,-,37.14,-,-,-,-,-,-,-
23,Current Income Taxes Payable,-,7.84,5.05,4.65,2.45,2.01,2.06,5.62,4.8,7.2,2.26,1.93,0.49,-,0.05,-,9.45,9.45,5.37,5.37
24,Current Unearned Revenue,-,8.39,5.3,10.88,7.58,6.08,4.36,0.97,1.72,1.23,0.62,0.16,0.18,-,0.02,-,0,0,0.1,0.1
25,Other Current Liabilities,-,34.1,80.19,12.44,19.43,16.57,15.34,4.56,7.64,8.22,10.34,11.05,21.82,-,48.25,-,8.55,8.55,14.07,14.07
26,Total Current Liabilities,-,583.12,591.96,394.37,467.48,286.76,182.09,269.87,319.09,312.28,305.03,204.22,273.48,-,187.94,-,131.14,131.14,136.69,136.69
27,Long-Term Debt,-,292,241.2,286.26,231.55,224.62,237.08,240.1,40.95,40.94,40.94,40.91,-,-,-,-,5.01,5.01,5,5
28,Long-Term Leases,-,52.17,55.32,57.77,59.08,57.77,60.8,56.48,60.55,65.04,69.03,72.04,80.6,-,77.39,-,0.26,0.26,-,-
29,Long-Term Unearned Revenue,-,0.69,0.73,0.78,0.83,0.88,0.93,0.67,0.7,0.16,0.17,0.18,0.19,-,0.2,-,0.22,0.22,0.24,0.24
30,Long-Term Deferred Tax Liabilities,-,73.01,67.93,58.51,59.22,53.12,52.04,52.25,50.77,24.56,24.73,23.52,23.4,-,19.21,-,15.75,15.75,4.23,4.23
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.48,-,-,-,1.22,1.22
32,Total Liabilities,-,1001,957.14,797.69,818.16,623.15,532.93,619.37,472.05,442.99,439.9,340.87,377.68,-,302.22,-,152.38,152.38,147.37,147.37
33,Common Stock,-,159.96,158.53,158.53,158.53,158.25,158.25,112,112,112,112,80,80,-,60,-,60,60,60,60
34,Additional Paid-In Capital,-,941.54,923.14,917.13,915.22,907.02,901.67,931.24,922.23,915.62,910.11,940.27,940.27,-,187.42,-,187.42,187.42,183.2,183.2
35,Retained Earnings,-,184.16,173.55,178.23,163.56,174.96,161.98,176.1,180.87,151.55,122.81,110.44,100.66,-,73.16,-,53.22,53.22,5.69,5.69
36,Treasury Stock,-,-41.95,-41.95,-41.95,-41.95,-31.5,-18.63,-,-,-,-,-,-,-,-,-,-,-,-,-
37,Comprehensive Income & Other,-,-0.68,0.29,0.4,0.35,0.58,0.66,0.14,0.31,0.46,0.07,-0.22,-0.18,-,-0.11,-,-0.1,-0.1,-0.15,-0.15
38,Total Common Equity,1243,1243,1214,1212,1196,1209,1204,1219,1215,1180,1145,1130,1121,-,320.46,300.54,300.54,300.54,248.75,248.75
39,Minority Interest,-,15.23,19.98,11.32,10.7,-0.19,-3.02,-3.41,3.12,4.02,2.04,1.15,1.62,-,2.47,-,2.59,2.59,-2.33,-2.33
40,Shareholders' Equity,1258,1258,1234,1224,1206,1209,1201,1216,1219,1184,1147,1132,1122,-,322.94,303.13,303.13,303.13,246.42,246.42
41,Total Liabilities & Equity,-,2259,2191,2021,2025,1832,1734,1835,1691,1627,1587,1473,1500,-,625.16,-,455.51,455.51,393.79,393.79
42,Total Debt,571.18,571.18,525.28,478.74,461.69,353.03,319.8,470.16,270.37,280.01,295.5,219.18,230.19,-,134.33,34.24,34.24,34.24,33.2,33.2
43,Net Cash (Debt),30.43,30.43,103.22,148.67,131.98,266.84,393.68,453.43,451.63,480.45,561.49,611.46,659.09,-,-55.17,21.76,21.76,21.76,51.34,51.34
44,Net Cash Growth,-76.94%,-88.60%,-73.78%,-67.21%,-70.78%,-44.46%,-29.89%,-25.85%,-31.48%,-,-,2710.66%,2929.60%,-,-,-57.62%,-,-,-,-
45,Net Cash Per Share,0.19,0.20,0.66,0.91,0.77,1.55,1.92,3.33,2.90,3.23,3.39,4.02,5.52,-,-0.48,0.18,0.18,-,0.44,0.44
46,Filing Date Shares Outstanding,157.86,157.96,156.53,156.53,156.53,171.82,156.78,156.8,156.8,156.8,156.8,156.8,156.8,122.37,156.8,118.09,118.11,117.71,117.5,117.5
47,Total Common Shares Outstanding,157.96,157.96,156.53,156.53,156.53,171.82,158.15,156.8,156.8,156.8,156.8,156.8,156.8,122.37,117.6,118.09,118.11,117.71,117.5,117.5
48,Working Capital,-,617.37,577.72,656.28,595.87,748.85,857.96,911.45,746.46,772.7,826.36,868.94,853.41,-,103.91,-,145.78,145.78,144.55,144.55
49,Book Value Per Share,7.87,7.87,7.75,7.74,7.64,7.04,7.61,7.78,7.75,7.52,7.30,7.21,7.15,-,2.73,2.54,2.54,2.55,2.12,2.12
50,Tangible Book Value,1211,1211,1182,1186,1169,1182,1177,1192,1188,1152,1117,1102,1092,-,291.72,272.54,272.54,272.54,247.44,247.44
51,Tangible Book Value Per Share,7.66,7.66,7.55,7.58,7.47,6.88,7.44,7.60,7.57,7.34,7.12,7.03,6.96,-,2.48,2.31,2.31,2.32,2.11,2.11
52,Buildings,-,-,227.56,-,215.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
53,Machinery,-,-,496.15,-,407.95,-,307.81,-,285.31,-,261.88,-,181.87,-,144.87,-,-,-,79.03,79.03
54,Construction In Progress,-,-,51.94,-,101.07,-,209.78,-,141.75,-,54.17,-,38.15,-,27.66,-,-,-,4.64,4.64
