,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
21,Pretax Income,-5.73,16.73,-31.83,72.55,22.3,16.61,1.81,97.52,33.98,13.29,-15.2,41.32,35.92,-4.39,-4.39
22,Income Tax Expense,-11.36,-10.39,-10.21,-6.13,-5.9,-2.2,-2.22,9.08,0.67,0.13,-2.62,3.51,3.55,-1.18,-1.18
23,Earnings From Continuing Operations,5.64,27.13,-21.62,78.67,28.19,18.81,4.03,88.44,33.31,13.16,-12.59,37.8,32.36,-3.21,-3.21
24,Minority Interest in Earnings,-0.46,-1.69,-1.28,-0.91,-,-,-,-,-,-,-,-,-,-,-
25,Net Income,5.17,25.43,-22.9,77.77,28.19,18.81,4.03,88.44,33.31,13.16,-12.59,37.8,32.36,-3.21,-3.21
26,Net Income to Common,5.17,25.43,-22.9,77.77,28.19,18.81,4.03,88.44,33.31,13.16,-12.59,37.8,32.36,-3.21,-3.21
27,Net Income Growth,-81.65%,35.21%,-,-12.07%,-15.36%,42.97%,-,133.95%,2.92%,-,-,-,-,-,-
28,Shares Outstanding (Basic),195,191,208,205,200,198,202,204,166,143,157,157,150,150,150
29,Shares Outstanding (Diluted),198,191,208,205,200,198,202,204,166,143,157,157,150,150,150
30,Shares Change (YoY),-0.83%,-3.64%,3.26%,0.73%,20.15%,38.82%,28.13%,29.47%,11.06%,-4.72%,4.87%,-,-,-,-
31,EPS (Basic),0.03,0.13,-0.11,0.38,0.14,0.09,0.02,0.43,0.20,0.09,-0.08,0.24,0.22,-0.02,-0.02
32,EPS (Diluted),0.03,0.13,-0.11,0.38,0.14,0.09,0.02,0.43,0.20,0.09,-0.08,0.24,0.22,-0.02,-0.02
33,EPS Growth,-81.50%,40.32%,-,-12.70%,-29.55%,2.99%,-,80.69%,-7.33%,-,-,-,-,-,-
34,Free Cash Flow,20.95,-14.89,-93.51,-16.89,-59.58,-171.46,-48.56,42.67,-45.38,28.59,3.45,-20.03,-21.31,0.87,0.87
35,Free Cash Flow Per Share,0.11,-0.08,-0.45,-0.08,-0.30,-0.86,-0.24,0.21,-0.27,0.20,0.02,-0.13,-0.14,0.01,0.01
36,Dividend Per Share,-,-,-,0.440,-,-,-,0.400,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,10.00%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,58.79%,64.45%,68.64%,60.07%,58.70%,56.87%,88.59%,69.87%,65.61%,64.77%,69.94%,76.64%,80.23%,70.46%,70.46%
39,Operating Margin,-9.52%,-1.90%,-120.71%,15.24%,5.67%,-5.40%,-91.40%,31.54%,18.76%,18.48%,-116.55%,33.22%,50.39%,-24.83%,-24.83%
40,Profit Margin,4.48%,19.89%,-52.16%,35.10%,21.91%,17.83%,18.43%,49.35%,33.76%,20.56%,-91.70%,44.83%,47.25%,-14.17%,-14.17%
41,Free Cash Flow Margin,18.13%,-11.64%,-212.98%,-7.62%,-46.31%,-162.53%,-221.94%,23.81%,-45.99%,44.69%,25.12%,-23.75%,-31.11%,3.86%,3.86%
42,EBITDA,-6.07,5.05,-48.07,38.69,11.21,-1.58,-16.09,60.44,20.01,14.75,-14.51,29.5,35.8,-4.34,-4.34
43,EBITDA Margin,-5.25%,3.95%,-109.49%,17.46%,8.71%,-1.50%,-73.51%,33.72%,20.27%,23.05%,-105.68%,34.98%,52.26%,-19.16%,-19.16%
44,D&A For EBITDA,4.93,7.48,4.93,4.93,3.91,4.12,3.91,3.91,1.49,2.92,1.49,1.49,1.29,1.29,1.29
45,EBIT,-11,-2.44,-53,33.76,7.29,-5.7,-20,56.52,18.51,11.82,-16,28.01,34.52,-5.62,-5.62
46,EBIT Margin,-9.52%,-1.90%,-120.71%,15.24%,5.67%,-5.40%,-91.40%,31.54%,18.76%,18.48%,-116.55%,33.22%,50.39%,-24.83%,-24.83%
47,Effective Tax Rate,-,-,-,-,-,-,-,9.31%,1.96%,1.01%,-,8.50%,9.90%,-,-
48,Revenue as Reported,115.55,127.87,43.9,221.58,128.66,105.49,21.88,179.22,98.68,63.98,13.73,84.33,68.5,22.65,22.65
