,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
19,Pretax Income,-0.84,0.28,4.28,-22.16,-0.29,-0.27,1.51,-5.94,4.08,24.95,21.9,16.25,16.25,22.28,22.28
20,Income Tax Expense,0.27,-0.33,-0.05,-4.12,0.51,-0.92,0.17,-0.86,0.05,3.3,2.99,1.8,1.8,3.24,3.24
21,Earnings From Continuing Operations,-1.11,0.6,4.33,-18.04,-0.79,0.65,1.34,-5.08,4.02,21.65,18.9,14.45,14.45,19.04,19.04
22,Minority Interest in Earnings,0.05,0.03,0.02,0,0.04,0.01,-,-,-,-,-,-,-,-,-
23,Net Income,-1.06,0.63,4.35,-18.03,-0.75,0.67,1.34,-5.08,4.02,21.65,18.9,14.45,14.45,19.04,19.04
24,Net Income to Common,-1.06,0.63,4.35,-18.03,-0.75,0.67,1.34,-5.08,4.02,21.65,18.9,14.45,14.45,19.04,19.04
25,Net Income Growth,-,-5.07%,224.73%,-,-,-96.92%,-92.92%,-,-72.15%,13.70%,-0.74%,-,-,-,-
26,Shares Outstanding (Basic),50,50,50,50,50,50,50,38,38,37,38,38,38,37,37
27,Shares Outstanding (Diluted),50,50,50,50,50,50,50,38,38,37,38,38,38,37,37
28,Shares Change (YoY),0.47%,0.37%,0.73%,32.06%,32.59%,33.63%,33.15%,1.38%,-0.02%,0.41%,0.43%,-,-,-,-
29,EPS (Basic),-0.02,0.01,0.09,-0.36,-0.02,0.01,0.03,-0.13,0.11,0.58,0.50,0.39,0.39,0.51,0.51
30,EPS (Diluted),-0.02,0.01,0.09,-0.36,-0.02,0.01,0.03,-0.13,0.11,0.58,0.50,0.39,0.39,0.51,0.51
31,EPS Growth,-,-5.43%,222.39%,-,-,-97.69%,-94.68%,-,-72.14%,13.24%,-1.16%,-,-,-,-
32,Free Cash Flow,-6.89,1.92,-8.21,-6.39,-0.52,2.62,-34.68,-17.32,-27.39,2.97,-38.22,-22.19,-22.19,10.57,10.57
33,Free Cash Flow Per Share,-0.14,0.04,-0.16,-0.13,-0.01,0.05,-0.69,-0.46,-0.73,0.08,-1.02,-0.59,-0.59,0.28,0.28
34,Dividend Per Share,-,-,-,-,-,1.000,-,-,-,-,-,-,-,-,-
35,Gross Margin,36.95%,28.90%,36.17%,1.77%,35.17%,28.32%,29.35%,13.54%,41.24%,40.43%,40.52%,44.24%,44.24%,40.28%,40.28%
36,Operating Margin,0.54%,-2.96%,3.91%,-75.64%,-7.00%,-8.45%,-0.74%,-91.32%,9.77%,19.99%,31.32%,21.42%,21.42%,23.86%,23.86%
37,Profit Margin,-2.13%,1.06%,9.25%,-59.44%,-1.62%,1.24%,3.00%,-27.57%,8.73%,23.30%,26.01%,20.50%,20.50%,20.87%,20.87%
38,Free Cash Flow Margin,-13.82%,3.19%,-17.47%,-21.06%,-1.13%,4.88%,-77.69%,-94.03%,-59.41%,3.20%,-52.58%,-31.47%,-31.47%,11.58%,11.58%
39,EBITDA,1.66,0.27,3.23,-21.55,-1.75,-3.12,1.15,-15.34,5.81,20.03,24.08,16.52,16.52,22.97,22.97
40,EBITDA Margin,3.33%,0.46%,6.87%,-71.05%,-3.80%,-5.80%,2.57%,-83.29%,12.61%,21.55%,33.12%,23.43%,23.43%,25.18%,25.18%
41,D&A For EBITDA,1.39,2.05,1.39,1.39,1.48,1.42,1.48,1.48,1.31,1.45,1.31,1.41,1.41,1.2,1.2
42,EBIT,0.27,-1.77,1.84,-22.94,-3.23,-4.54,-0.33,-16.82,4.5,18.58,22.77,15.11,15.11,21.77,21.77
43,EBIT Margin,0.54%,-2.96%,3.91%,-75.64%,-7.00%,-8.45%,-0.74%,-91.32%,9.77%,19.99%,31.32%,21.42%,21.42%,23.86%,23.86%
44,Effective Tax Rate,-,-,-,-,-,-,11.14%,-,1.25%,13.22%,13.66%,11.09%,11.09%,14.52%,14.52%
45,Revenue as Reported,49.88,60,46.98,30.33,46.14,53.72,44.64,18.42,46.11,92.94,72.69,323.51,-,-,-
