,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
37,Total Debt,17.38,18.23,19.32,20.39,23.49,25.05,33.14,56.21,-,68.04,31.82,31.82,31.82,30.64,30.64
38,Net Cash (Debt),379.6,385.82,398.5,401.81,402.1,446.86,452.01,483.65,-,90.79,138.65,138.65,138.68,194.65,194.65
39,Net Cash Growth,-5.60%,-13.66%,-11.84%,-16.92%,-,392.20%,226.01%,248.82%,-,-53.36%,-28.77%,-,-,-,-
40,Net Cash Per Share,7.60,7.67,7.92,8.00,8.09,8.92,9.05,12.72,-,2.42,3.70,3.70,3.70,5.21,5.21
41,Filing Date Shares Outstanding,50,50,50,50,50,50,50,50,37.5,37.5,37.5,37.5,37.5,37.5,37.5
42,Total Common Shares Outstanding,50,50,50,50,50,50,50,50,37.5,37.5,37.5,37.5,37.5,37.5,37.5
43,Working Capital,553.6,560.98,567.65,577.19,601.86,661.37,672.59,673.03,-,299.53,-,292.68,292.68,315.15,315.15
44,Book Value Per Share,17.11,17.14,17.13,17.05,17.33,18.35,18.36,18.34,-,13.11,12.02,12.02,12.02,11.25,11.25
45,Tangible Book Value,839.14,840.37,840.09,830.4,844.99,895.6,896.09,894.76,-,469.25,428.1,428.1,428.1,399.01,399.01
46,Tangible Book Value Per Share,16.78,16.81,16.80,16.61,16.90,17.91,17.92,17.90,-,12.51,11.42,11.42,11.42,10.64,10.64
47,Buildings,-,150.51,-,129.4,-,18.57,-,18.57,-,-,-,18.57,-,18.57,18.57
48,Machinery,-,48.35,-,48.36,-,47.99,-,46.98,-,-,-,44.97,-,38.05,38.05
49,Construction In Progress,-,76.89,-,91.38,-,185.85,-,173.21,-,-,-,85.89,-,34.88,34.88
