,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
14,EV/FCF Ratio,-54.23,-42.59,-34.45,-,-,-,10.41,10.71,4.53,5.19,-,12.89,35.92,-,-,-,-,-,-,-
15,Debt / Equity Ratio,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,-,0.05,0.11,0.11,0.11,0.14,0.14
16,Debt / EBITDA Ratio,0.18,0.27,0.16,0.29,0.10,0.12,0.16,0.21,0.67,0.20,0.21,0.18,0.26,-,0.09,0.13,0.17,0.17,0.29,0.29
17,Debt / FCF Ratio,-,-0.84,-0.64,-,-,-,0.13,0.22,0.12,0.18,-,0.14,0.31,-,0.16,-,0.60,2.56,-,-
18,Asset Turnover,0.23,0.29,0.24,0.33,0.32,0.29,0.25,0.27,0.32,0.34,0.35,-,-,-,-,1.24,1.46,0.89,-,
19,Inventory Turnover,6.07,5.55,7.32,5.92,7.38,6.71,6.99,5.10,5.74,4.35,4.63,3.71,-,-,-,-,7.27,8.33,4.45,-
20,Quick Ratio,6.05,6.05,6.50,6.49,6.26,3.98,6.86,7.34,6.12,6.26,6.00,6.07,5.45,-,1.55,-,1.27,1.27,1.40,1.40
21,Current Ratio,7.30,7.30,6.80,7.62,6.56,6.91,7.21,7.70,6.42,6.61,6.39,6.55,5.98,-,1.90,-,1.58,1.58,1.78,1.78
22,Return on Equity (ROE),1.74%,2.71%,2.97%,4.66%,6.12%,6.11%,8.28%,2.72%,9.13%,9.64%,11.05%,-,-,43.17%,74.39%,51.98%,59.75%,39.70%,-,
23,Return on Assets (ROA),0.58%,0.99%,0.74%,3.20%,2.91%,2.67%,4.09%,0.39%,5.24%,4.67%,5.91%,-,-,-,-,20.51%,24.15%,14.52%,-,
24,Return on Capital (ROIC),0.66%,1.13%,0.85%,3.65%,3.29%,2.98%,4.60%,0.45%,6.13%,5.48%,6.96%,-,-,30.11%,47.16%,35.80%,40.77%,23.42%,-,
25,Return on Capital Employed (ROCE),2.24%,2.49%,3.51%,4.16%,5.63%,4.41%,5.52%,6.37%,7.36%,8.73%,9.60%,10.99%,13.82%,-,47.40%,-,44.26%,29.46%,19.56%,9.78%
26,Earnings Yield,2.58%,2.62%,3.89%,4.01%,4.11%,3.68%,3.98%,4.07%,5.14%,6.18%,5.35%,4.57%,4.50%,-,-,-,-,-,-,-
27,FCF Yield,-0.76%,-0.77%,-1.09%,-1.10%,-0.05%,2.23%,5.74%,4.92%,9.82%,8.75%,6.34%,7.18%,2.61%,-,-,-,-,-,-,-
28,Dividend Yield,1.32%,-,-,-,1.06%,-,-,-,1.52%,-,-,-,1.31%,-,-,-,-,-,-,-
29,Payout Ratio,44.33%,-,229.86%,-,-,3.27%,157.66%,-,-,-,146.03%,-,-,0.02%,0.09%,0.25%,0.43%,0.43%,3.91%,3.91%
30,Buyback Yield / Dilution,0.78%,0.65%,2.89%,-0.93%,0.50%,-0.24%,-1.79%,0.96%,-19.99%,-33.52%,-31.40%,-34.49%,-11.12%,-0.32%,0.14%,0.60%,-,-,-,-
31,Total Shareholder Return,2.10%,0.65%,2.89%,-0.93%,1.56%,-0.24%,-1.79%,0.96%,-18.47%,-33.52%,-31.40%,-34.49%,-9.82%,-0.32%,0.14%,0.60%,-,-,-,-
