,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
23,Current Unearned Revenue,1.91,0.93,3.59,1.45,2.47,5.12,0.7,28.39,48.01,64.94,50.49,11.22,-,11.4,-,0.94,0.94,1.61,1.61
24,Other Current Liabilities,0.77,2.78,1.15,2.84,3.18,2.3,2.24,2.16,3.19,1.46,0.13,4.48,-,22.23,-,29.16,29.16,9.94,9.94
25,Total Current Liabilities,238.15,248.86,211.62,241.92,228.81,199.17,182.9,236.18,274.29,277.49,272.55,291.39,-,371.46,-,382.81,382.81,243.67,243.67
26,Long-Term Debt,-,-,-,-,-,5.86,5.8,5.74,5.68,5.62,5.55,5.49,-,5.37,-,5.25,5.25,5.13,5.13
27,Long-Term Leases,3.42,5.43,9.65,9.65,9.02,9.08,15.66,12.77,27.06,27.75,28.43,29.11,-,15.41,-,-,-,-,-
28,Long-Term Unearned Revenue,16.84,17.71,18.6,19.51,20.83,16.42,16.87,18.3,19.05,19.46,20.84,14.8,-,17.94,-,18.35,18.35,20.84,20.84
29,Long-Term Deferred Tax Liabilities,17.78,18.29,17.02,17.74,17.45,17.32,17.39,14.74,18.67,18.67,19.51,18.3,-,14.96,-,10.53,10.53,3.47,3.47
30,Other Long-Term Liabilities,3.1,3.1,2.1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,Total Liabilities,279.29,293.4,258.98,289.82,276.1,247.85,238.63,287.73,344.75,348.99,346.88,359.1,-,425.15,-,416.94,416.94,273.11,273.11
32,Common Stock,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,-,60.91,-,60.91,60.91,60.91,60.91
33,Additional Paid-In Capital,1030,1028,1026,1024,1029,1026,1022,1019,1016,1013,1013,1013,-,1.77,-,1.77,1.77,1.77,1.77
34,Retained Earnings,759.09,751,767.47,753.57,731.95,703.48,716.25,678.98,666.95,627.17,646.37,598.92,-,516.05,-,378.87,378.87,264.11,264.11
35,Treasury Stock,-20.05,-10.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Total Common Equity,1850,1850,1874,1859,1842,1810,1820,1779,1764,1722,1741,1693,-,578.73,441.55,441.55,441.55,326.78,326.78
37,Minority Interest,0.19,0.21,0.27,0.3,0.35,0.85,0.95,-,-,-,-,-,-,-,-,-,-,-,-
38,Shareholders' Equity,1850,1850,1875,1859,1843,1811,1821,1779,1764,1722,1741,1693,-,578.73,441.55,441.55,441.55,326.78,326.78
39,Total Liabilities & Equity,2129,2143,2134,2149,2119,2059,2059,2067,2108,2071,2088,2053,-,1004,-,858.5,858.5,599.89,599.89
40,Total Debt,13.84,13.88,16.33,17.91,15.48,21.48,35.39,31.89,41.37,40.91,40.44,39.96,-,27.71,50.28,50.28,50.28,45.15,45.15
41,Net Cash (Debt),1288,1442,1230,1322,744.51,1186,1185,1273,1521,1447,1499,1376,-,303.64,271.07,271.07,271.07,123.4,123.4
42,Net Cash Growth,73.00%,21.58%,3.76%,3.81%,-51.07%,-17.99%,-20.89%,-7.44%,-,376.44%,452.85%,407.47%,-,146.06%,119.67%,-,-,-,-
43,Net Cash Per Share,15.93,18.17,15.04,16.44,9.15,14.52,14.63,15.76,18.75,18.02,18.32,20.43,-,4.97,4.46,4.47,4.47,2.02,2.02
44,Filing Date Shares Outstanding,80.4,80.65,81.21,81.14,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,60.79,60.91,60.83,60.91,60.91,60.91,60.91
45,Total Common Shares Outstanding,80.4,80.81,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,81.21,60.79,60.91,60.83,60.91,60.91,60.91,60.91
46,Working Capital,1501,1443,1401,1346,1352,1236,1226,1279,1539,1495,1512,1451,-,336.09,-,222.45,222.45,190.25,190.25
47,Book Value Per Share,23.01,22.89,23.08,22.89,22.69,22.29,22.41,21.91,21.72,21.20,21.44,20.85,-,9.50,7.25,7.25,7.25,5.37,5.37
48,Tangible Book Value,1815,1815,1839,1823,1807,1782,1791,1750,1735,1693,1711,1664,-,548.87,411.25,411.25,411.25,299.32,299.32
49,Tangible Book Value Per Share,22.58,22.45,22.65,22.45,22.25,21.94,22.06,21.56,21.36,20.84,21.07,20.49,-,9.01,6.75,6.75,6.75,4.91,4.91
50,Buildings,-,105.94,-,105.94,-,64.63,-,64.63,-,64.63,-,64.63,-,63.72,-,42.19,42.19,40.61,40.61
51,Machinery,-,326.16,-,303.02,-,289.39,-,285.71,-,290.87,-,293.38,-,267.55,-,210.86,210.86,139.9,139.9
52,Construction In Progress,-,67.8,-,4.1,-,11.23,-,4.43,-,5.99,-,6.86,-,20.08,-,53.19,53.19,25.47,25.47
