,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,14.74,13.37,23.48,10.11,12.47,12.07,7.62,5.33,7.99,4.65,17.36,3.46,4.18,1.6,-,2.26,-,-,-
10,Total Current Assets,1039,1144,1115,1146,1129,1172,1149,1124,1118,1156,1108,1116,1069,1098,-,617.13,-,-,-
11,"Property, Plant & Equipment",182.76,169.13,153.85,142.88,112.43,107.4,111.02,106.68,73.37,55.44,44.52,45.1,46.25,47.15,-,47.28,-,-,-
12,Other Intangible Assets,72.3,72.71,73.12,73.55,73.81,74.22,74.44,67.88,67.98,35.06,35.29,35.5,13.43,13.54,-,13.77,-,-,-
13,Long-Term Accounts Receivable,-,14.12,-,14.09,-,14.62,-,11.67,-,14.29,-,-,-,11.01,-,-,-,-,-
14,Long-Term Deferred Tax Assets,17.03,16.93,15.15,16.16,12.07,11.68,11.7,10.46,9.15,7.28,6.55,6.93,4.07,3.62,-,3.43,-,-,-
15,Long-Term Deferred Charges,5.26,0.02,0.02,-,-,-,-,-,0,0.01,0.04,0.08,0.13,0.18,-,0.3,-,-,-
16,Other Long-Term Assets,58.57,1.47,15.07,1.57,14.33,0.3,14.55,0.3,14.95,0,19.43,11.71,11.77,0.28,-,8.06,-,-,-
17,Total Assets,1375,1418,1372,1395,1342,1380,1360,1321,1283,1269,1214,1215,1144,1173,-,689.96,-,-,-
18,Accounts Payable,114.05,126.09,104.01,120.19,102.47,107.43,102.44,101.66,73.14,82.97,71.06,88.39,72.13,72.62,-,89.65,-,-,-
19,Accrued Expenses,12.71,14.53,9.73,17.44,10.5,13.74,7.48,20.74,9.98,20.42,6.71,19.13,9.21,14.17,-,16.01,-,-,-
20,Current Portion of Leases,0.09,0.09,0.09,0.09,-,0.18,0.18,0.18,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,6.09,3.2,2.25,8.64,3.96,3.48,12.79,13.86,27.84,11.08,17.43,9.93,8.54,7.41,-,9.78,-,-,-
22,Current Unearned Revenue,11.51,13.01,7.18,7.17,13.16,18,25.39,16.58,17.57,14.54,7.71,18.19,12.56,6.17,-,18.14,-,-,-
23,Other Current Liabilities,1.65,42.87,0.45,0.43,0.55,49.73,0.48,0.54,0.48,27.92,0.08,0.07,0.04,0.11,-,0.07,-,-,-
24,Total Current Liabilities,146.11,199.78,123.72,153.96,130.64,192.55,148.76,153.54,129,156.93,102.99,135.72,102.49,100.48,-,133.66,-,-,-
25,Long-Term Leases,0,0,0,0,0.08,0.09,0.09,0.09,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,11.01,11.07,11.13,11.19,7.01,7.04,7.08,4.26,4.28,-,-,-,-,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,1.66,1.73,1.77,1.75,0.76,0.79,0.84,0.79,0.62,0.8,0.58,0.17,0.63,-,-,-,-,-,-
28,Total Liabilities,158.78,212.58,136.61,166.89,138.49,200.48,156.77,158.67,133.9,157.73,103.57,135.89,103.12,100.48,-,133.66,-,-,-
29,Common Stock,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,-,104.46,-,-,-
30,Additional Paid-In Capital,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,541.61,-,125.81,-,-,-
31,Retained Earnings,538.32,525.14,542.55,534.97,511.49,488.28,512.69,471.44,458.87,421.09,421.03,390.16,352.74,384.77,-,319.66,-,-,-
32,Treasury Stock,-16.26,-13.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Comprehensive Income & Other,13.59,12.98,12.38,11.77,11.23,10.75,10.04,9.7,9.3,8.87,8.47,8.04,7.63,7.24,-,6.38,-,-,-
34,Shareholders' Equity,1217,1206,1236,1228,1204,1180,1204,1162,1149,1111,1110,1079,1041,1073,556.3,556.3,-,-,408.99
35,Total Liabilities & Equity,1375,1418,1372,1395,1342,1380,1360,1321,1283,1269,1214,1215,1144,1173,-,689.96,-,-,-
36,Total Debt,0.09,0.09,0.09,0.09,0.08,0.26,0.26,0.26,-,-,-,-,-,-,-,-,-,-,-
37,Net Cash (Debt),529.39,638.91,657.15,695.16,672.75,730.51,710.88,713.43,715.03,806.96,785.7,782.57,731.66,796.43,313,313,-,-,220.24
38,Net Cash Growth,-21.31%,-12.54%,-7.56%,-2.56%,-5.91%,-9.47%,-9.52%,-8.84%,-2.27%,1.32%,151.02%,150.02%,-,-,42.12%,-,-,-,-
39,Net Cash Per Share,3.84,4.60,4.72,4.99,4.83,5.24,5.10,5.12,5.13,5.79,5.64,5.62,5.73,6.86,3.00,2.98,-,-,-
40,Filing Date Shares Outstanding,138.01,138.16,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,104.46,104.46,104.56,103.88,-
41,Total Common Shares Outstanding,138.01,138.16,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,139.28,104.46,104.46,104.56,103.88,-
42,Working Capital,893.29,944.02,991.51,992.32,998.83,979.62,999.93,970.17,988.51,999.56,1005,979.95,966.23,997.11,-,483.47,-,-,-
43,Book Value Per Share,8.81,8.73,8.87,8.81,8.64,8.47,8.64,8.34,8.25,7.98,7.97,7.75,7.48,7.70,5.33,5.33,-,-,3.90
44,Tangible Book Value,1144,1133,1163,1154,1130,1106,1129,1094,1081,1076,1075,1044,1028,1059,542.54,542.54,-,-,395.4
45,Tangible Book Value Per Share,8.29,8.20,8.35,8.29,8.11,7.94,8.11,7.86,7.76,7.72,7.72,7.49,7.38,7.61,5.19,5.19,-,-,3.77
46,Buildings,-,115.97,-,115.97,-,50.67,-,50.67,-,50.67,-,50.67,-,50.67,-,50.67,-,-,-
47,Machinery,-,38.05,-,37.46,-,28.59,-,28.38,-,24.92,-,24.57,-,24.37,-,22.45,-,-,-
48,Construction In Progress,-,59.88,-,30.53,-,65.3,-,62.41,-,12.74,-,0.48,-,0.54,-,0.29,-,-,-
