,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
17,Asset Turnover,0.23,0.28,0.15,0.29,0.28,0.25,0.30,0.26,0.35,0.28,0.25,0.46,0.31,-,-,-,-,-,-,
18,Inventory Turnover,1.22,1.08,1.35,0.81,1.48,1.93,1.64,1.71,1.77,2.02,1.68,1.47,2.63,1.77,-,-,-,-,-,-
19,Quick Ratio,5.98,5.98,4.91,7.74,6.61,7.75,5.48,7.00,6.59,7.87,6.73,9.72,7.57,9.50,10.12,-,3.92,-,-,-
20,Current Ratio,7.11,7.11,5.73,9.01,7.45,8.65,6.09,7.72,7.32,8.66,7.37,10.76,8.22,10.43,10.92,-,4.62,-,-,-
21,Return on Equity (ROE),4.35%,7.99%,2.46%,7.73%,7.79%,8.17%,13.94%,4.35%,13.37%,10.05%,11.28%,14.12%,14.23%,20.87%,16.26%,-,-,-,-,
22,Return on Assets (ROA),2.78%,4.04%,1.40%,3.47%,5.02%,4.00%,8.42%,0.92%,8.37%,4.46%,6.63%,9.33%,8.07%,-,-,-,-,-,-,
23,Return on Capital (ROIC),3.20%,4.62%,1.57%,3.90%,5.74%,4.59%,9.54%,1.04%,9.45%,4.99%,7.35%,10.38%,8.85%,14.08%,11.89%,-,-,-,-,
24,Return on Capital Employed (ROCE),5.27%,5.27%,6.29%,6.08%,9.14%,8.19%,9.64%,9.48%,8.73%,12.22%,12.21%,14.36%,14.25%,15.71%,17.86%,-,33.82%,-,-,-
25,Earnings Yield,3.44%,3.09%,4.83%,4.08%,4.45%,3.68%,3.18%,4.02%,5.02%,6.20%,5.11%,4.63%,4.18%,4.16%,4.22%,-,-,-,-,-
26,FCF Yield,-2.86%,-2.56%,-0.74%,-0.47%,0.85%,-1.11%,-2.11%,-1.92%,-2.28%,-0.16%,2.50%,1.98%,2.19%,1.73%,2.82%,-,-,-,-,-
27,Dividend Yield,2.07%,-,-,-,1.72%,-,-,-,2.34%,-,-,-,0.88%,-,-,-,-,-,-,-
28,Payout Ratio,60.89%,317.02%,-,-,-,210.03%,-,-,-,73.73%,-,-,-,185.16%,-,-,-,-,-,-
29,Buyback Yield / Dilution,0.29%,0.88%,0.31%,-0.04%,-0.01%,0.01%,-0.02%,0.01%,-0.05%,-9.07%,-19.98%,-33.36%,-32.44%,-22.11%,-11.75%,-,-,-,-,-
30,Total Shareholder Return,2.36%,0.88%,0.31%,-0.04%,1.71%,0.01%,-0.02%,0.01%,2.29%,-9.07%,-19.98%,-33.36%,-31.56%,-22.11%,-11.75%,-,-,-,-,-
