,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
21,Current Portion of Leases,-,8.88,9.22,9.9,8.24,7.36,6.67,5.01,7.24,5.82,5.99,3.59,2.87,1.83,2.19,-,-,-,-,-
22,Current Income Taxes Payable,-,12.56,1.33,13.43,1.68,11.94,1.29,14.03,2.1,14.11,0.72,7.46,2.47,8.62,5.19,-,4.42,-,1.25,1.25
23,Current Unearned Revenue,-,2.2,1.6,0.94,1.27,2.54,1.47,5.08,6.6,2.83,2.32,1.1,7.96,3.33,1.8,-,5.89,-,7.45,7.45
24,Other Current Liabilities,-,6.48,68.97,7.42,13.58,5.35,10.72,4.23,13.36,3.72,6.11,3.16,6.7,2.3,18.33,-,19.9,-,8.92,8.92
25,Total Current Liabilities,-,208.14,159.1,106.74,141.81,116.65,112.59,93.77,130.44,82.93,78.74,43.09,58.98,54.62,54.29,-,53.22,-,57.91,57.91
26,Long-Term Leases,-,12.9,14.74,16.03,7.68,9.79,10.77,13.93,12.07,12.76,7.6,5.3,5.64,5.42,5.99,-,-,-,-,-
27,Long-Term Unearned Revenue,-,16.93,17.81,15.69,16.06,10.73,13.35,15.96,15.93,12.82,13.16,13.67,13.89,12.4,12.6,-,12.76,-,11.75,11.75
28,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,0.01,0.03,1.42,1.15,0.2,0.09,0.08,0.12,-,0.15,-,0.21,0.21
29,Other Long-Term Liabilities,-,41.28,37.74,37.88,34.33,34.09,27.15,24.93,20,16.63,16.06,13.84,11.75,11.17,10.28,-,10.11,-,8.29,8.29
30,Total Liabilities,-,279.26,229.38,176.33,199.88,171.26,163.85,148.62,178.46,126.56,116.72,76.09,90.36,83.69,83.28,-,76.25,-,78.16,78.16
31,Common Stock,-,134.59,134.59,134.03,134.03,133.96,133.96,133.34,133.34,133.34,133.34,133.34,133.34,100,100,-,100,-,100,100
32,Additional Paid-In Capital,-,1075,1121,1093,1069,1047,1043,1024,1019,1010,1005,1001,997.01,370.83,369.94,-,368.25,-,366.67,366.67
33,Retained Earnings,-,173.44,141.8,179.28,176.52,164.07,156.96,135.43,118.66,105.75,102.24,125.91,122.5,86.22,74.63,-,65.47,-,29.23,29.23
34,Comprehensive Income & Other,-,-0.07,-1.25,-1.14,0.16,-1.73,0.33,-2.37,-2.87,-5.76,-5.66,-5.64,-4.24,-0.84,-0.78,-,0.57,-,0.32,0.32
35,Total Common Equity,1383,1383,1396,1405,1380,1343,1334,1291,1268,1243,1235,1255,1249,556.21,543.79,534.29,534.29,496.21,496.21,496.21
36,Minority Interest,-,14.77,15.1,14.97,15.17,12.61,13.59,13.81,13.85,11.94,10.83,10.37,10.26,12.29,11.67,-,10.51,-,10.31,10.31
37,Shareholders' Equity,1397,1397,1411,1420,1395,1356,1348,1305,1282,1255,1246,1265,1259,568.5,555.46,544.8,544.8,506.52,506.52,506.52
38,Total Liabilities & Equity,-,1677,1640,1596,1595,1527,1512,1453,1460,1382,1363,1341,1349,652.19,638.74,-,621.04,-,584.68,584.68
39,Total Debt,110.06,110.06,67.34,26,16.64,17.15,17.43,18.94,19.31,18.58,13.6,8.89,8.51,7.25,8.18,-,-,-,-,-
40,Net Cash (Debt),257.23,257.23,322.8,423.51,561.51,504.02,561.94,613.81,654.26,656.97,722.45,763.31,804.34,157.74,171.72,176.79,176.79,130.29,130.29,130.29
41,Net Cash Growth,-54.19%,-48.96%,-42.56%,-31.00%,-14.18%,-23.28%,-22.22%,-19.59%,-18.66%,316.49%,320.71%,331.76%,354.97%,21.07%,31.80%,35.69%,-,-,-,-
42,Net Cash Per Share,1.93,2.21,2.22,3.07,4.03,3.70,4.19,4.45,5.81,3.74,5.17,6.72,6.79,1.70,1.73,1.69,1.93,1.33,1.30,1.30
43,Filing Date Shares Outstanding,133.37,134.59,134.59,134.03,134.03,133.96,133.96,133.34,133.34,133.34,133.34,133.34,133.34,133.34,100,104.56,100,98.11,100,100
44,Total Common Shares Outstanding,133.37,134.59,134.59,134.03,134.03,133.96,133.96,133.34,133.34,133.34,133.34,133.34,133.34,100,100,104.56,100,98.11,100,100
45,Working Capital,-,738.72,802.16,870.8,866.37,827.61,863.24,901.36,888.34,897.51,916.05,938.08,937.92,286.51,285.69,-,282.72,-,244.52,244.52
46,Book Value Per Share,10.27,10.27,10.37,10.48,10.30,10.03,9.96,9.68,9.51,9.32,9.26,9.41,9.36,5.56,5.44,5.34,5.34,4.96,4.96,4.96
47,Tangible Book Value,1246,1246,1257,1264,1237,1194,1204,1156,1133,1115,1105,1122,1117,437.08,425,419.61,419.61,380.74,380.74,380.74
48,Tangible Book Value Per Share,9.25,9.25,9.34,9.43,9.23,8.91,8.99,8.67,8.50,8.36,8.29,8.42,8.38,4.37,4.25,4.20,4.20,3.81,3.81,3.81
49,Buildings,-,-,145.01,-,144.99,-,141.32,-,102.14,-,102.14,-,102.14,-,90.29,-,90.29,-,83.68,83.68
50,Machinery,-,-,132.14,-,118.41,-,105.67,-,96.2,-,80.21,-,76.09,-,69.81,-,55.67,-,47.82,47.82
51,Construction In Progress,-,-,112.13,-,31.47,-,29.67,-,66.44,-,35.83,-,31.87,-,13.05,-,16.24,-,9.2,9.2
