,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,420.55,70.39,119.18,131.41,114.45,92.25,91.63,81.73,89.97,83.22,64.88,54.66,45.66,46.59,44.84,37,23.66,49.91,34.83,34.83
10,Operating Income,-18.63,34.73,-7.01,-2.06,13.13,5.39,13.14,13.85,-4.23,1.46,-10.9,1.94,17.19,19.94,0.97,11.67,37.38,-1.32,-8.95,-8.95
11,Interest Expense,-5.76,-0.61,-0.2,-0.13,-0.15,-0.17,-0.19,-0.2,-3.33,-0.16,-0.21,-0.09,-0.14,-,-0.12,-0.07,-,-0.87,-,-
12,Interest & Investment Income,0.95,2.37,1.57,1.82,0.93,1.44,2.47,1.78,-,5,7.5,3.04,0.9,0.4,0.09,0.58,1.6,-,0.33,0.33
13,Currency Exchange Gain (Loss),-,-,-,-,0.56,-,-,-,0.74,0,-0,-,-2.41,0.81,-0.81,-,-1.15,-0.11,0.06,0.06
14,Other Non Operating Income (Expenses),0.33,-0.78,-0.08,-0.09,-0.68,-1.06,1.61,-0.44,-1.09,0.69,0.24,-0.3,0.86,-0.94,-0.82,0.63,0.73,-0.67,0.07,0.07
15,EBT Excluding Unusual Items,-23.12,35.71,-5.72,-0.46,13.81,5.6,17.03,14.98,-7.91,7,-3.37,4.59,16.41,20.21,-0.69,12.82,38.58,-2.98,-8.5,-8.5
16,Impairment of Goodwill,-,-,-,-,-11.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Investments,-4.6,0.67,1.78,2.15,2.01,1.74,1.81,2.35,7.08,-0.36,0.21,0.84,-0.03,0.06,0.01,-,-0.12,0.02,0.05,0.05
18,Gain (Loss) on Sale of Assets,-0.16,0.03,0.09,0.03,0.03,-0.25,-0.01,-0.49,0.22,-0.03,-0.01,-0.04,0.1,0,-0,0.24,-0.34,0.61,-0.04,-0.04
19,Asset Writedown,4.2,-4.2,2.04,-2.04,4.07,-4.24,1.8,-1.8,2.59,-2.6,1.5,-1.5,4.92,-4.92,1.83,-1.83,5.93,-5.93,-,-
20,Other Unusual Items,-,0.26,-0.26,-0,7.02,0.24,-0.24,-,8.8,-0.33,0.33,-,8.59,-0,0,-,5.65,-0.94,0.47,0.47
21,Pretax Income,-23.68,32.48,-2.07,-0.32,15.4,3.09,20.39,15.04,10.78,3.67,-1.34,3.88,29.98,15.35,1.15,11.23,49.69,-9.21,-8.02,-8.02
22,Income Tax Expense,-8.04,1.09,-5.09,-2.87,0.11,-4.66,-0.89,-1.43,-4.01,-0.96,-3.46,0.36,-7.25,3.13,0.28,1.78,2.38,0.62,0.38,0.38
23,Earnings From Continuing Operations,-15.64,31.39,3.02,2.55,15.28,7.74,21.28,16.47,14.79,4.63,2.12,3.51,37.23,12.21,0.87,9.46,47.31,-9.83,-8.39,-8.39
24,Minority Interest in Earnings,-0.34,0.26,-0.12,0.21,-2.62,-0.64,0.26,0.08,-1.71,-1.11,-0.46,-0.11,-0.95,-0.63,-1.11,-0.05,-0.98,-0.26,-0.47,-0.47
25,Net Income,-15.98,31.64,2.9,2.76,12.67,7.11,21.53,16.55,13.08,3.51,1.66,3.41,36.29,11.59,-0.25,9.41,46.33,-10.09,-8.87,-8.87
26,Net Income to Common,-15.98,31.64,2.9,2.76,12.67,7.11,21.53,16.55,13.08,3.51,1.66,3.41,36.29,11.59,-0.25,9.41,46.33,-10.09,-8.87,-8.87
27,Net Income Growth,-,345.17%,-86.52%,-83.32%,-3.18%,102.23%,1196.71%,385.71%,-63.95%,-69.66%,-,-63.80%,-21.68%,-,-,-,-,-,-,-
28,Shares Outstanding (Basic),133,117,145,138,139,136,125,138,113,176,140,114,118,93,99,105,92,98,100,100
29,Shares Outstanding (Diluted),133,117,145,138,139,136,134,138,113,176,140,114,118,93,99,105,92,98,100,100
30,Shares Change (YoY),-4.37%,-14.33%,8.21%,0.06%,23.95%,-22.56%,-4.08%,21.43%,-4.95%,89.41%,41.09%,8.60%,29.31%,-5.43%,-0.91%,4.56%,-,-,-,-
31,EPS (Basic),-0.12,0.27,0.02,0.02,0.09,0.05,0.17,0.12,0.12,0.02,0.01,0.03,0.31,0.12,-0.00,0.09,0.51,-0.10,-0.09,-0.09
32,EPS (Diluted),-0.12,0.27,0.02,0.02,0.09,0.05,0.16,0.12,0.12,0.02,0.01,0.03,0.31,0.12,-0.00,0.09,0.51,-0.10,-0.09,-0.09
33,EPS Growth,-,419.63%,-87.54%,-83.33%,-21.89%,161.13%,1251.90%,300.00%,-62.07%,-83.98%,-,-66.67%,-39.43%,-,-,-,-,-,-,-
34,Free Cash Flow,-,-64.17,-95.07,-128.67,56.92,-59.63,-68.13,-49.58,-8.25,-59.16,-9.29,-43.97,-20.42,-12.03,-9.7,16.69,65.96,-23.75,-16.26,-16.26
35,Free Cash Flow Per Share,-,-0.55,-0.66,-0.93,0.41,-0.44,-0.51,-0.36,-0.07,-0.34,-0.07,-0.39,-0.17,-0.13,-0.10,0.16,0.72,-0.24,-0.16,-0.16
36,Dividend Per Share,-,-,-,-,0.300,-,-,-,-,-,-,-,0.190,-,-,-,-,-,-,-
37,Gross Margin,162.06%,71.50%,60.89%,76.40%,51.14%,69.98%,64.04%,76.17%,52.12%,74.65%,62.95%,69.36%,53.29%,80.93%,60.94%,67.84%,54.69%,83.44%,55.39%,55.39%
38,Operating Margin,-7.51%,23.62%,-3.81%,-1.22%,5.26%,3.86%,8.03%,11.03%,-2.57%,1.28%,-12.71%,2.38%,14.58%,24.26%,1.29%,16.27%,33.50%,-2.27%,-19.17%,-19.17%
39,Profit Margin,-6.44%,21.52%,1.58%,1.63%,5.08%,5.09%,13.16%,13.19%,7.95%,3.10%,1.94%,4.17%,30.77%,14.09%,-0.33%,13.12%,41.51%,-17.33%,-18.98%,-18.98%
40,Free Cash Flow Margin,-,-43.64%,-51.60%,-76.00%,22.81%,-42.74%,-41.64%,-39.51%,-5.02%,-52.16%,-10.84%,-53.87%,-17.31%,-14.63%,-12.91%,23.27%,59.10%,-40.79%,-34.81%,-34.81%
41,EBITDA,-10.52,42.84,1.97,6.06,21.25,12.39,21.84,20.85,2.77,6.69,-4.5,7.18,22.43,24.29,5.97,16.03,41.74,1.84,-5.79,-5.79
42,EBITDA Margin,-4.24%,29.14%,1.07%,3.58%,8.52%,8.88%,13.35%,16.61%,1.69%,5.90%,-5.25%,8.80%,19.02%,29.55%,7.94%,22.34%,37.40%,3.16%,-12.39%,-12.39%
43,D&A For EBITDA,8.11,8.11,8.98,8.11,8.11,7,8.7,7,7,5.24,6.4,5.24,5.24,4.35,5,4.35,4.35,3.16,3.16,3.16
44,EBIT,-18.63,34.73,-7.01,-2.06,13.13,5.39,13.14,13.85,-4.23,1.46,-10.9,1.94,17.19,19.94,0.97,11.67,37.38,-1.32,-8.95,-8.95
45,EBIT Margin,-7.51%,23.62%,-3.81%,-1.22%,5.26%,3.86%,8.03%,11.03%,-2.57%,1.28%,-12.71%,2.38%,14.58%,24.26%,1.29%,16.27%,33.50%,-2.27%,-19.17%,-19.17%
46,Effective Tax Rate,-,3.36%,-,-,0.72%,-,-,-,-,-,-,9.33%,-,20.42%,24.45%,15.81%,4.78%,-,-,-
47,Revenue as Reported,-,147.03,184.23,169.3,249.49,139.51,163.6,125.49,164.49,113.42,85.74,81.61,117.94,82.21,75.17,71.73,263.28,-,46.72,46.72
