,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
28,Total Liabilities,-,437.24,441.89,435.93,431.76,363.65,292.61,161.6,210.59,176.56,175.25,149.39,152.23,156.76,148.89,154.97,119.46,-,127.56,-
29,Common Stock,-,401.11,401.11,401.11,401,401,401,401,401,401,401,401,401,401,401,360,360,-,360,-
30,Additional Paid-In Capital,-,565.66,565.66,565.66,564.92,564.92,564.92,564.92,564.92,560.92,554.97,551,547.48,547.48,547.48,339.92,339.92,-,339.54,-
31,Retained Earnings,-,485.7,450.2,461.27,422.88,395.74,352.14,449.49,414.65,380.28,331.55,369.3,330.2,295.24,257.45,225.58,187.44,-,101.59,-
32,Treasury Stock,-,-51.09,-51.09,-44.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Shareholders' Equity,1401,1401,1366,1383,1389,1362,1318,1415,1381,1342,1288,1321,1279,1244,1206,925.5,887.36,-,801.13,866.97
34,Total Liabilities & Equity,-,1839,1808,1819,1821,1725,1611,1577,1591,1519,1463,1471,1431,1400,1355,1080,1007,-,928.69,-
35,Total Debt,250.13,250.13,252.53,247.57,234.61,163.92,88.58,19.64,12.47,13.1,18.57,22.08,24.6,16.47,26.79,29.3,-,-,-,-
36,Net Cash (Debt),639.55,639.55,595.25,630.69,684.05,724.47,758.11,932.41,972.67,975.47,927.1,949.79,900.03,880.74,828.13,545.58,553.39,-,501.43,583.16
37,Net Cash Growth,-6.51%,-11.72%,-21.48%,-32.36%,-29.67%,-25.73%,-18.23%,-1.83%,8.07%,10.76%,11.95%,74.09%,62.64%,-,65.16%,-6.44%,-,-,-,-
38,Net Cash Per Share,1.66,1.62,1.41,1.64,1.75,1.83,1.81,2.41,2.54,2.41,2.17,2.43,2.32,2.11,2.12,1.57,1.71,-,1.51,1.62
39,Filing Date Shares Outstanding,385.79,394.59,394.59,395.53,401,401,401,401,401,401,401,401,401,401,401,360,360,401.62,360,359.44
40,Total Common Shares Outstanding,394.59,394.59,394.59,395.53,401,401,401,401,401,401,401,401,401,401,401,360,360,401.62,360,359.44
41,Working Capital,-,876.69,834.55,864.69,908.49,904.07,844.13,999.14,968,1007,962.77,1012,969.74,940.07,913.03,635.25,597.61,-,518.74,-
42,Book Value Per Share,3.55,3.55,3.46,3.50,3.46,3.40,3.29,3.53,3.44,3.35,3.21,3.30,3.19,3.10,3.01,2.57,2.46,-,2.23,2.41
43,Tangible Book Value,1203,1203,1173,1197,1201,1194,1151,1248,1213,1174,1120,1154,1111,1076,1038,757.65,719.54,-,633.02,712.63
44,Tangible Book Value Per Share,3.05,3.05,2.97,3.03,2.99,2.98,2.87,3.11,3.02,2.93,2.79,2.88,2.77,2.68,2.59,2.10,2.00,-,1.76,1.98
45,Buildings,-,-,304.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,Machinery,-,-,441.76,-,391.37,-,387.26,-,381.13,-,377.04,-,383.66,-,384.54,-,358.7,-,330.83,-
47,Construction In Progress,-,-,27.6,-,365.61,-,249.18,-,103.13,-,23.72,-,7.57,-,0.32,-,0.32,-,0.09,-
