,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,12.76,-5.37,26.69,2.26,51.53,28.91,11.49,21.54,51,28.13,20.29,18.38,47.39,21.49,26.21,34.73,53.74,22.22,19.19
16,Gain (Loss) on Sale of Investments,-,-,-,0.14,-0.18,-6.76,-0.3,8.96,-,-,-,-,-,0,-0,-,-,-,-
17,Gain (Loss) on Sale of Assets,3.32,-0.33,-0.96,-0.09,0.01,-0.83,-0.14,-0.59,0.01,-0.65,-,-2.02,-0.55,-0.84,0,-2.51,-0.08,1.23,-0.61
18,Asset Writedown,3.85,-0.41,0.41,-0.46,0.21,-0.98,0.98,0.66,-0.67,0.45,-0.45,-0.3,0.24,0.33,-0.36,-1.2,0.78,-0.51,-
19,Other Unusual Items,0.88,13.33,-,5.38,-,-,-,21.89,0,-0,-,9.48,-0.05,0.05,-,11.7,-0.02,0.02,-
20,Pretax Income,20.81,7.23,26.14,7.23,51.57,20.34,12.04,52.46,50.34,27.93,19.85,25.54,47.03,21.02,25.85,42.72,54.42,22.96,18.58
21,Income Tax Expense,-1.64,-0.11,-0.21,-15.67,1.89,-0.21,-0.78,-12.85,4.62,2.55,1.24,2.64,4.94,1.69,2.62,5.17,7.42,2.47,1.92
22,Net Income,22.45,7.34,26.34,22.9,49.68,20.55,12.82,65.3,45.72,25.38,18.61,22.9,42.09,19.33,23.23,37.55,46.99,20.5,16.66
23,Net Income to Common,22.45,7.34,26.34,22.9,49.68,20.55,12.82,65.3,45.72,25.38,18.61,22.9,42.09,19.33,23.23,37.55,46.99,20.5,16.66
24,Net Income Growth,-54.81%,-64.27%,105.56%,-64.93%,8.66%,-19.04%,-31.14%,185.17%,8.63%,31.29%,-19.87%,-39.01%,-10.43%,-5.69%,39.42%,-,-,-,-
25,Shares Outstanding (Basic),144,142,146,141,144,148,140,145,144,147,141,143,108,142,145,109,108,107,109
26,Shares Outstanding (Diluted),144,142,146,141,144,148,140,145,144,147,141,143,108,142,145,109,108,107,109
27,Shares Change (YoY),-0.01%,-4.41%,4.72%,-2.86%,0.00%,0.91%,-0.95%,1.48%,33.29%,3.08%,-2.98%,31.25%,0.09%,33.17%,33.40%,-,-,-,-
28,EPS (Basic),0.16,0.05,0.18,0.16,0.34,0.14,0.09,0.45,0.32,0.17,0.13,0.16,0.39,0.14,0.16,0.35,0.44,0.19,0.15
29,EPS (Diluted),0.16,0.05,0.18,0.16,0.34,0.14,0.09,0.45,0.32,0.17,0.13,0.16,0.39,0.14,0.16,0.35,0.44,0.19,0.15
30,EPS Growth,-54.81%,-62.62%,96.29%,-63.90%,8.66%,-19.77%,-30.48%,181.02%,-18.50%,27.37%,-17.41%,-53.53%,-10.51%,-29.19%,4.52%,-,-,-,-
31,Free Cash Flow,-53.52,-51.34,-105.14,124.33,-16.23,-77.82,-121.73,-89.06,-98.03,-158.54,-168.52,118.11,-99.94,-126.35,-39.41,121.43,29.2,-37.43,6.72
32,Free Cash Flow Per Share,-0.37,-0.36,-0.72,0.88,-0.11,-0.53,-0.87,-0.62,-0.68,-1.08,-1.19,0.83,-0.92,-0.89,-0.27,1.12,0.27,-0.35,0.06
33,Dividend Per Share,-,-,-,0.400,-,-,-,0.333,-,-,-,0.104,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,20.01%,-,-,-,219.87%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,17.12%,20.17%,23.84%,18.61%,24.83%,23.10%,18.21%,20.77%,21.26%,19.78%,21.56%,14.94%,23.96%,24.55%,26.94%,30.24%,27.08%,23.69%,24.44%
36,Operating Margin,5.29%,-6.86%,15.03%,1.45%,15.17%,9.97%,8.95%,9.11%,11.14%,8.25%,10.22%,9.03%,12.84%,11.14%,15.14%,16.26%,19.29%,11.40%,11.63%
37,Profit Margin,7.40%,4.58%,16.51%,9.07%,14.67%,10.49%,7.74%,22.36%,14.58%,12.94%,10.53%,8.82%,12.97%,10.91%,13.53%,14.24%,15.05%,13.06%,10.51%
38,Free Cash Flow Margin,-17.64%,-32.00%,-65.89%,49.25%,-4.79%,-39.72%,-73.54%,-30.50%,-31.26%,-80.84%,-95.35%,45.48%,-30.80%,-71.30%,-22.96%,46.05%,9.35%,-23.84%,4.24%
39,EBITDA,23.78,0.68,31.71,11.4,58.26,26.06,21.67,33.47,41.44,22.85,24.55,29.94,48.65,25.91,32.97,49.85,67.32,24.88,25.52
40,EBITDA Margin,7.84%,0.42%,19.87%,4.52%,17.20%,13.30%,13.09%,11.46%,13.21%,11.65%,13.89%,11.53%,14.99%,14.62%,19.21%,18.90%,21.56%,15.85%,16.10%
41,D&A For EBITDA,7.73,11.69,7.73,7.73,6.85,6.52,6.85,6.85,6.49,6.66,6.49,6.49,6.97,6.17,6.97,6.97,7.08,6.98,7.08
42,EBIT,16.05,-11.01,23.98,3.67,51.41,19.54,14.82,26.62,34.95,16.18,18.06,23.45,41.67,19.74,25.99,42.88,60.23,17.9,18.44
43,EBIT Margin,5.29%,-6.86%,15.03%,1.45%,15.17%,9.97%,8.95%,9.11%,11.14%,8.25%,10.22%,9.03%,12.84%,11.14%,15.14%,16.26%,19.29%,11.40%,11.63%
44,Effective Tax Rate,-,-,-,-,3.66%,-,-,-,9.17%,9.13%,6.23%,10.34%,10.50%,8.04%,10.15%,12.11%,13.64%,10.75%,10.35%
45,Revenue as Reported,303.39,160.45,159.58,252.45,338.77,195.93,165.54,292.04,313.64,196.12,176.75,259.71,324.48,177.22,171.62,263.71,312.27,156.97,158.47
