,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
27,Long-Term Debt,333.59,333.59,364.04,303.8,295.22,237.31,203.48,174.88,148.78,165.66,149.54,109.15,84.3,-,-,-,-,-,-
28,Long-Term Leases,-,-,0.6,0.1,0.34,0.37,1.08,0.62,0.76,0.87,0.17,0.38,0.73,1.03,-,-,-,-,-
29,Long-Term Unearned Revenue,78.84,79.61,75.38,76.1,69.22,69.55,54.89,55.23,35.48,34.55,31.85,31.25,6.16,6.39,6.63,6.87,-,-,-
30,Long-Term Deferred Tax Liabilities,1.68,1.86,1.83,1.99,2.07,2.13,2.14,3.53,5.5,1.12,1.16,1.19,0.79,0.34,0.36,0.36,-,-,-
31,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,25,25,-,-,-,-,-
32,Total Liabilities,793.57,777.09,789.03,815.35,791.6,684.63,612.44,619.6,426.4,414.93,376.59,373.75,306.2,213.46,190.38,189.24,-,-,-
33,Common Stock,144,144,144,144,144,144,120,120,120,120,100,100,100,100,100,75,-,-,-
34,Additional Paid-In Capital,395.54,395.54,395.54,395.54,395.54,395.54,419.54,419.54,419.54,419.54,439.54,439.54,439.54,439.54,439.54,89.54,-,-,-
35,Retained Earnings,789.11,766.65,816.91,790.57,767.67,717.99,745.44,732.63,667.36,621.6,611.22,592.61,569.71,527.62,508.29,485.06,-,-,-
36,Shareholders' Equity,1329,1306,1356,1330,1307,1258,1285,1272,1207,1161,1151,1132,1109,1067,1048,649.6,-,-,527.91
37,Total Liabilities & Equity,2122,2083,2145,2145,2099,1942,1897,1892,1633,1576,1527,1506,1415,1281,1238,838.85,-,-,-
38,Total Debt,454.89,454.02,484.69,440.43,433.24,340.53,283.75,198.68,167.41,167.9,151.48,111.16,87.18,3.22,0.1,0.1,-,-,9.9
39,Net Cash (Debt),-378.66,-333.38,-217.42,-107.79,-215.9,-198.5,-68.74,56.49,75.81,170.92,341.32,510.93,384.75,483.62,644.03,275.1,-,-,140.92
40,Net Cash Growth,-,-,-,-,-,-,-,-88.94%,-80.30%,-64.66%,-47.00%,85.72%,-,-,357.02%,-,-,-,-
41,Net Cash Per Share,-2.63,-2.35,-1.49,-0.77,-1.50,-1.34,-0.49,0.39,0.53,1.16,2.42,3.58,3.56,3.39,4.43,2.53,-,-,1.29
42,Filing Date Shares Outstanding,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,108,107.96,107,109.02
43,Total Common Shares Outstanding,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,108,107.96,107,109.02
44,Working Capital,253.33,262.8,352.63,317.15,280.14,222.72,258.04,293.64,487.13,541.01,638.88,706.76,734.72,684.19,711.54,355.65,-,-,-
45,Book Value Per Share,9.23,9.07,9.42,9.24,9.08,8.73,8.92,8.83,8.38,8.06,7.99,7.86,7.70,7.41,7.28,6.01,-,-,4.89
46,Tangible Book Value,1287,1264,1314,1283,1260,1210,1236,1223,1157,1111,1100,1081,1057,1014,994.12,597.96,-,-,458.23
47,Tangible Book Value Per Share,8.94,8.78,9.12,8.91,8.75,8.40,8.59,8.49,8.04,7.71,7.64,7.50,7.34,7.04,6.90,5.54,-,-,4.24
48,Buildings,-,701.83,-,692.77,-,164.36,-,164.36,-,164.36,-,164.36,-,164.32,-,164.32,-,-,-
49,Machinery,-,313.82,-,282.33,-,251.49,-,250.86,-,248.41,-,246.28,-,239.06,-,240.57,-,-,-
50,Construction In Progress,-,520.83,-,591.23,-,1056,-,850.16,-,585.75,-,320.02,-,157,-,52,-,-,-
