,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,"Property, Plant & Equipment",-,1963,1970,1964,1958,1910,1804,1718,1683,1445,1283,1054,1030,862.6,817.79,767.65,757.37,-,603.9,-
10,Long-Term Investments,-,54.49,54.86,43.62,41.92,40.58,40.87,19.66,17.01,15.18,10.69,7.76,7.8,7.91,7.42,5.43,2.95,-,-,-
11,Other Intangible Assets,-,83.1,83.86,84.61,85.36,81.97,82.73,83.47,84.22,84.97,84.86,85.61,86.25,86.78,55.91,56.45,56.98,-,57.25,-
12,Long-Term Deferred Tax Assets,-,6.12,6.14,5.04,5.36,5.11,4.84,3.81,3.81,4.32,4.09,3.79,4.23,3.62,3.91,4.03,4.11,-,4.15,-
13,Long-Term Deferred Charges,-,6.97,7.69,8.71,9.38,10.1,11.14,11.15,11.62,4.45,5.1,5.28,5.84,6.41,6.98,7.3,7.62,-,8.42,-
14,Other Long-Term Assets,-,27.85,23.91,22.34,20.28,19.82,34.57,25.74,33.64,96.69,76.97,223.49,202.7,281.92,199.4,132.53,100.18,-,35.42,-
15,Total Assets,-,2487,2432,2444,2447,2442,2372,2303,2317,2287,1778,1737,1746,1595,1539,1220,1161,-,964.99,-
16,Accounts Payable,-,233.94,216.48,223.49,232.79,219.65,167.88,130.98,119.7,96.82,91.88,76.71,120.83,137.82,150.2,129.65,116.96,-,50.49,-
17,Accrued Expenses,-,15.3,13.85,16.51,24.28,16.57,16.13,16.61,28.77,14.94,18.96,16.88,21.48,14.25,11.65,7.4,18.15,-,9.38,-
18,Short-Term Debt,-,40,40,30,25,25,25,30,35,50,72,71.5,105,90,93,93.45,244.95,-,200,-
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.4,-
20,Current Portion of Leases,-,3.19,2.86,2.59,2.27,1.26,1.34,1.69,1.98,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,-,3.83,-,2.22,-,7.89,-,3.2,-,9.12,1.07,5.7,0.56,3.28,0.71,5.18,1.38,-,0.95,-
22,Current Unearned Revenue,-,0.15,0.28,0.1,0.27,1.38,0.09,0.11,0.11,2.2,2.45,2.3,2.14,2.84,3.47,2.1,2.39,-,61.86,-
23,Other Current Liabilities,-,16.37,7.6,18.11,10.66,6.12,7.6,23.92,24.4,14.46,14.8,22.98,32.33,35.6,20.78,8.9,22.47,-,9.72,-
24,Total Current Liabilities,-,312.78,281.07,293.02,295.27,277.88,218.04,206.5,209.96,187.56,201.15,196.08,282.34,283.78,279.81,246.69,406.31,-,373.8,-
25,Long-Term Debt,-,1197,1160,1146,1130,1131,1120,1053,1056,1052,661.15,629.5,562.75,421.75,381,327,125,-,-,-
26,Long-Term Leases,-,0.88,0.94,1.21,1.5,0.5,0.54,0.57,0.61,2.17,2.91,-,1.45,1.45,1.75,0.37,-,-,-,-
27,Long-Term Unearned Revenue,-,24.52,25.52,19.33,20.05,20.66,21.26,17.36,17.96,15.51,16.05,16.62,17.2,15.28,15.9,16.53,17.17,-,18.46,-
28,Long-Term Deferred Tax Liabilities,-,1.07,1.14,1.21,1.28,0.9,0.92,0.94,0.94,-,-,-,-,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,0.77,0.77,0.77,0.77,2.76,2.71,4.77,4.72,-,3.83,-
30,Total Liabilities,-,1536,1469,1461,1448,1431,1361,1279,1285,1258,882.03,842.96,864.52,725.03,681.17,595.37,553.19,-,396.08,-
31,Common Stock,-,180,180,180,180,180,180,180,180,180,180,180,180,180,180,135,135,-,135,-
32,Additional Paid-In Capital,-,543.3,543.3,543.3,543.3,543.3,543.3,543.3,543.29,666.62,543.29,543.29,543.29,544.29,543.29,369.98,369.98,-,370.97,-
33,Retained Earnings,-,104.07,116.61,136.17,152.74,164.67,164.41,177.34,184.94,181.44,173.13,170.95,158.67,145.94,134.42,119.5,102.62,-,63.93,-
34,Comprehensive Income & Other,-,123.32,123.32,123.32,123.32,123.32,123.32,123.32,123.32,-,-,-,-,-,-,-,-,-,-,-
35,Total Common Equity,950.69,950.69,963.23,982.79,999.36,1011,1011,1024,1032,1028,896.42,894.25,881.97,870.23,857.71,624.47,607.6,-,569.9,550.05
36,Minority Interest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1,-
37,Shareholders' Equity,950.69,950.69,963.23,982.79,999.36,1011,1011,1024,1032,1028,896.42,894.25,881.97,870.23,857.71,624.47,607.6,-,568.9,549.4
38,Total Liabilities & Equity,-,2487,2432,2444,2447,2442,2372,2303,2317,2287,1778,1737,1746,1595,1539,1220,1161,-,964.99,-
39,Total Debt,1241,1241,1204,1180,1159,1158,1147,1086,1093,1105,736.06,701,669.2,513.2,475.75,420.82,369.95,-,241.4,237.39
40,Net Cash (Debt),-1146,-1146,-1134,-1081,-1079,-1028,-955.09,-861.89,-822.41,-669.75,-627.8,-564.61,-466.33,-367.3,-204.7,-367.48,-309.43,-,-188.28,-165.82
41,Net Cash Per Share,-6.54,-6.38,-6.40,-5.87,-7.86,-5.75,-4.62,-4.53,-4.67,-3.39,-3.39,-3.22,-2.53,-2.14,-1.18,-2.83,-2.24,-,-1.54,-1.17
42,Filing Date Shares Outstanding,175.15,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,135,141.7,135,141.99
43,Total Common Shares Outstanding,175.15,180,180,180,180,180,180,180,180,180,180,180,180,180,180,135,135,141.7,135,141.99
44,Working Capital,-,32.79,4.33,21.99,32.07,96.97,176.43,234.59,272.97,448.36,112.19,161.58,127.48,62.24,167.68,-0.25,-174.72,-,-117.95,-
45,Book Value Per Share,5.28,5.28,5.35,5.46,5.55,5.62,5.62,5.00,5.73,5.71,4.98,4.97,4.90,4.83,4.77,4.63,4.50,-,4.22,4.07
46,Tangible Book Value,867.59,867.59,879.38,898.18,914,929.32,928.31,940.49,947.34,943.09,811.56,808.63,795.72,783.45,801.8,568.03,550.61,-,512.65,491.85
47,Tangible Book Value Per Share,4.82,4.82,4.89,4.99,5.08,5.16,5.16,4.54,5.26,5.24,4.51,4.49,4.42,4.35,4.45,4.21,4.08,-,3.80,3.64
48,Buildings,-,-,473.68,-,473.68,-,139.67,-,139.67,-,139.67,-,139.67,-,139.67,-,139.67,-,122.93,-
49,Machinery,-,-,1011,-,842.36,-,605.62,-,597.67,-,575.51,-,571.85,-,541.41,-,518.46,-,378.89,-
50,Construction In Progress,-,-,874.72,-,987.78,-,1375,-,1236,-,834.37,-,562.03,-,352.58,-,292.84,-,278.73,-
