,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Operating Expenses,189.39,170.12,173.76,185.86,195.24,182.61,130.91,167.1,178.33,137.5,145.93,99.68,210.18,177.78,114.13,144.54,133.38,106.04,106.04
10,Operating Income,273.21,354.58,348.95,444.02,394.92,388.42,205.92,57.42,217.27,409.97,569.44,232.66,675.55,727.49,431.5,364.87,326.83,119.69,119.69
11,Interest Expense,-78.3,-106.25,-67.44,-71.11,-60.51,-27.04,-42.85,-38.83,-30.79,-30.08,-36.9,-30.22,-36.85,-46.89,-52.63,-57.23,-61.97,-58.65,-58.65
12,Interest & Investment Income,32.89,-,13.15,-,34.07,-,17.71,131.97,12.23,4.28,3.22,7.32,4.84,3.95,0.83,0.64,0.33,0.55,0.55
13,Currency Exchange Gain (Loss),0,-0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,Other Non Operating Income (Expenses),6.01,12.82,-19.26,3.45,-13.14,3.86,-7.79,-8.58,13.8,-26.48,-3.89,15.6,-5.92,-5.29,0.25,1.11,0.59,-4.74,-4.74
15,EBT Excluding Unusual Items,233.82,261.15,275.39,376.37,355.35,365.24,172.99,141.98,212.51,357.69,531.87,225.36,637.62,679.25,379.94,309.39,265.78,56.84,56.84
16,Gain (Loss) on Sale of Investments,-,-,-,0.03,-,0.16,-0.2,0.1,-1.7,0.52,1.11,2.16,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,-,-1.93,-,-1.74,1.51,5.82,61.17,-0.31,0.98,1.41,-,-0.2,1.41,0.75,-,-0,-0.1,0.08,0.08
18,Asset Writedown,-4.65,-,-,-14.1,1.95,-4.43,-,-1.94,0.59,-0.43,-,-4.37,4.16,-2.6,-0.37,-0.78,0.76,-0.01,-0.01
19,Other Unusual Items,14.21,-0.41,5.72,-4.82,6.03,-6.03,-,8.22,-0.36,0.36,-,-12.4,-0.24,0.24,-,-0.73,-0.29,0.14,0.14
20,Pretax Income,243.39,258.81,281.11,355.74,364.84,360.76,233.96,148.05,212.02,359.54,532.98,210.55,642.94,677.64,379.58,307.87,266.15,57.05,57.05
21,Income Tax Expense,41.1,37.86,39.67,43.54,40.53,57.39,32.83,-13.13,25.44,62.41,86.25,14.06,108.74,135,27.94,39.42,41.84,7.43,7.43
22,Earnings From Continuing Operations,202.29,220.95,241.44,312.2,324.31,303.37,201.13,161.18,186.58,297.13,446.74,196.49,534.21,542.64,351.64,268.45,224.31,49.63,49.63
23,Minority Interest in Earnings,-,-0.03,0.19,0.24,0.01,-,-,0.3,0.43,0.92,0,0,-,-,-,-,-,0.02,0.02
24,Net Income,202.29,220.92,241.63,312.44,324.32,303.37,201.13,161.48,187.01,298.05,446.74,196.49,534.21,542.64,351.64,268.45,224.31,49.64,49.64
25,Net Income to Common,202.29,220.92,241.63,312.44,324.32,303.37,201.13,161.48,187.01,298.05,446.74,196.49,534.21,542.64,351.64,268.45,224.31,49.64,49.64
26,Net Income Growth,-37.63%,-27.18%,20.13%,93.48%,73.42%,1.78%,-54.98%,-17.82%,-64.99%,-45.07%,27.04%,-26.81%,138.16%,993.11%,608.35%,-,-,-,-
27,Shares Outstanding (Basic),1549,1474,1510,1486,1553,1421,1547,1565,1469,1551,1489,1509,1533,1408,1302,1265,1401,1241,1241
28,Shares Outstanding (Diluted),1549,1474,1510,1486,1553,1421,1547,1565,1469,1551,1489,1509,1533,1408,1302,1265,1401,1241,1241
29,Shares Change (YoY),-0.28%,3.77%,-2.39%,-5.07%,5.75%,-8.40%,3.90%,3.71%,-4.20%,10.18%,14.34%,19.28%,9.43%,13.42%,4.94%,-,-,-,-
30,EPS (Basic),0.13,0.15,0.16,0.21,0.21,0.21,0.13,0.10,0.13,0.19,0.30,0.13,0.35,0.39,0.27,0.21,0.16,0.04,0.04
31,EPS (Diluted),0.13,0.15,0.16,0.21,0.21,0.21,0.13,0.10,0.13,0.19,0.30,0.13,0.35,0.39,0.27,0.21,0.16,0.04,0.04
32,EPS Growth,-37.45%,-29.82%,23.08%,103.81%,64.00%,11.12%,-56.67%,-20.76%,-63.46%,-50.15%,11.11%,-38.64%,117.64%,863.81%,575.00%,-,-,-,-
33,Free Cash Flow,248,451.94,42.52,-3925,632,251.63,-384.33,-368.67,283.18,13.18,291.51,72.95,541.75,675.71,263.43,237.01,157.55,35.64,35.64
34,Free Cash Flow Per Share,0.16,0.31,0.03,-2.64,0.41,0.18,-0.25,-0.24,0.19,0.01,0.20,0.05,0.35,0.48,0.20,0.19,0.11,0.03,0.03
35,Dividend Per Share,-,0.100,-,-,-,-,-,0.300,-,-,-,-,-,0.400,-,-,-,-,-
36,Gross Margin,46.07%,49.82%,56.78%,54.08%,56.41%,49.69%,52.34%,53.50%,39.29%,38.40%,54.82%,31.89%,56.81%,58.01%,74.40%,55.87%,56.62%,58.46%,58.46%
37,Operating Margin,27.21%,33.67%,37.91%,38.13%,37.75%,33.80%,32.00%,13.68%,21.58%,28.75%,43.64%,22.33%,43.33%,46.62%,58.84%,40.02%,40.21%,31.00%,31.00%
38,Profit Margin,20.15%,20.98%,26.25%,26.83%,31.00%,26.40%,31.25%,38.48%,18.57%,20.90%,34.24%,18.86%,34.27%,34.77%,47.95%,29.44%,27.60%,12.86%,12.86%
39,Free Cash Flow Margin,24.70%,42.91%,4.62%,-336.98%,60.41%,21.90%,-59.72%,-87.85%,28.12%,0.92%,22.34%,7.00%,34.75%,43.30%,35.92%,26.00%,19.38%,9.23%,9.23%
40,EBITDA,380.48,476.32,456.22,551.3,484.93,488.17,295.92,147.42,294.38,495.07,646.55,309.77,732.93,803.65,488.88,422.26,370.57,163.43,163.43
41,EBITDA Margin,37.89%,45.23%,49.56%,47.34%,46.35%,42.48%,45.98%,35.13%,29.24%,34.72%,49.55%,29.73%,47.01%,51.50%,66.67%,46.31%,45.59%,42.32%,42.32%
42,D&A For EBITDA,107.27,121.74,107.27,107.27,90.01,99.75,90.01,90.01,77.11,85.1,77.11,77.11,57.39,76.16,57.39,57.39,43.74,43.74,43.74
43,EBIT,273.21,354.58,348.95,444.02,394.92,388.42,205.92,57.42,217.27,409.97,569.44,232.66,675.55,727.49,431.5,364.87,326.83,119.69,119.69
44,EBIT Margin,27.21%,33.67%,37.91%,38.13%,37.75%,33.80%,32.00%,13.68%,21.58%,28.75%,43.64%,22.33%,43.33%,46.62%,58.84%,40.02%,40.21%,31.00%,31.00%
45,Effective Tax Rate,16.89%,14.63%,14.11%,12.24%,11.11%,15.91%,14.03%,-,12.00%,17.36%,16.18%,6.68%,16.91%,19.92%,7.36%,12.80%,15.72%,13.02%,13.02%
46,Revenue as Reported,1004,1053,920.56,1165,1046,1149,643.52,419.64,1007,1426,1305,1042,1559,1561,733.33,911.72,1585,-,-
