,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
40,Shareholders' Equity,6564,6361,6146,5899,5545,5273,6346,6563,6253,5756,5442,4992,4884,4954,2267,2267,-,-,1646
41,Total Liabilities & Equity,15081,15363,15237,14057,12604,10662,11525,11677,10557,9218,8856,8354,8616,9581,-,7446,-,-,-
42,Total Debt,7054,7260,6898,5958,5106,4198,4313,3908,3160,2591,2507,2480,2514,3737,4291,4291,-,-,4577
43,Net Cash (Debt),-6384,-5977,-5662,-5617,-3509,-2844,-1746,-1032,-515.1,-1214,-1600,-1814,-1141,-1270,-4007,-4007,-,-,-4510
44,Net Cash Per Share,-4.12,-4.06,-3.75,-3.78,-2.26,-2.00,-1.13,-0.66,-0.35,-0.78,-1.07,-1.20,-0.74,-0.90,-3.08,-3.17,-,-,-3.63
45,Filing Date Shares Outstanding,1487,1487,1487,1487,1487,1489,1504,1508,1508,1508,1508,1508,1508,1508,1302,1289,1401,1241,1241
46,Total Common Shares Outstanding,1487,1487,1487,1487,1487,1489,1504,1508,1508,1508,1508,1508,1508,1508,1302,1289,1401,1241,1241
47,Working Capital,-3559,-3220,-2886,-3198,-1646,-175.77,1900,1611,2345,865.78,547.99,109.77,-190.22,-26.5,-,-2868,-,-,-
48,Book Value Per Share,4.41,4.28,4.13,3.97,3.75,3.54,4.22,4.35,4.15,3.82,3.61,3.31,3.24,3.29,1.76,1.76,-,-,1.28
49,Tangible Book Value,-854.55,-1091,-1348,-1468,2481,2360,3510,3596,3354,2846,2601,2129,2008,2090,-645.94,-645.94,-,-,-1293
50,Tangible Book Value Per Share,-0.57,-0.73,-0.91,-0.99,1.67,1.59,2.33,2.38,2.22,1.89,1.72,1.41,1.33,1.39,-0.50,-0.50,-,-,-1.00
51,Buildings,-,4479,-,4479,-,4098,-,4081,-,3773,-,3756,-,1641,-,3527,-,-,-
52,Machinery,-,2498,-,2465,-,2195,-,2117,-,1696,-,1616,-,1521,-,1443,-,-,-
53,Construction In Progress,-,788.27,-,535.2,-,803.95,-,464.78,-,227.98,-,108.85,-,114.4,-,195.29,-,-,-
