,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,25.71,6.75,20.32,6.68,17.42,10.55,15.86,6.3,18.92,16.87,16.82,6.16,7.38,5.15,8.18,5.49,-,5.04,-
10,Total Current Assets,977.3,927.77,971.32,946.9,873.29,837.56,808.85,810.26,744.66,685.29,688.28,676.54,642.34,636.94,287.33,265.48,-,185.01,-
11,"Property, Plant & Equipment",399.33,384.16,366.25,365.05,341.03,312.22,299.36,287.98,265.88,249.94,222.21,194.98,177.04,153.78,115.87,112.81,-,98.58,-
12,Long-Term Investments,4.92,4.92,4.92,4.92,4.93,4.93,4.93,4.93,5,5,5,5,-,-,-,-,-,-,-
13,Other Intangible Assets,84.13,82.24,82.98,84.96,84.58,59.48,59.01,59.64,58.53,58.9,59.19,59.72,59.1,59.52,58.78,59.2,-,58.66,-
14,Long-Term Deferred Tax Assets,4.99,4.78,4.96,5.33,4.15,3.79,3.45,4.41,3.04,2.69,2.58,2.74,2.35,2.12,2.12,1.88,-,1.4,-
15,Long-Term Deferred Charges,5.96,4.05,3.49,2.2,2.06,1.79,0.4,0.14,0.2,0.32,0.27,0.38,0.51,0.65,0.82,1.02,-,1.51,-
16,Other Long-Term Assets,14.4,18.43,13.61,9.1,6.04,12.44,9.26,7.85,10.46,6.55,3.41,5.36,6.63,8.24,5.14,1.49,-,1.81,-
17,Total Assets,1491,1426,1448,1418,1316,1232,1185,1175,1088,1009,980.94,944.72,887.96,861.25,470.06,441.88,-,346.97,-
18,Accounts Payable,195.72,193.13,226.78,245.16,215.33,190.86,169.21,182.76,154.29,123.99,124.9,109.21,93.88,99.94,95.16,93.09,-,51.09,-
19,Accrued Expenses,11.05,14.01,11.2,30.9,10.08,13.44,8.74,26.4,9.69,11.43,8.36,21.94,7.64,9.13,6.81,14.8,-,5.32,-
20,Short-Term Debt,-,-,-,-,-,-,10,10,10,10,-,-,-,-,-,0.14,-,0.15,-
21,Current Portion of Leases,0.32,0.31,0.31,0.31,0.26,0.26,0.66,0.66,0.2,0.4,0.39,0.39,-,-,-,-,-,-,-
22,Current Income Taxes Payable,14.81,4.43,9.24,6.39,11.83,2.77,4.19,6.69,5.76,0.04,2.23,0.86,1.09,0.61,2.39,1.17,-,0.69,-
23,Current Unearned Revenue,3.69,3.45,2.57,3.69,3.09,5.3,6.09,4.68,5.37,5.32,5.62,5.03,5.28,4.36,5.28,3.6,-,2.76,-
24,Other Current Liabilities,2.3,3.1,6.71,2.74,1.59,3.58,3.29,1.76,2.7,2.58,2.06,1.49,1.7,2.64,3.53,2.53,-,1.14,-
25,Total Current Liabilities,227.88,218.42,256.81,289.18,242.18,216.2,202.19,232.96,188.02,153.76,143.56,138.92,109.6,116.67,113.17,115.33,-,61.17,-
26,Long-Term Leases,2.36,1.89,2.27,2.25,1.9,1.88,2.12,2.09,0.62,0.41,0.62,0.61,1.2,-,-,-,-,-,-
27,Long-Term Unearned Revenue,3.19,3.33,3.47,3.62,3.76,3.9,4.04,4.18,1.67,1.74,1.82,1.9,1.98,2.06,2.14,2.22,-,1.89,-
28,Long-Term Deferred Tax Liabilities,16.06,15.8,16.71,16.56,15.89,13.94,14.56,13.97,12.73,12.25,10.94,11.16,8.45,5.59,5.26,4.33,-,3.08,-
29,Other Long-Term Liabilities,9.23,9.12,9.26,9.11,8.67,8.08,7.53,7.33,6.65,6.07,5.93,5.74,5.01,4.46,3.89,3.38,-,2.91,-
30,Total Liabilities,258.72,248.58,288.52,320.72,272.4,244,230.44,260.53,209.68,174.23,162.87,158.32,126.24,128.78,124.46,125.27,-,69.04,-
31,Common Stock,80,80,80,80,80,80,80,80,80,80,80,80,80,80,60,60,-,60,-
32,Additional Paid-In Capital,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,494.56,139.61,139.61,-,139.61,-
33,Retained Earnings,652.84,604.95,586.1,521.31,469.37,410.69,380.15,339.22,301.48,260.47,245.56,213.77,188.61,159.47,147.06,118.17,-,78.22,-
34,Comprehensive Income & Other,4.92,-1.74,-1.66,1.86,-0.24,2.95,0.11,0.91,2.05,-0.57,-2.04,-1.93,-1.44,-1.56,-1.07,-1.17,-,0.1,-
35,Shareholders' Equity,1232,1178,1159,1098,1044,988.21,954.81,914.68,878.09,834.45,818.07,786.4,761.73,732.48,345.61,316.61,-,277.93,251.28
36,Total Liabilities & Equity,1491,1426,1448,1418,1316,1232,1185,1175,1088,1009,980.94,944.72,887.96,861.25,470.06,441.88,-,346.97,-
37,Total Debt,2.67,2.21,2.58,2.56,2.16,2.14,12.78,12.75,10.82,10.81,1.01,1,1.2,-,-,0.14,-,0.15,-
38,Net Cash (Debt),597.84,565.45,592.44,550.12,514.81,512.92,505.98,477.28,425.28,404.99,433.98,415.58,418.39,440.76,96.3,103.75,-,90.54,94.7
39,Net Cash Growth,16.13%,10.24%,17.09%,15.26%,21.05%,26.65%,16.59%,14.85%,1.65%,-8.12%,350.65%,300.54%,-,386.83%,1.69%,-,-,-,-
40,Net Cash Per Share,7.38,7.11,7.41,6.87,6.51,6.39,6.32,5.93,5.41,4.98,5.46,5.26,5.21,6.03,1.60,1.75,-,1.49,1.60
41,Filing Date Shares Outstanding,80,80,80,80,80,80,80,80,80,80,80,80,80,80,60,60,59.66,60,59.25
42,Total Common Shares Outstanding,80,80,80,80,80,80,80,80,80,80,80,80,80,80,60,60,59.66,60,59.25
43,Working Capital,749.41,709.34,714.51,657.72,631.12,621.36,606.66,577.3,556.64,531.53,544.72,537.62,532.74,520.28,174.16,150.15,-,123.85,-
44,Book Value Per Share,15.40,14.72,14.49,13.72,13.05,12.35,11.94,11.43,10.98,10.43,10.23,9.83,9.52,9.16,5.76,5.28,-,4.63,4.19
45,Tangible Book Value,1148,1096,1076,1013,959.11,928.73,895.81,855.04,819.56,775.56,758.89,726.68,702.63,672.96,286.83,257.41,-,219.27,229.31
46,Tangible Book Value Per Share,14.35,13.69,13.45,12.66,11.99,11.61,11.20,10.69,10.24,9.69,9.49,9.08,8.78,8.41,4.78,4.29,-,3.65,3.82
47,Buildings,-,224.09,-,213.45,-,209.06,-,97.05,-,95.54,-,90.42,-,86.89,-,65.98,-,62.85,-
48,Machinery,-,237.43,-,231.77,-,207.6,-,192.97,-,179.1,-,165.29,-,144.53,-,127.22,-,110.46,-
49,Construction In Progress,-,80.81,-,62.02,-,23.47,-,114.08,-,85.33,-,40.22,-,17.91,-,8.59,-,8.32,-
