,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
20,Pretax Income,30.11,34.32,53.56,53.39,79.78,62.6,92.18,20.32,98.39,89.24,134.56,187.54,129.66,129.95,398.3,432.76,487.78,319.44,73.12
21,Income Tax Expense,1.73,7.15,9.8,-1.55,10.24,10.63,8.49,-6.74,14.68,11.3,20.31,23.89,15.95,19.51,66.09,55.75,71.86,48.91,8.98
22,Net Income,28.37,27.18,43.76,54.93,69.54,51.96,83.7,27.06,83.71,77.95,114.25,163.65,113.71,110.44,332.21,377.01,415.92,270.53,64.14
23,Net Income to Common,28.37,27.18,43.76,54.93,69.54,51.96,83.7,27.06,83.71,77.95,114.25,163.65,113.71,110.44,332.21,377.01,415.92,270.53,64.14
24,Net Income Growth,-59.20%,-47.70%,-47.71%,103.04%,-16.93%,-33.34%,-26.74%,-83.47%,-26.39%,-29.42%,-65.61%,-56.59%,-72.66%,-59.18%,417.92%,-,-,-,-
25,Shares Outstanding (Basic),126,128,129,129,129,129,129,129,129,68,129,129,108,97,97,97,97,97,97
26,Shares Outstanding (Diluted),126,128,129,129,129,129,129,129,129,68,129,129,108,97,97,97,97,97,97
27,Shares Change (YoY),-2.58%,-1.25%,-0.03%,0.00%,0.00%,90.00%,0.00%,-0.01%,20.00%,-29.83%,33.33%,33.34%,11.11%,-0.19%,0.19%,-,-,-,-
28,EPS (Basic),0.23,0.21,0.34,0.43,0.54,0.40,0.65,0.21,0.65,1.15,0.88,1.27,1.06,1.14,3.43,3.89,4.29,2.79,0.66
29,EPS (Diluted),0.23,0.21,0.34,0.43,0.54,0.40,0.65,0.21,0.65,1.15,0.88,1.27,1.06,1.14,3.43,3.89,4.29,2.79,0.66
30,EPS Growth,-58.11%,-47.03%,-47.70%,103.04%,-16.93%,-64.91%,-26.74%,-83.47%,-38.66%,0.58%,-74.21%,-67.45%,-75.39%,-59.10%,416.95%,-,-,-,-
31,Free Cash Flow,7.47,16.29,6.41,134.74,22.99,-726.53,-152,29.77,9.03,1.33,53.2,159.89,56.18,141.85,236.8,546.41,392.21,117.56,18.41
32,Free Cash Flow Per Share,0.06,0.13,0.05,1.04,0.18,-5.62,-1.18,0.23,0.07,0.02,0.41,1.24,0.52,1.46,2.44,5.64,4.05,1.21,0.19
33,Dividend Per Share,-,-,-,2.000,-,-,-,2.000,-,-,-,5.263,-,-,-,-,-,-,-
34,Dividend Growth,-,-,-,0%,-,-,-,-62.00%,-,-,-,-,-,-,-,-,-,-,-
35,Gross Margin,77.81%,67.93%,77.41%,78.48%,85.91%,69.51%,85.96%,75.62%,84.49%,82.46%,89.85%,81.37%,94.01%,91.33%,96.83%,96.41%,96.52%,98.08%,91.50%
36,Operating Margin,9.65%,4.10%,13.42%,8.17%,34.52%,6.43%,31.67%,12.14%,36.08%,32.88%,55.82%,47.47%,63.82%,66.65%,85.81%,85.02%,87.81%,83.07%,63.06%
37,Profit Margin,17.81%,17.73%,28.72%,32.25%,37.86%,38.41%,53.28%,18.75%,63.91%,63.14%,64.97%,107.44%,63.79%,62.01%,72.76%,71.44%,72.54%,70.43%,57.76%
38,Free Cash Flow Margin,4.69%,10.63%,4.21%,79.10%,12.52%,-537.01%,-96.76%,20.63%,6.89%,1.08%,30.26%,104.96%,31.52%,79.64%,51.86%,103.53%,68.41%,30.61%,16.58%
39,EBITDA,26.94,21.94,32.01,25.48,67.84,17.37,54.18,21.96,50.35,44.34,101.24,75.39,116.66,121.61,394.66,451.93,506.05,321.63,72.6
40,EBITDA Margin,16.91%,14.31%,21.01%,14.96%,36.93%,12.84%,34.49%,15.22%,38.44%,35.92%,57.57%,49.49%,65.45%,68.28%,86.44%,85.63%,88.26%,83.73%,65.38%
41,D&A For EBITDA,11.57,15.65,11.57,11.57,4.43,8.67,4.43,4.43,3.09,3.75,3.09,3.09,2.9,2.9,2.88,3.23,2.57,2.54,2.57
42,EBIT,15.38,6.29,20.44,13.92,63.4,8.69,49.75,17.52,47.26,40.59,98.15,72.31,113.76,118.71,391.78,448.7,503.48,319.09,70.03
43,EBIT Margin,9.65%,4.10%,13.42%,8.17%,34.52%,6.43%,31.67%,12.14%,36.08%,32.88%,55.82%,47.47%,63.82%,66.65%,85.81%,85.02%,87.81%,83.07%,63.06%
44,Effective Tax Rate,5.75%,20.82%,18.29%,-,12.84%,16.99%,9.21%,-,14.92%,12.66%,15.10%,12.74%,12.30%,15.01%,16.59%,12.88%,14.73%,15.31%,12.28%
45,Revenue as Reported,159.29,153.31,152.35,170.33,183.68,135.29,157.09,144.32,130.98,123.46,175.85,152.32,178.25,178.11,456.59,-,573.37,495.17,-
46,Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.67
