,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
15,EBT Excluding Unusual Items,22.49,6.3,27.54,15.8,23.88,17.62,16.19,13.98,18.14,5.3,6.77,13.49,10.99,11.94,23.32,28.86,28.86,8.6,8.6
16,Gain (Loss) on Sale of Investments,-0.07,-0.24,-0,0.31,-0.32,-0.12,-,-,0.14,-0.14,-,-,-,-,-,-,-,-,-
17,Gain (Loss) on Sale of Assets,0.1,-0.04,0.13,-1.55,0.08,0.29,0.16,-0.33,-2.03,-0.01,0,0.02,0.01,-,-,0,0,-,-
18,Asset Writedown,-6.66,3.31,-3.31,1.94,-0.33,-1.38,-0.26,0.63,-2.74,0.21,-0.21,4.16,-4.16,0.91,-0.92,-,-,-0,-0
19,Other Unusual Items,-0.41,0.42,-0.01,4.7,-0.73,0.73,-,8.04,-,-,-,1.75,-,-,-,-,-,-,-
20,Pretax Income,15.45,9.74,24.36,21.19,22.59,17.14,16.09,22.32,13.51,5.35,6.56,19.41,6.84,12.86,22.4,28.86,28.86,8.6,8.6
21,Income Tax Expense,1.01,0.58,1.5,0.9,0.89,0.34,1.49,3.14,2.08,-0.32,1.35,1.91,1.18,2.02,3.88,3.91,3.91,2.13,2.13
22,Earnings From Continuing Operations,14.45,9.17,22.86,20.29,21.7,16.8,14.61,19.18,11.43,5.67,5.21,17.5,5.66,10.84,18.52,24.96,24.96,6.47,6.47
23,Minority Interest in Earnings,-0.05,0.12,-0.07,0.2,-0.63,-0.32,0.01,0,-,-,-,-,-,-,-,-,-,-,-
24,Net Income,14.39,9.28,22.79,20.49,21.07,16.47,14.61,19.18,11.43,5.67,5.21,17.5,5.66,10.84,18.52,24.96,24.96,6.47,6.47
25,Net Income to Common,14.39,9.28,22.79,20.49,21.07,16.47,14.61,19.18,11.43,5.67,5.21,17.5,5.66,10.84,18.52,24.96,24.96,6.47,6.47
26,Net Income Growth,-31.69%,-43.65%,55.97%,6.83%,84.38%,190.31%,180.34%,9.60%,102.04%,-47.63%,-71.85%,-29.88%,-77.34%,67.43%,186.14%,-,-,-,-
27,Shares Outstanding (Basic),111,112,112,111,112,112,112,113,112,112,93,82,84,84,84,84,84,84,84
28,Shares Outstanding (Diluted),111,112,112,111,112,112,112,113,112,112,93,82,84,84,85,84,84,84,84
29,Shares Change (YoY),-0.81%,-0.21%,0.02%,-1.76%,-0.02%,0.01%,20.09%,37.53%,33.45%,33.30%,9.21%,-2.15%,-0.05%,0.01%,1.66%,-,-,-,-
30,EPS (Basic),0.13,0.08,0.20,0.18,0.19,0.15,0.13,0.17,0.10,0.05,0.06,0.21,0.07,0.13,0.22,0.30,0.30,0.08,0.08
31,EPS (Diluted),0.13,0.08,0.20,0.18,0.19,0.15,0.13,0.17,0.10,0.05,0.06,0.21,0.07,0.13,0.22,0.30,0.30,0.08,0.08
32,EPS Growth,-31.13%,-43.53%,55.94%,8.74%,84.42%,190.27%,133.45%,-20.31%,51.40%,-60.72%,-74.23%,-28.19%,-77.28%,67.42%,181.48%,-,-,-,-
33,Free Cash Flow,21.76,20.51,-15.89,-30.53,-28.79,30.12,17.26,-65.84,-58.63,4.91,-50.37,-18.14,4.81,-0.44,2.74,-,-,-3.17,-3.17
34,Free Cash Flow Per Share,0.20,0.18,-0.14,-0.27,-0.26,0.27,0.15,-0.58,-0.52,0.04,-0.54,-0.22,0.06,-0.01,0.03,-,-,-0.04,-0.04
35,Dividend Per Share,-,-,-,0.089,-,-,-,0.071,-,-,-,0.071,-,-,-,-,-,-,-
36,Dividend Growth,-,-,-,25.07%,-,-,-,0%,-,-,-,-,-,-,-,-,-,-,-
37,Gross Margin,24.86%,21.35%,26.07%,23.60%,25.60%,21.67%,21.43%,21.41%,18.95%,14.61%,18.26%,20.21%,22.40%,23.35%,28.68%,28.46%,28.46%,26.31%,26.31%
38,Operating Margin,12.37%,3.80%,13.04%,7.01%,10.93%,8.36%,8.94%,5.30%,9.73%,2.95%,4.73%,8.64%,8.81%,9.20%,18.38%,18.40%,18.40%,9.86%,9.86%
39,Profit Margin,5.77%,4.19%,9.81%,7.58%,8.46%,8.19%,8.01%,8.52%,5.88%,4.51%,3.54%,10.64%,4.67%,8.06%,14.40%,15.64%,15.64%,7.33%,7.33%
40,Free Cash Flow Margin,8.73%,9.26%,-6.84%,-11.29%,-11.56%,14.98%,9.46%,-29.27%,-30.18%,3.90%,-34.23%,-11.03%,3.97%,-0.33%,2.13%,-,-,-3.59%,-3.59%
41,EBITDA,39.63,19.73,39.08,27.74,33.6,24.01,22.7,18.32,23.57,9.64,11.63,18.87,15.74,18.29,28.71,39.51,34.09,13.43,13.43
42,EBITDA Margin,15.89%,8.91%,16.82%,10.26%,13.49%,11.94%,12.44%,8.14%,12.14%,7.66%,7.91%,11.47%,12.99%,13.60%,22.32%,24.76%,21.37%,15.22%,15.22%
43,D&A For EBITDA,8.77,11.31,8.77,8.77,6.39,7.2,6.39,6.39,4.67,5.94,4.67,4.67,5.07,5.92,5.07,10.14,4.73,4.73,4.73
44,EBIT,30.86,8.42,30.31,18.97,27.21,16.82,16.32,11.93,18.91,3.71,6.97,14.21,10.67,12.37,23.64,29.37,29.37,8.7,8.7
45,EBIT Margin,12.37%,3.80%,13.04%,7.01%,10.93%,8.36%,8.94%,5.30%,9.73%,2.95%,4.73%,8.64%,8.81%,9.20%,18.38%,18.40%,18.40%,9.86%,9.86%
46,Effective Tax Rate,6.51%,5.91%,6.15%,4.26%,3.92%,2.00%,9.23%,14.07%,15.38%,-,20.55%,9.86%,17.29%,15.71%,17.32%,13.54%,13.54%,24.73%,24.73%
47,Revenue as Reported,249.44,221.44,232.38,270.45,249.02,201.12,182.47,224.97,194.23,125.84,147.16,164.5,121.13,134.47,128.62,-,-,-,-
