,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
26,Shares Outstanding (Basic),543,598,552,577,587,552,572,609,564,529,591,452,460,476,454
27,Shares Outstanding (Diluted),543,598,552,577,587,552,572,609,564,529,591,452,460,476,454
28,Shares Change (YoY),-7.54%,8.32%,-3.46%,-5.23%,4.05%,4.31%,-3.22%,34.72%,22.62%,11.04%,30.20%,-,-,-,-
29,EPS (Basic),-0.16,-0.17,-0.15,-0.23,-0.14,-0.22,-0.11,-0.14,-0.13,-0.08,-0.08,-0.14,-0.10,-0.08,-0.19
30,EPS (Diluted),-0.16,-0.17,-0.15,-0.23,-0.14,-0.22,-0.11,-0.14,-0.13,-0.08,-0.08,-0.14,-0.10,-0.08,-0.19
31,Free Cash Flow,-82.99,-114.81,-131.17,-122.69,-95.64,-199.05,-82.44,-89.48,-75.72,-30.75,-72.62,-61.18,-43.43,-54.06,-55.25
32,Free Cash Flow Per Share,-0.15,-0.19,-0.24,-0.21,-0.16,-0.36,-0.14,-0.15,-0.13,-0.06,-0.12,-0.14,-0.09,-0.11,-0.12
33,Gross Margin,82.22%,76.75%,78.97%,77.55%,82.80%,84.53%,89.84%,-,44.93%,-,84.99%,-,-,-,-
34,Operating Margin,-154.00%,-190.92%,-427.53%,-1447.26%,-3337.91%,-255000.86%,-342664.76%,-1143955.91%,-1278696.40%,-,-674219.62%,-1574111.92%,-,-,-
35,Profit Margin,-148.57%,-180.05%,-340.67%,-1230.71%,-2830.77%,-223138.04%,-275136.91%,-915106.49%,-939082.68%,-,-516935.70%,-1387126.74%,-,-,-
36,Free Cash Flow Margin,-141.96%,-204.39%,-539.35%,-1140.56%,-3277.33%,-362579.87%,-360391.17%,-977971.76%,-971246.70%,-,-793779.41%,-1337524.05%,-,-,-
37,EBITDA,-88.08,-103.49,-102.03,-153.74,-96.38,-138.46,-77.35,-103.64,-99.05,-67.36,-61.04,-71.36,-49.12,-45.2,-88.26
38,EBITDA Margin,-150.67%,-184.23%,-,-,-,-,-,-,-,-,-,-,-,-,-
39,D&A For EBITDA,1.94,3.76,1.94,1.94,1.03,1.54,1.03,1.03,0.64,0.86,0.64,0.64,0.34,0.56,0.34
40,EBIT,-90.02,-107.25,-103.97,-155.69,-97.41,-139.99,-78.38,-104.67,-99.69,-68.22,-61.68,-72,-49.46,-45.76,-88.61
41,EBIT Margin,-154.00%,-190.92%,-,-,-,-,-,-,-,-,-,-,-,-,-
42,Revenue as Reported,58.46,56.17,24.32,10.76,2.92,0.05,0.02,0.01,0.01,-,0.01,0,-,-,-
