,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
42,Net Cash (Debt),1387,1857,2090,2213,2290,2466,2557,2720,2800,2871,2880,2966,-,678.17,798.68
43,Net Cash Growth,-39.43%,-24.67%,-18.28%,-18.64%,-18.23%,-14.12%,-11.22%,-8.29%,-,323.38%,260.64%,-,-,-,-
44,Net Cash Per Share,2.55,3.11,3.78,3.83,3.90,4.47,4.47,4.46,4.96,5.43,4.87,6.56,-,1.42,1.76
45,Filing Date Shares Outstanding,561.65,562.24,570,570,570,570,570,570,570,570,570,570,460.17,460,454.07
46,Total Common Shares Outstanding,561.65,566.43,570,570,570,570,570,570,570,570,570,570,460.17,460,454.07
47,Working Capital,1421,1883,2103,2190,2317,2421,2615,2679,2763,2850,2884,2935,-,670.5,-
48,Book Value Per Share,3.70,3.85,4.03,4.19,4.41,4.55,4.76,4.86,5.00,5.13,5.20,5.29,-,1.61,1.75
49,Tangible Book Value,2022,2125,2239,2327,2489,2569,2691,2749,2830,2901,2943,2991,-,740.77,806.24
50,Tangible Book Value Per Share,3.60,3.75,3.93,4.08,4.37,4.51,4.72,4.82,4.96,5.09,5.16,5.25,-,1.61,1.75
51,Machinery,-,47.38,-,46.55,-,40.14,-,27.8,-,17.84,-,15.67,-,14.51,-
