,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
11,EV/EBITDA Ratio,20.92,11.51,10.31,11.39,14.69,15.04,16.98,17.88,15.62,15.38,15.84,21.17,-,-,-,-,-,-,-,-
12,EV/EBIT Ratio,34.23,17.01,15.26,17.72,22.30,23.91,28.38,28.24,23.58,23.05,21.89,26.85,-,-,-,-,-,-,-,-
13,EV/FCF Ratio,-68.04,-37.11,-,-,-,-,-,191.53,-52.62,-,105.11,-,-,-,-,-,-,-,-,-
14,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.00,0.01,-,0.01,0.00,0.00,0.00,-,-
15,Debt / EBITDA Ratio,0.22,0.16,0.21,0.25,0.22,0.19,0.46,0.29,0.43,0.19,0.28,0.07,0.08,-,0.03,0.01,0.01,0.01,-,-
16,Debt / FCF Ratio,-,-0.72,-,-,-,-,-,3.45,-1.06,-,1.13,-,-1.44,-,-,-,0.03,0.03,-,-
17,Asset Turnover,0.56,0.52,0.36,0.46,0.45,0.33,0.28,0.31,0.30,0.26,0.43,-,-,-,-,0.92,1.00,0.65,-,
18,Inventory Turnover,3.62,3.67,3.91,2.94,4.13,3.66,3.26,2.82,3.20,2.53,2.50,2.73,-,-,-,-,3.80,4.16,2.75,-
19,Quick Ratio,2.64,2.64,3.38,3.77,4.09,4.09,5.70,7.35,7.44,8.32,8.15,8.57,1.64,-,1.63,-,1.82,1.82,2.00,2.00
20,Current Ratio,4.25,4.25,4.26,5.27,4.79,5.86,6.49,9.36,8.30,10.31,10.11,10.66,2.59,-,2.49,-,2.59,2.59,2.88,2.88
21,Return on Equity (ROE),8.36%,10.13%,4.99%,7.91%,7.22%,3.65%,4.33%,6.52%,5.80%,4.09%,8.76%,-,-,25.02%,17.74%,21.65%,22.90%,15.25%,-,
22,Return on Assets (ROA),4.90%,2.95%,2.13%,2.79%,4.16%,0.68%,2.11%,0.94%,3.35%,1.11%,4.20%,-,-,-,-,11.46%,12.41%,6.80%,-,
23,Return on Capital (ROIC),5.78%,3.44%,2.46%,3.22%,4.77%,0.76%,2.34%,1.04%,3.68%,1.21%,4.80%,-,-,17.36%,12.98%,14.89%,15.77%,8.43%,-,
24,Return on Capital Employed (ROCE),5.28%,5.80%,5.35%,4.29%,4.21%,3.44%,3.01%,3.14%,3.53%,3.59%,4.63%,6.45%,17.09%,-,21.53%,-,17.57%,11.73%,6.67%,3.33%
25,Earnings Yield,3.61%,5.60%,6.12%,4.67%,3.92%,3.65%,3.48%,3.44%,3.90%,3.57%,3.48%,3.67%,-,-,-,-,-,-,-,-
26,FCF Yield,-1.33%,-2.06%,-5.19%,-4.32%,-2.47%,-0.50%,-0.26%,0.33%,-1.17%,-0.78%,0.61%,-0.24%,-,-,-,-,-,-,-,-
27,Dividend Yield,1.79%,-,4.82%,-,2.74%,-,-,-,2.23%,-,-,-,-,-,-,-,-,-,-,-
28,Payout Ratio,73.50%,101.84%,141.21%,1.83%,1.16%,9.61%,318.60%,1.45%,0.84%,10.46%,238.48%,0.08%,0.06%,0.02%,0.02%,0.03%,0.04%,0.04%,0.49%,0.49%
29,Buyback Yield / Dilution,0.37%,1.46%,0.01%,-0.01%,-0.00%,-0.00%,0.01%,-0.01%,-33.33%,-33.34%,-33.35%,-33.32%,0.01%,0.01%,-0.01%,-0.01%,-,-,-,-
30,Total Shareholder Return,2.16%,1.46%,4.83%,-0.01%,2.74%,-0.00%,0.01%,-0.01%,-31.10%,-33.34%,-33.35%,-33.32%,0.01%,0.01%,-0.01%,-0.01%,-,-,-,-
