,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
16,Total Assets,2344,2300,2277,2300,2152,2039,2016,1987,-,1826,1825,1797,1706,1637,1663,1454,-,1245,-
17,Accounts Payable,161.96,167.42,168.39,201.19,188.17,121.79,147.67,161.22,-,159.45,147.59,174.16,170.52,146.11,149.83,147.3,-,83.43,-
18,Accrued Expenses,45.71,60.8,28.75,74.26,44.87,55.98,27.61,71.71,-,45.45,27.5,65.04,39.7,46.94,26.33,63.11,-,25.35,-
19,Short-Term Debt,50.08,57.24,50.09,50.05,30.07,60.05,30.06,4.73,-,16.15,22.98,12.39,8.15,4.72,31.81,48.3,-,81.02,-
20,Current Portion of Long-Term Debt,24.18,21.09,31.57,31.13,2.3,1.23,3.01,0.63,-,0.6,2.96,0.14,-,-,-,-,-,-,-
21,Current Portion of Leases,-,2.78,-,1.08,-,1.73,-,2.3,-,2.49,-,2.47,-,-,-,-,-,-,-
22,Current Income Taxes Payable,26.86,11.57,28.41,12.32,20,6.27,14.42,9.32,-,6.08,14.33,7.55,12.12,4.92,10.32,11.41,-,11.53,-
23,Current Unearned Revenue,52.59,57.16,62.49,46.77,52.33,35.9,42.58,45.29,-,32.46,35.4,29.69,28.69,32.5,40.69,35.23,-,24.59,-
24,Other Current Liabilities,3.56,9.99,9.94,36.77,8.81,12.76,14.67,22.31,-,10.41,3.99,9.64,4.23,4.46,1.04,5.56,-,2.44,-
25,Total Current Liabilities,364.94,388.06,379.63,453.58,346.55,295.72,280.02,317.51,-,273.1,254.76,301.08,263.42,239.66,260.02,310.92,-,228.36,-
26,Long-Term Debt,33.74,33.91,24.19,24.58,54.62,55.01,35.3,5.53,-,4.57,4.81,1.28,-,-,-,-,-,-,-
27,Long-Term Leases,3.45,3.76,0.47,0.29,0.28,0.29,0.46,1.12,-,1.61,2.07,2.7,0.04,0.06,0.08,-,-,-,-
28,Long-Term Unearned Revenue,27.21,28.87,20.46,22.03,23.71,26.04,28.44,30.38,-,35.23,34.58,36.9,31.07,22.87,24.6,26.33,-,26.97,-
29,Long-Term Deferred Tax Liabilities,28.03,28.26,29.46,29.29,32.64,31.66,26.85,28.36,-,22.48,21.82,19.51,15.55,16.09,14.99,15.48,-,16.57,-
30,Other Long-Term Liabilities,2.54,2.5,2.44,2.44,2.44,2.5,2.49,2.49,-,0.91,0.95,0.95,0.95,11.04,10.9,10.83,-,10.76,-
31,Total Liabilities,459.9,485.36,456.66,532.21,460.25,411.22,373.57,385.39,-,337.91,318.99,362.42,311.03,289.71,310.59,363.57,-,282.67,-
32,Common Stock,401,401,401,401,401,403.15,404.14,404.14,-,404.14,404.14,401,401,401,401,360.9,-,360.9,-
33,Additional Paid-In Capital,407.29,407.29,407.29,407.29,407.29,429.42,428.52,426.75,-,426.54,423.1,387.45,387.45,387.45,387.45,216.03,-,216.03,-
34,Retained Earnings,1059,991.11,997.82,942.66,876.47,808.69,814.92,777.16,-,659.03,680.41,647.24,605.99,558.49,562.76,512.39,-,384.82,-
35,Treasury Stock,-,-,-,-,-,-24.29,-11.06,-11.06,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,17.24,14.88,14.52,16.61,6.62,10.49,5.43,4.68,-,-1.96,-2.1,-1.53,0.28,0.78,1.04,1.17,-,0.96,-
37,Shareholders' Equity,1885,1814,1821,1768,1691,1627,1642,1602,-,1488,1506,1434,1395,1348,1352,1090,-,962.71,925.1
38,Total Liabilities & Equity,2344,2300,2277,2300,2152,2039,2016,1987,-,1826,1825,1797,1706,1637,1663,1454,-,1245,-
39,Total Debt,111.45,118.79,106.31,107.13,87.27,118.32,68.83,14.31,-,25.43,32.83,18.97,8.19,4.78,31.89,48.3,-,81.02,80.57
40,Net Cash (Debt),173.53,127.43,138.05,111.65,76.32,15.87,92.16,148.05,-,117.54,159.03,182.66,210.11,204.21,283.83,116.16,-,25.93,8.51
41,Net Cash Growth,127.38%,702.73%,49.80%,-24.59%,-,-86.49%,-42.05%,-18.95%,-,-42.44%,-43.97%,57.25%,-,687.46%,3234.39%,-,-,-,-
42,Net Cash Per Share,0.43,0.31,0.35,0.27,0.19,0.04,0.22,0.36,-,0.30,0.38,0.45,0.53,0.51,0.73,0.32,-,0.07,0.02
43,Filing Date Shares Outstanding,401,401,401,401,401,403.15,404.14,410.21,405.61,404.14,404.14,404.14,401,401,401,401,335.72,360.9,346.06
44,Total Common Shares Outstanding,401,401,401,401,401,403.15,404.14,410.21,405.61,404.14,404.14,401,401,401,401,360.9,335.72,360.9,346.06
45,Working Capital,914.77,881.25,856.15,812.71,828.49,794.62,824.24,844.13,-,832,892.02,825.05,796.81,788.18,818.72,569.15,-,431.14,-
46,Book Value Per Share,4.70,4.52,4.54,4.41,4.22,4.04,4.06,3.95,-,3.68,3.73,3.58,3.48,3.36,3.37,3.02,-,2.67,2.56
47,Tangible Book Value,1755,1684,1690,1635,1560,1493,1509,1514,-,1436,1454,1382,1342,1295,1299,1037,-,908.65,870.76
48,Tangible Book Value Per Share,4.38,4.20,4.21,4.08,3.89,3.70,3.74,3.74,-,3.55,3.60,3.45,3.35,3.23,3.24,2.87,-,2.52,2.41
49,Buildings,-,196.83,-,196.83,-,196.83,-,196.83,-,195.86,-,195.74,-,175.18,-,175.18,-,-,-
50,Machinery,-,1045,-,1022,-,946.1,-,863.28,-,793.68,-,745.84,-,667.65,-,633.63,-,-,-
51,Construction In Progress,-,288.49,-,278.86,-,242.27,-,230.96,-,200.79,-,152.82,-,159.56,-,117.16,-,-,-
