,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
26,Current Unearned Revenue,0.68,0.05,-,1.62,-,-,-,-,-,-
27,Other Current Liabilities,92.44,114.06,97.68,61.45,26.11,2.98,9.16,20.77,8.75,2.09
28,Total Current Liabilities,198.19,195.27,173.62,114.55,48.09,60.33,49.51,68.18,60.57,52.16
29,Long-Term Debt,285.11,259.63,219.1,73.39,47.29,23.65,-,-,-,-
30,Long-Term Leases,5.34,7.1,4.26,-,0.59,1.87,2.7,0.78,1.13,1.12
31,Long-Term Unearned Revenue,-,-,-,-,0.37,-,-,-,-,-
32,Long-Term Deferred Tax Liabilities,33.22,35.47,36.77,-,-,-,-,-,-,-
33,Other Long-Term Liabilities,3.24,2.52,2.29,0.38,-,-,-,-,1861,1044
34,Total Liabilities,525.1,499.98,436.03,188.33,96.33,85.85,52.21,68.96,1923,1097
35,Common Stock,273.53,273.53,273.53,273.53,273.53,273.53,273.53,200,11.68,11.48
36,Additional Paid-In Capital,1677,1677,1677,1677,1677,1677,1677,180.93,-,-
37,Retained Earnings,-677.51,-557.59,-427.28,-365.91,-264.53,-243.24,-141.69,-99.59,-1805,-997.38
38,Comprehensive Income & Other,0.41,5.96,2.71,7.91,7.91,7.91,-,-,46.85,47.05
39,Total Common Equity,1274,1399,1526,1593,1694,1715,1809,281.34,-1746,-938.85
40,Minority Interest,-1.07,-1.07,2.71,-1.27,13.44,-0.43,-,-,-4.4,-7.04
41,Shareholders' Equity,1273,1398,1529,1592,1708,1715,1809,281.34,-1750,-945.9
42,Total Liabilities & Equity,1798,1898,1965,1780,1804,1801,1861,350.3,172.25,151.13
43,Total Debt,338.06,281.92,227.04,75.54,51.5,48.57,25.26,31.47,32.46,32.61
44,Net Cash (Debt),499.11,663.8,875.91,1258,1312,1476,1663,161.79,2.96,24.57
45,Net Cash Growth,-43.02%,-47.23%,-33.25%,-14.75%,-21.08%,811.97%,56147.23%,558.40%,-,-
46,Net Cash Per Share,1.82,2.43,3.20,-,4.80,5.39,6.47,-,0.02,-
47,Filing Date Shares Outstanding,273.53,273.53,273.53,273.53,273.53,273.53,273.53,200,200,147.69
48,Total Common Shares Outstanding,273.53,273.53,273.53,273.53,273.53,273.53,273.53,200,200,147.69
49,Working Capital,916.49,1020,1191,1413,1620,1642,1763,242.21,77.56,62.78
50,Book Value Per Share,4.66,5.12,5.58,5.82,6.19,6.27,6.61,1.41,-8.73,-6.36
51,Tangible Book Value,1017,1133,1257,1593,1694,1715,1809,281.34,-1746,-938.85
52,Tangible Book Value Per Share,3.72,4.14,4.60,5.82,6.19,6.27,6.61,1.41,-8.73,-6.36
53,Machinery,-,88.39,-,59.83,-,36.82,-,27.5,26.66,30.5
54,Construction In Progress,-,281.68,-,165.77,-,19.43,-,2.88,-,-
55,Leasehold Improvements,-,10.14,-,7.59,-,6.98,-,6.98,6.98,7.54
