,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
20,Accrued Expenses,4.85,6.24,3.97,12.96,4.1,5.32,4.46,12.57,3.74,7.3,2.66,17.52,4.37,11.45,2.82,8.14,-,4.43,-
21,Short-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,0.14,20.14,0.14,20,-,20,-
22,Current Portion of Long-Term Debt,5.23,4.6,3.57,4.1,3.6,3.6,15.11,10.67,17.79,10.6,19.87,8.68,10.78,6.6,1.36,-,-,2.6,-
23,Current Portion of Leases,-,0.63,-,0.97,-,2.79,-,5.01,-,9.93,-,10.44,-,2.67,-,-,-,-,-
24,Current Income Taxes Payable,2.01,0.35,3.08,-,-0.46,-1.2,2.1,2.72,4.63,1.88,9.57,1.18,12.94,7.23,18.33,11.54,-,0.78,-
25,Current Unearned Revenue,15.93,12.92,8.58,10.23,2.66,6.97,5.23,4.02,3.14,3.04,3.85,2.94,1.62,1.17,1.41,1.21,-,1.17,-
26,Other Current Liabilities,12.02,12.2,7.61,12.15,7.18,7.73,9,6.09,10.41,26.52,12.11,11.12,20.1,16.09,33.42,29.43,-,28.15,-
27,Total Current Liabilities,48.33,48.04,32.66,50.79,29.39,40.4,51.69,48.46,58.33,66.81,53.89,55.18,56.58,77.22,60.7,71.39,-,61.18,-
28,Long-Term Debt,41.75,43.05,45.55,45.35,46.35,47.65,40.6,45.9,48.5,51.2,54.5,56.5,56.5,61.8,67.1,49.47,-,50.77,-
29,Long-Term Leases,2.59,2.75,2.82,3,-,-,-,-,-,2.51,2.9,5.01,1.36,1.87,-,-,-,-,-
30,Long-Term Unearned Revenue,22.67,22.35,22.35,22.19,34.94,34.94,34.94,34.94,36.19,36.19,36.19,36.19,36.5,38.39,44.27,31.93,-,24.17,-
31,Long-Term Deferred Tax Liabilities,1.64,1.63,1.28,1.28,4.2,4.2,4.2,4.2,2.61,2.61,2.61,2.61,0.45,0.45,0.45,0.45,-,2.35,-
32,Total Liabilities,116.99,117.82,104.66,122.61,114.89,127.2,131.44,133.5,145.63,159.32,150.1,155.49,151.4,179.73,172.53,153.25,-,138.47,-
33,Common Stock,135.55,135.55,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,100,100,-,100,-
34,Additional Paid-In Capital,967.57,960.79,934.14,926.92,911.18,899.87,887.73,887.73,887.73,887.73,887.73,887.73,887.73,887.73,420.25,420.25,-,420.25,-
35,Retained Earnings,318.58,331.04,328.76,321.82,321.35,317.05,300.15,281.63,251.49,255.51,235.83,222.68,186.91,149.18,120.11,101.9,-,22.98,-
36,Comprehensive Income & Other,0.03,-0,-,-,0.23,0.23,0.23,0.23,0.67,0.54,0.53,0.53,0.52,0.52,0.45,0.52,-,0.26,-
37,Total Common Equity,1422,1427,1396,1382,1366,1350,1321,1303,1273,1277,1257,1244,1209,1171,640.81,622.67,-,543.49,532.95
38,Minority Interest,15.87,17.29,19.64,21.57,20.58,21.12,21.05,22.79,24.68,25.31,24.36,26.31,26.81,27.71,28.24,29.02,-,29.93,-
39,Shareholders' Equity,1438,1445,1416,1404,1387,1372,1342,1326,1298,1302,1282,1271,1235,1198,669.05,651.68,-,573.42,563.76
40,Total Liabilities & Equity,1555,1562,1521,1526,1502,1499,1474,1459,1444,1462,1432,1426,1387,1378,841.58,804.93,-,711.89,-
41,Total Debt,49.58,51.04,51.94,53.42,49.95,54.05,55.71,61.59,66.29,74.24,77.27,80.63,68.78,93.08,68.6,69.47,-,73.37,66.44
42,Net Cash (Debt),1008,1030,1033,1038,1029,1029,1016,1014,987.94,991.66,984.46,984.56,979.25,948.69,452.84,422.34,-,346.46,388.28
43,Net Cash Growth,-1.98%,0.03%,1.70%,2.31%,4.11%,3.81%,3.17%,3.03%,0.89%,4.53%,117.40%,133.12%,-,173.82%,16.63%,-,-,-,-
44,Net Cash Per Share,9.78,8.26,7.44,7.75,7.74,7.91,7.68,7.35,7.28,7.56,7.49,7.36,7.28,8.65,4.51,4.29,-,3.46,-
45,Filing Date Shares Outstanding,135.55,135.55,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,100,100,100.9,100,-
46,Total Common Shares Outstanding,135.55,135.55,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,133.33,100,100,100.9,100,-
47,Working Capital,1165,1169,1168,1150,1148,1136,1105,1094,1064,1071,1073,1066,1064,1041,528.5,483.08,-,411.76,-
48,Book Value Per Share,10.49,10.53,10.47,10.37,10.25,10.13,9.91,9.77,9.55,9.58,9.43,9.33,9.06,8.78,6.41,6.23,-,5.43,5.33
49,Tangible Book Value,1371,1377,1374,1360,1344,1328,1298,1280,1250,1253,1233,1220,1184,1146,615.29,596.83,-,517.13,505.91
50,Tangible Book Value Per Share,10.12,10.16,10.31,10.20,10.08,9.96,9.74,9.60,9.37,9.40,9.25,9.15,8.88,8.59,6.15,5.97,-,5.17,5.06
51,Buildings,-,187.21,-,187.21,-,185.69,-,185.69,-,117.45,-,117.45,-,68.25,-,68.25,-,67.53,-
52,Machinery,-,62.4,-,60.14,-,34.42,-,31.14,-,32.88,-,32.26,-,29.04,-,32.23,-,32,-
53,Construction In Progress,-,0.33,-,0.33,-,17.68,-,1.47,-,87.07,-,60.85,-,150.45,-,138.97,-,132.61,-
