,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
12,Interest & Investment Income,10.11,3.5,-,3.16,0.49,1.12,1.41,2.4,0.63,1.31,1.29,1.25,2.59,0.3,0.14,-,0.59,0.51,0.13
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,0.53,-,-,-,2.03,-,-,-
14,Currency Exchange Gain (Loss),0.13,-0.13,-,0,-,-,-,0,-,-,-,-0,0,-0,-,-0.38,-0,0,-
15,Other Non Operating Income (Expenses),3.59,-0.69,-,-1.09,0.95,-0.29,0,0.14,0.22,-0.27,-0.05,0.04,-0.13,-1.83,1.85,0.27,-0.23,-0.07,-
16,EBT Excluding Unusual Items,8.32,-5.39,1.53,-21.42,13.68,12.8,15.18,14.85,31.21,22.17,9.49,24.71,37.6,30.98,18.32,49.37,38.25,10.72,-2.12
17,Gain (Loss) on Sale of Investments,-5.57,3.91,4.2,2.53,4.38,4.17,4.02,4.03,3.77,-2.89,5.28,3.67,4,3.44,3.27,-3.18,3,0.75,1.93
18,Gain (Loss) on Sale of Assets,-0.1,0.75,-0,-0.59,-,-,-,-0.32,0,-0,-,-,-,-,-,-,-0.08,-,-
19,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-0.01,-,-0,0,-,-,-,-
20,Other Unusual Items,-1.33,0.2,-0.08,14.34,-,-,-,8.61,-,-,-,6.07,-,-,-,3.43,-,-,-
21,Pretax Income,1.32,-0.53,5.65,-5.14,18.06,16.97,19.2,27.17,34.98,19.28,14.77,34.44,41.6,34.42,21.59,49.63,41.17,11.47,-0.19
22,Income Tax Expense,7.07,-0.08,0.26,-6.3,-,-,2.43,-1.08,3.36,-1.35,3.57,-0.82,4.77,5.76,4.27,7.58,5.21,1.66,0.51
23,Earnings From Continuing Operations,-5.75,-0.45,5.39,1.17,18.06,16.97,16.77,28.25,31.62,20.63,11.21,35.26,36.83,28.66,17.32,42.05,35.96,9.81,-0.71
24,Minority Interest in Earnings,1.42,2.73,1.55,-0.94,0.54,-0.07,1.74,1.89,0.63,-0.95,1.94,0.51,0.89,0.54,0.77,0.69,0.22,0.09,0.82
25,Net Income,-4.33,2.28,6.94,0.22,18.59,16.9,18.51,30.14,32.25,19.68,13.15,35.77,37.73,29.19,18.09,42.74,36.19,9.91,0.12
26,Net Income to Common,-4.33,2.28,6.94,0.22,18.59,16.9,18.51,30.14,32.25,19.68,13.15,35.77,37.73,29.19,18.09,42.74,36.19,9.91,0.12
27,Net Income Growth,-,-86.49%,-62.52%,-99.26%,-42.34%,-14.12%,40.80%,-15.75%,-14.52%,-32.58%,-27.32%,-16.30%,4.26%,194.66%,15578.29%,-,-,-,-
28,Shares Outstanding (Basic),103,125,139,134,133,130,132,138,136,131,131,134,134,110,101,98,101,100,-
29,Shares Outstanding (Diluted),103,125,139,134,133,130,132,138,136,131,131,134,134,110,101,98,101,100,-
30,Shares Change (YoY),-22.37%,-4.13%,4.93%,-2.96%,-2.17%,-0.81%,0.57%,3.21%,0.97%,19.62%,30.82%,35.89%,33.29%,9.65%,-,-,-,-,-
31,EPS (Basic),-0.04,0.02,0.05,0.00,0.14,0.13,0.14,0.22,0.24,0.15,0.10,0.27,0.28,0.27,0.18,0.43,0.36,0.10,-
32,EPS (Diluted),-0.04,0.02,0.05,0.00,0.14,0.13,0.14,0.22,0.24,0.15,0.10,0.27,0.28,0.27,0.18,0.43,0.36,0.10,-
33,EPS Growth,-,-85.91%,-64.29%,-99.24%,-41.06%,-13.42%,40.00%,-18.36%,-15.35%,-43.64%,-44.44%,-38.40%,-21.78%,168.73%,-,-,-,-,-
34,Free Cash Flow,-16.92,-7.96,-6.36,16.73,7.04,8.44,-2.44,26.23,26.81,8.77,-5.18,17.29,30.61,14.51,6.13,45.8,25.7,-10.3,-32.72
35,Free Cash Flow Per Share,-0.16,-0.06,-0.05,0.12,0.05,0.06,-0.02,0.19,0.20,0.07,-0.04,0.13,0.23,0.13,0.06,0.47,0.25,-0.10,-
36,Dividend Per Share,-,-,-,0.060,-,-,-,0.107,-,-,-,0.272,-,-,-,-,-,-,-
37,Dividend Growth,-,-,-,-43.92%,-,-,-,-60.66%,-,-,-,-,-,-,-,-,-,-,-
38,Gross Margin,69.71%,73.47%,80.38%,80.73%,84.40%,83.40%,80.99%,83.88%,83.88%,83.05%,82.23%,82.96%,85.82%,86.20%,85.73%,85.10%,83.92%,79.32%,83.06%
39,Operating Margin,-10.05%,-13.35%,4.23%,-51.15%,19.33%,18.66%,28.80%,18.57%,43.05%,37.56%,17.98%,31.18%,55.64%,59.66%,46.45%,59.97%,63.08%,39.34%,-14.03%
40,Profit Margin,-9.02%,4.32%,14.65%,0.52%,28.35%,24.08%,38.72%,43.47%,45.02%,33.68%,28.65%,43.99%,59.39%,53.52%,49.31%,52.43%,59.70%,36.55%,0.79%
41,Free Cash Flow Margin,-35.19%,-15.05%,-13.44%,39.02%,10.74%,12.03%,-5.10%,37.83%,37.43%,15.01%,-11.30%,21.26%,48.19%,26.61%,16.72%,56.18%,42.41%,-38.01%,-225.28%
42,EBITDA,-0.39,-2.2,6.44,-17.5,16.23,17.51,17.32,16.43,33.52,24.67,10.94,28.04,38.17,35.01,19.87,51.72,40.86,13.31,0.59
43,EBITDA Margin,-0.82%,-4.15%,13.60%,-40.81%,24.74%,24.95%,36.22%,23.69%,46.80%,42.21%,23.83%,34.48%,60.10%,64.18%,54.16%,63.44%,67.42%,49.10%,4.07%
44,D&A For EBITDA,4.44,4.86,4.44,4.44,3.55,4.41,3.55,3.55,2.69,2.72,2.69,2.69,2.83,2.46,2.83,2.83,2.63,2.64,2.63
45,EBIT,-4.83,-7.06,2,-21.94,12.68,13.1,13.77,12.88,30.83,21.95,8.25,25.35,35.34,32.55,17.04,48.89,38.23,10.67,-2.04
46,EBIT Margin,-10.05%,-13.35%,4.23%,-51.15%,19.33%,18.66%,28.80%,18.57%,43.05%,37.56%,17.98%,31.18%,55.64%,59.66%,46.45%,59.97%,63.08%,39.34%,-14.03%
47,Effective Tax Rate,536.26%,-,4.54%,-,-,-,12.66%,-,9.61%,-,24.14%,-,11.46%,16.74%,19.78%,15.28%,12.65%,14.44%,-
48,Revenue as Reported,48.07,52.88,47.36,42.88,65.59,70.2,47.81,69.34,71.63,58.45,45.89,81.31,63.52,54.55,36.69,81.52,60.61,27.11,14.53
