,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
10,"Property, Plant & Equipment",-,5041,4997,4873,4696,4401,3953,3801,3833,3697,3594,3596,3323,3097,2900,2769,2670,-,-,-
11,Long-Term Investments,-,400.02,400.64,400.76,397.21,399.74,400.54,400.91,100.26,-,-,-,-,-,-,4.17,4.17,-,-,-
12,Other Intangible Assets,-,371.66,371.52,374.52,377.54,333.46,336.13,280.37,280.23,265.84,240.03,241.41,242.33,243.7,245.07,246.44,247.81,-,-,-
13,Long-Term Deferred Tax Assets,-,140.15,140.06,126.8,125.59,113.9,103.82,104.82,108.38,100.16,99.67,84.63,85.89,66.51,65.77,64.09,60.07,-,-,-
14,Long-Term Deferred Charges,-,13.15,14.52,15.89,17.26,7.57,8.91,10.24,-,-,-,-,-,-,-,-,-,-,-,-
15,Other Long-Term Assets,-,18.55,21.53,14.93,34.89,96.2,224.22,77,9.52,30.92,22.42,9.38,74.76,45.23,82.88,37.76,39.86,-,-,-
16,Total Assets,-,14612,13994,14401,13481,13887,12902,13672,15384,16137,13437,12981,10679,9229,7390,7335,6222,-,-,-
17,Accounts Payable,-,4485,3276,3585,3164,3301,1949,3152,4885,5952,6684,6382,4651,3425,2772,2493,1600,-,-,-
18,Accrued Expenses,-,53.86,51.47,21.35,21.85,38.28,60.59,20.25,23.8,32.09,45.77,16.5,15.08,8.01,5.58,30.58,31.47,-,-,-
19,Short-Term Debt,-,375.26,670.45,815.59,-,50.03,-,-,70.06,70.05,221.26,252.28,6.38,600.59,1106,1178,1043,-,-,-
20,Current Portion of Long-Term Debt,-,94.54,36.7,45.09,26.05,375.79,235.72,581.75,622.29,193.83,188.24,255.17,252.29,258.82,269.81,221.29,-,-,-,-
21,Current Portion of Leases,-,-,8.93,-,7.09,-,3.82,-,4.83,-,2.4,-,2.34,-,-,1.83,-,-,-,-
22,Current Income Taxes Payable,-,28.51,20.26,19.33,4.49,77.73,13.42,88.17,79.24,104.31,62.41,46.04,52.55,27.43,28.18,23.29,6.58,-,-,-
23,Current Unearned Revenue,-,32.05,16.82,33.67,4.3,7.81,12.39,4.29,5.52,21.73,5.18,10.62,11.59,29.75,9.75,6.4,1.94,-,-,-
24,Other Current Liabilities,-,24.79,564.29,36.96,542.29,44.32,413.98,35.97,311.6,74.33,254.11,63.18,217.9,69.03,63.79,193.84,439.31,-,-,-
25,Total Current Liabilities,-,5094,4645,4557,3770,3895,2689,3882,6002,6449,7463,7026,5210,4418,4256,4149,3122,-,-,-
26,Long-Term Debt,-,477.81,429.81,760.78,704.66,1104,1501,1166,870.79,1428,1539,1762,1383,1027,949.63,1115,1135,-,-,-
27,Long-Term Leases,-,6.41,7.77,9.81,10.75,11.25,9.29,14.37,10.34,7.32,0.61,1.22,1.82,-,-,-,-,-,-,-
28,Long-Term Unearned Revenue,-,118.4,123.37,123.39,124.48,131.35,115.32,119.82,119.34,119.38,120.6,115.9,120,124.93,122.66,126.44,130.36,-,-,-
29,Long-Term Deferred Tax Liabilities,-,5.56,5.97,6.52,8.17,3.09,3.23,3.37,6.74,3.65,3.79,3.93,4.07,4.21,4.35,4.49,4.63,-,-,-
30,Other Long-Term Liabilities,-,24.01,24.05,24.01,24.05,24.01,24.05,24.01,24.05,24.01,24.05,24.01,24.06,24.01,24.05,24.01,24.05,-,-,-
31,Total Liabilities,-,5726,5236,5481,4642,5168,4342,5209,7033,8031,9152,8933,6743,5599,5356,5419,4417,-,-,-
32,Common Stock,-,420.77,420.77,420.77,420.77,420.77,420.77,300.55,300.55,300.55,251.57,251.57,251.57,251.57,188.68,188.68,188.68,-,-,-
33,Additional Paid-In Capital,-,6022,6022,6022,6022,6022,6022,6142,6142,6185,2740,2740,2861,2740,1356,1372,1372,-,-,-
34,Retained Earnings,-,2212,2084,2250,2138,2023,1866,1877,1761,1476,1150,950.16,766.52,586.91,438.82,299.71,187.91,-,-,-
35,Treasury Stock,-,-35.69,-30.69,-30.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Comprehensive Income & Other,-,11.53,5.17,0.75,0.61,-4.02,-3.55,-7.04,-4,-4.72,-3.04,-2.87,0.74,-2.12,-0.1,-4.13,-0.67,-,-,-
37,Total Common Equity,8630,8630,8501,8662,8582,8462,8304,8312,8200,7957,4139,3939,3880,3576,1983,1856,1748,-,-,1512
38,Minority Interest,-,255.14,257.82,257.39,257.79,256.43,256.14,150.22,150.62,148.24,146.1,108.26,56.33,54.16,50.54,59.36,57.1,-,-,-
39,Shareholders' Equity,8886,8886,8758,8920,8839,8718,8561,8462,8350,8106,4285,4047,3937,3630,2034,1916,1805,-,-,1568
40,Total Liabilities & Equity,-,14612,13994,14401,13481,13887,12902,13672,15384,16137,13437,12981,10679,9229,7390,7335,6222,-,-,-
41,Total Debt,954.01,954.01,1154,1631,748.55,1541,1750,1762,1578,1699,1952,2271,1646,1887,2326,2517,2178,-,-,1976
42,Net Cash (Debt),1123,1123,1052,1145,955.19,245.02,49.37,118.65,-111.55,652.17,-1240,-1069,-1017,-451.82,-2160,-2214,-1900,-,-,-1924
43,Net Cash Growth,17.55%,358.24%,2030.79%,865.30%,-,-62.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,2.68,2.62,2.56,2.68,2.25,0.57,0.12,0.28,-0.27,1.74,-3.53,-3.02,-2.89,-1.54,-8.21,-8.35,-7.05,-,-,-8.19
45,Filing Date Shares Outstanding,420.77,420.77,420.77,428.03,420.77,420.77,420.77,420.77,420.77,420.77,352.2,352.2,352.2,352.2,352.2,264.15,264.15,258.56,268.86,234.83
46,Total Common Shares Outstanding,420.77,420.77,420.77,428.03,420.77,420.77,420.77,420.77,420.77,420.77,352.2,352.2,352.2,352.2,352.2,264.15,264.15,258.56,268.86,234.83
47,Working Capital,-,3534,3404,4039,4063,4640,5187,5116,5050,5595,2017,2023,1744,1359,-159.46,65.13,77.37,-,-,-
48,Book Value Per Share,20.51,20.51,20.20,20.24,20.39,20.11,19.74,19.75,19.49,18.91,11.75,11.18,11.02,10.15,5.63,7.03,6.62,-,-,7.70
49,Tangible Book Value,8259,8259,8129,8288,8204,8128,7968,8032,7919,7692,3899,3698,3638,3332,1738,1610,1500,-,-,1259
50,Tangible Book Value Per Share,19.63,19.63,19.32,19.36,19.50,19.32,18.94,19.09,18.82,18.28,11.07,10.50,10.33,9.46,4.93,6.10,5.68,-,-,6.41
51,Buildings,-,-,1695,-,1491,-,1482,-,1477,-,1424,-,1131,-,-,840.48,840.48,-,-,-
52,Machinery,-,-,3426,-,3434,-,3328,-,3247,-,2816,-,2483,-,-,2044,2042,-,-,-
53,Construction In Progress,-,-,1459,-,1178,-,385.93,-,179.39,-,211.48,-,515.78,-,-,440.3,290.75,-,-,-
