,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
9,Other Current Assets,67.47,49.85,55.76,56.75,76.32,104.17,34.62,54.86,106.12,135.77,61.67,24.92,-,12.67,-,14.37,14.37,18.64,18.64
10,Total Current Assets,2340,2053,2184,2160,2254,2098,1856,1925,1878,1582,1475,524.33,-,481.9,-,541.58,541.58,555.03,555.03
11,"Property, Plant & Equipment",280.3,274.76,278.7,279.49,271.27,270.02,247.37,241.75,233.45,218.44,227.51,215.64,-,162.13,-,112.9,112.9,94.8,94.8
12,Other Intangible Assets,22.98,23.89,24.34,25.3,22.76,23.55,22.85,18.97,19.3,19.64,19.97,20.3,-,18.47,-,18.68,18.68,19.1,19.1
13,Long-Term Deferred Tax Assets,7.59,7.26,7.55,6.73,5.98,8.23,4.75,4.41,7.45,6.59,5.13,5.7,-,8.1,-,9.38,9.38,7.26,7.26
14,Long-Term Deferred Charges,23.11,22.39,20.86,22.13,20.47,19.02,15.65,20.08,17.82,12.78,12.91,12.84,-,14.39,-,12.85,12.85,15.75,15.75
15,Other Long-Term Assets,7.86,8.57,5.87,2.43,3.1,4.5,6.1,6.71,3.7,9.71,1.33,5.27,-,6.44,-,12.14,12.14,10.52,10.52
16,Total Assets,2682,2390,2522,2496,2577,2423,2152,2217,2160,1850,1742,784.09,-,691.43,-,707.53,707.53,702.46,702.46
17,Accounts Payable,58.93,61.23,57.33,49.51,85.5,101.09,89.08,91.17,263.59,55.16,43.9,32.12,-,20.43,-,22.31,19.21,32.09,32.09
18,Accrued Expenses,24.11,25.48,20.6,34.25,21.56,19.95,11.68,19.1,14.85,14.83,5.72,19.8,-,23.35,-,29.39,29.39,38.48,38.48
19,Short-Term Debt,767.85,518.35,604.16,601.58,664.67,545.14,255.18,345.13,150.01,50.04,20.67,7.67,-,-,-,10.01,10.01,90,90
20,Current Portion of Leases,0.76,0.75,1.24,0.72,0.46,0.45,0.45,0.45,-,-,-,-,-,-,-,-,-,-,-
21,Current Income Taxes Payable,9.7,3.81,16.03,7.15,10.32,2.55,13.49,8.24,14.17,5.15,1.35,0.46,-,3.05,-,8.64,8.64,6.71,6.71
22,Current Unearned Revenue,14.31,21.6,11.81,11.88,25.53,12.23,24.78,22.09,37.03,62.8,23.02,13.4,-,5.9,-,16.51,16.51,17.07,17.07
23,Other Current Liabilities,111.45,59.5,133.31,38.43,49.89,38.46,102.77,67.57,64.61,61.85,76.61,48.1,-,24.6,-,56.47,59.56,33.08,33.08
24,Total Current Liabilities,987.11,690.73,844.49,743.51,857.94,719.87,497.43,553.75,544.25,249.83,171.27,121.56,-,77.34,-,143.34,143.34,217.42,217.42
25,Long-Term Leases,0.14,0.24,0.2,0.37,0.24,0.23,0.47,0.45,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,-,-,-,-,-,-,-,7.12,7.12,7.12,7.12,7.12,-,7.12,-,7.12,7.12,-,-
27,Long-Term Deferred Tax Liabilities,0.37,0.79,1.03,0.39,0.97,9.29,1.9,0.36,-,-,-,-,-,-,-,-,-,-,-
28,Other Long-Term Liabilities,-,-,0.06,1.92,1.21,1.01,1.01,2.57,1.01,1.1,1.11,1.34,-,3.75,-,4.59,4.59,-,-
29,Total Liabilities,987.63,691.75,845.77,746.19,860.35,730.4,500.81,564.25,552.38,258.05,179.5,130.02,-,88.21,-,155.05,155.05,217.42,217.42
30,Common Stock,480,480,480,480,480,480,480,480,480,480,480,360,-,360,-,360,360,360,360
31,Additional Paid-In Capital,876.96,876.96,876.96,876.96,876.96,876.96,876.96,876.96,876.96,876.96,876.96,95.53,-,95.53,-,95.53,95.53,95.1,95.1
32,Retained Earnings,337.11,341.14,318.53,393.12,358.74,333.28,291.36,292.84,246.37,230.31,200.99,194.69,-,142.64,-,92.82,92.82,27.92,27.92
33,Comprehensive Income & Other,0.28,0.07,0.42,0.02,1.17,2.56,3.35,3.29,4.01,4.25,4.42,3.84,-,5.04,-,4.14,4.14,2.01,2.01
34,Shareholders' Equity,1694,1698,1676,1750,1717,1693,1652,1653,1607,1592,1562,654.07,-,603.22,552.49,552.49,552.49,485.04,485.04
35,Total Liabilities & Equity,2682,2390,2522,2496,2577,2423,2152,2217,2160,1850,1742,784.09,-,691.43,-,707.53,707.53,702.46,702.46
36,Total Debt,768.76,519.34,605.6,602.68,665.37,545.82,256.09,346.03,150.01,50.04,20.67,7.67,-,-,10.01,10.01,10.01,90,90
37,Net Cash (Debt),1184,1214,1236,1280,1315,1216,1277,1273,1285,1092,1140,274.78,-,179.16,296.05,296.05,296.05,171.26,171.26
38,Net Cash Growth,-9.99%,-0.17%,-3.26%,0.56%,2.32%,11.38%,12.01%,363.39%,-,509.52%,285.14%,-7.19%,-,4.61%,72.86%,-,-,-,-
39,Net Cash Per Share,2.56,2.74,2.31,2.71,2.89,2.32,2.77,3.44,2.68,1.69,3.62,0.73,-,0.50,0.82,0.81,0.81,0.49,0.49
40,Filing Date Shares Outstanding,480,480,480,480,480,480,480,480,480,480,480,480,360.18,360,362.82,360,360,360,360
41,Total Common Shares Outstanding,480,480,480,480,480,480,480,480,480,480,480,360,360.18,360,362.82,360,360,360,360
42,Working Capital,1353,1362,1340,1417,1396,1378,1358,1372,1334,1333,1304,402.77,-,404.56,-,398.24,398.24,337.61,337.61
43,Book Value Per Share,3.53,3.54,3.49,3.65,3.58,3.53,3.44,3.44,3.35,3.32,3.25,1.82,-,1.68,1.53,1.53,1.53,1.35,1.35
44,Tangible Book Value,1671,1674,1652,1725,1694,1669,1629,1634,1588,1572,1542,633.77,-,584.75,533.8,533.8,533.8,465.94,465.94
45,Tangible Book Value Per Share,3.48,3.49,3.44,3.59,3.53,3.48,3.39,3.40,3.31,3.27,3.21,1.76,-,1.62,1.48,1.48,1.48,1.29,1.29
46,Buildings,-,147.03,-,146.62,-,113.27,-,111.82,-,92.22,-,92.22,-,89.32,-,89.49,89.49,93.96,93.96
47,Machinery,-,386.36,-,377.04,-,332.4,-,347.92,-,285.18,-,290.02,-,317.6,-,323.43,323.43,329.3,329.3
48,Construction In Progress,-,26.36,-,37.47,-,117.1,-,84.8,-,129.3,-,120.13,-,92.76,-,45.12,45.12,16.77,16.77
