,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
35,Gross Margin,17.44%,14.01%,19.99%,17.22%,27.09%,4.98%,19.83%,18.40%,17.44%,15.02%,11.57%,19.42%,28.84%,23.71%,29.96%,25.24%,25.24%,16.02%,16.02%
36,Operating Margin,4.96%,4.02%,8.95%,1.97%,8.03%,-7.58%,12.49%,11.38%,10.87%,8.85%,4.44%,11.61%,18.00%,14.82%,20.18%,16.76%,16.93%,10.05%,10.05%
37,Profit Margin,6.56%,8.25%,8.74%,11.09%,10.46%,17.85%,13.62%,13.94%,10.97%,10.66%,3.90%,16.19%,15.40%,14.21%,17.54%,13.40%,13.40%,8.32%,8.32%
38,Free Cash Flow Margin,-14.35%,20.68%,-21.29%,-7.71%,30.72%,-26.08%,0.02%,-9.77%,56.55%,-17.96%,-27.20%,24.18%,33.60%,-32.64%,-50.61%,25.79%,25.79%,-20.52%,-20.52%
39,EBITDA,20.95,18.6,27.77,11.94,24.19,-11.71,38.5,42.58,42.74,28.41,10.24,26.37,26.45,28.42,32.8,44.31,44.47,26.78,26.78
40,EBITDA Margin,6.88%,6.79%,11.34%,3.85%,9.94%,-4.99%,14.20%,12.78%,11.71%,10.33%,6.34%,13.14%,20.82%,16.53%,22.66%,18.29%,18.36%,11.60%,11.60%
41,D&A For EBITDA,5.84,7.6,5.84,5.84,4.65,6.1,4.65,4.65,3.07,4.07,3.07,3.07,3.59,2.94,3.59,3.72,3.46,3.58,3.58
42,EBIT,15.11,11,21.93,6.1,19.54,-17.81,33.85,37.94,39.67,24.34,7.17,23.3,22.87,25.48,29.22,40.59,41.01,23.2,23.2
43,EBIT Margin,4.96%,4.02%,8.95%,1.97%,8.03%,-7.58%,12.49%,11.38%,10.87%,8.85%,4.44%,11.61%,18.00%,14.82%,20.18%,16.76%,16.93%,10.05%,10.05%
44,Effective Tax Rate,21.44%,16.40%,23.61%,3.23%,13.88%,15.70%,17.92%,15.89%,12.99%,12.69%,15.00%,12.45%,14.57%,14.50%,15.41%,15.65%,15.65%,15.83%,15.83%
45,Revenue as Reported,304.41,273.91,244.92,309.92,243.38,234.91,271.11,333.29,365.1,275.06,161.56,-,127.05,171.88,144.76,242.22,242.22,230.8,230.8
