,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
13,Other Intangible Assets,62.65,63.79,64.95,66.13,74.39,63.86,64.74,65.62,65.22,66.51,67.88,69.29,71.2,72.64,-,74.56,-,70.47,70.47
14,Long-Term Deferred Tax Assets,81.1,74.15,79.6,78.81,71.52,57.81,58.48,59.94,45.5,37.91,39.42,30.41,25.66,26.03,-,21.2,-,18.29,18.29
15,Long-Term Deferred Charges,7.2,8.28,9.01,10.33,4.59,5.68,8.27,10.9,14.08,20.68,28.91,37,43.85,52.64,-,80.58,-,80.14,80.14
16,Other Long-Term Assets,0.45,3.31,5.69,-,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,Total Assets,1788,1812,1767,1841,1688,1709,1677,1830,1660,1708,1662,1786,1584,1418,-,1517,-,1234,1234
18,Accounts Payable,562.7,529.09,487.68,556.29,427.66,429.38,397.56,456.3,369.21,347.06,300.06,348.49,286.79,302.4,-,339.28,-,230.25,230.25
19,Accrued Expenses,64.73,129.14,76.24,183.31,57.82,137.34,70.45,177.79,50.59,134.36,66.99,167.76,64.66,137.57,-,137.24,-,149.52,149.52
20,Short-Term Debt,3.49,6.18,6.88,6.89,7.39,13.7,13.01,13.01,9,3,-,3.28,3.52,3.76,-,-,-,-,-
21,Current Portion of Leases,-,3.95,-,5.46,-,9.12,-,12.56,-,13.72,-,15.4,9.54,9.54,-,-,-,-,-
22,Current Income Taxes Payable,65.15,3.04,65.18,5.08,54.33,0.09,69.16,11.47,64.58,0.13,49.02,13.85,51.33,9.24,-,-,-,8.95,8.95
23,Current Unearned Revenue,174.06,193.77,209.55,201.13,241.45,196.65,185.93,168.59,171.98,220.54,244.46,218.54,199.94,174.73,-,228.45,-,183.53,183.53
24,Other Current Liabilities,75.1,54.57,82.56,30.56,83.7,38.74,74.17,107.7,113.01,98.7,87.7,54.72,83.77,63.26,-,142.46,-,54.82,54.82
25,Total Current Liabilities,945.24,919.74,928.1,988.71,872.36,825.02,810.28,947.42,778.36,817.51,748.23,822.05,699.56,700.51,-,847.42,-,627.06,627.06
26,Long-Term Leases,1.85,2.15,5.69,6.21,5.54,6.13,7.94,8.15,9.98,12.02,14.53,16.15,3.74,5.56,-,-,-,-,-
27,Long-Term Unearned Revenue,0.05,0.34,0.38,0.51,0.96,1.13,1.39,0.94,1.11,1.29,0.49,0.3,0.32,-,-,3,-,3,3
28,Long-Term Deferred Tax Liabilities,0.88,0.96,1.76,1.71,0.05,0.06,0.07,3.05,-,-,-,-,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,5.5,5.5,5.5,5.5,-,5.5,-,5.5,5.5
30,Total Liabilities,948.02,923.19,935.94,997.14,878.91,832.34,819.68,959.56,789.45,830.82,768.75,843.99,709.12,711.57,-,855.92,-,635.56,635.56
31,Common Stock,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,132,132,132,99,-,99,-,99,99
32,Additional Paid-In Capital,437.55,437.55,437.55,437.55,437.55,437.55,437.55,437.55,437.55,437.55,477.15,477.15,477.15,335.35,-,335.35,-,329.71,329.71
33,Retained Earnings,227.78,276.98,218.61,231.69,196.92,264.72,247.99,261.35,261.01,268.32,284.57,333.17,266.05,272.43,-,226.71,-,170.04,170.04
34,Total Common Equity,836.93,886.12,827.76,840.84,806.07,873.86,857.14,870.5,870.16,877.47,893.72,942.31,875.2,706.78,661.06,661.06,-,598.75,598.75
35,Minority Interest,2.87,2.76,2.87,3.04,2.81,2.91,-0,-0,-,-,-,-,-,-,-,-,-,-,-
36,Shareholders' Equity,839.8,888.88,830.63,843.87,808.88,876.78,857.14,870.5,870.16,877.47,893.72,942.31,875.2,706.78,661.06,661.06,-,598.75,598.75
37,Total Liabilities & Equity,1788,1812,1767,1841,1688,1709,1677,1830,1660,1708,1662,1786,1584,1418,-,1517,-,1234,1234
38,Total Debt,5.34,12.28,12.57,18.56,12.93,28.95,20.96,33.72,18.98,28.74,14.53,34.83,16.8,18.86,-,-,-,-,-
39,Net Cash (Debt),397.8,393.61,427.16,454.55,416.24,426.27,440.5,559.2,385.6,384.67,428.07,520.45,320.72,158.59,400.78,400.78,-,206.56,206.56
40,Net Cash Growth,-4.43%,-7.66%,-3.03%,-18.71%,7.94%,10.81%,2.90%,7.45%,20.23%,142.55%,6.81%,29.86%,-,-23.22%,94.02%,-,-,-,-
41,Net Cash Per Share,2.33,2.29,2.49,2.65,2.43,2.48,2.57,3.26,2.25,2.24,2.49,2.80,2.24,1.23,3.11,3.06,-,1.60,1.60
42,Filing Date Shares Outstanding,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,128.92,128.7,128.68,128.7,128.7
43,Total Common Shares Outstanding,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,171.6,128.7,128.92,128.7,128.68,128.7,128.7
44,Working Capital,426.26,495.56,433.62,443.55,468.52,563.43,553.91,565.48,588.48,600.74,603.12,647.43,596.29,418.84,-,341.61,-,327.26,327.26
45,Book Value Per Share,4.88,5.16,4.82,4.90,4.70,5.09,4.99,5.07,5.07,5.11,5.21,5.49,5.10,5.49,5.14,5.14,-,4.65,4.65
46,Tangible Book Value,774.28,822.33,762.81,774.71,731.68,810.01,792.4,804.88,804.94,810.95,825.84,873.02,803.99,634.15,586.51,586.51,-,528.28,528.28
47,Tangible Book Value Per Share,4.51,4.79,4.45,4.51,4.26,4.72,4.62,4.69,4.69,4.73,4.81,5.09,4.69,4.93,4.56,4.56,-,4.10,4.10
48,Buildings,-,192.99,-,192.99,-,10.7,-,10.7,-,10.7,-,10.7,-,10.7,-,10.7,-,10.7,10.7
49,Machinery,-,200.35,-,222.95,-,222.39,-,220.64,-,219.68,-,211.86,-,206.13,-,202.67,-,154.1,154.1
50,Construction In Progress,-,10.59,-,2.19,-,117.8,-,87.81,-,49.91,-,45.39,-,12.17,-,10.34,-,-,-
