,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
19,Accrued Expenses,13.68,12.53,10.52,14.02,12,12.65,11.33,16.38,11.84,14.16,7.99,13.77,10.13,-,-,13.38,13.38,8.7,8.7
20,Short-Term Debt,133.97,66.51,25.52,17.64,10,6.22,-,30.49,28.71,28.79,29.22,29.8,31.17,-,-,33.11,33.11,32.72,32.72
21,Current Income Taxes Payable,1.08,0.04,1.87,0.1,2.18,0.22,2.37,0.11,6.04,0.3,2.35,0.74,4.22,-,-,0.93,0.93,0.09,0.09
22,Current Unearned Revenue,0.89,0.41,0.66,0.4,0.44,1.63,0.19,0.09,0.04,0.2,0.19,0.21,-,-,-,0.01,0.01,0.11,0.11
23,Other Current Liabilities,15.71,12.31,33.97,27.23,26.06,10.94,19.01,15.4,53.77,19.25,7.79,9.99,5.47,-,-,15.52,15.52,3.22,3.22
24,Total Current Liabilities,449.98,378.18,341.99,352.38,293.45,266.25,266.61,318.98,257.78,197.8,184.82,196.58,219.12,-,-,174.96,174.96,114.37,114.37
25,Long-Term Leases,-,-,-,-,0.41,0.41,0.73,0.41,-,-,-,-,-,-,-,-,-,-,-
26,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,1.63,-,-,5.39,5.39,5.39,5.39
27,Long-Term Deferred Tax Liabilities,-,-,0.03,0.03,-,-,-,0.13,-,-,-,-,-,-,-,-,-,0.09,0.09
28,Total Liabilities,449.98,378.18,342.03,352.42,293.86,266.66,267.34,319.53,257.78,197.8,184.82,196.58,220.75,-,-,180.34,180.34,119.85,119.85
29,Common Stock,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,-,-,78.79,78.79,78.79,78.79
30,Additional Paid-In Capital,435.47,435.47,435.47,435.47,435.47,435.47,435.47,435.47,435.47,435.47,435.47,435.47,435.47,-,-,313.89,313.89,313.89,313.89
31,Retained Earnings,272.32,278.41,285.71,283.55,278.09,271.84,267.61,260.29,240.2,236.19,238.3,229.3,224.09,-,-,182.83,182.83,152.33,152.33
32,Treasury Stock,-12.09,-12.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,Comprehensive Income & Other,1.39,1.39,1.39,1.39,0.39,0.39,0.39,0.39,-,-,-,-,-,-,-,-,-,-,-
34,Total Common Equity,802.14,808.23,827.62,825.46,819.01,812.76,808.53,801.21,780.72,776.72,778.82,769.82,764.62,-,575.51,575.51,575.51,545.01,545.01
35,Minority Interest,10.77,13.51,15.27,16.66,17.62,18.37,20.03,20.44,8.73,8.46,8.32,7.75,7.48,-,-,6.69,6.69,6.32,6.32
36,Shareholders' Equity,812.91,821.75,842.89,842.12,836.64,831.13,828.56,821.65,789.45,785.18,787.14,777.57,772.1,-,582.19,582.19,582.19,551.33,551.33
37,Total Liabilities & Equity,1263,1200,1185,1195,1131,1098,1096,1141,1047,982.98,971.97,974.15,992.85,-,-,762.54,762.54,671.18,671.18
38,Total Debt,133.97,66.51,25.52,17.64,10.42,6.64,0.73,30.91,28.71,28.79,29.22,29.8,31.17,-,33.11,33.11,33.11,32.72,32.72
39,Net Cash (Debt),0.33,37.79,89.4,113.73,135.45,132.66,131.89,131.23,160.26,197.43,175.27,205.61,274.64,-,160.7,160.7,160.7,164,164
40,Net Cash Growth,-99.75%,-71.51%,-32.21%,-13.33%,-15.48%,-32.81%,-24.75%,-36.17%,-41.65%,-,9.06%,27.94%,70.90%,-,-2.01%,-,-,-,-
41,Net Cash Per Share,0.00,0.37,0.83,1.06,1.29,1.24,1.27,1.24,1.53,1.79,1.75,1.94,3.40,-,2.05,2.04,2.06,2.09,2.09
42,Filing Date Shares Outstanding,104.3,104.37,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,78.79,78.34,78.79,78.79,78.79,78.79
43,Total Common Shares Outstanding,104.3,104.44,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,105.05,78.79,78.34,78.79,78.79,78.79,78.79
44,Working Capital,130.09,132.44,177.63,200.63,245.31,250.4,258.95,282.27,406.85,424.17,436.74,436.85,464.98,-,-,353.07,353.07,337.64,337.64
45,Book Value Per Share,7.69,7.74,7.88,7.86,7.80,7.74,7.70,7.63,7.43,7.39,7.41,7.33,7.28,-,7.30,7.30,7.30,6.92,6.92
46,Tangible Book Value,724.28,735.77,754.42,751.52,744.35,738.08,732.54,736.06,721.18,716.82,718.26,708.53,708.7,-,540.25,540.25,540.25,509.49,509.49
47,Tangible Book Value Per Share,6.94,7.04,7.18,7.15,7.09,7.03,6.97,7.01,6.86,6.82,6.84,6.74,6.75,-,6.86,6.86,6.86,6.47,6.47
48,Buildings,-,273.4,-,480.99,-,59.57,-,334.09,-,52.47,-,52.47,-,-,-,53.43,53.43,51.75,51.75
49,Machinery,-,434.66,-,26.12,-,336.55,-,20.04,-,298.27,-,289.86,-,-,-,254.22,254.22,238.23,238.23
50,Construction In Progress,-,79.78,-,204.28,-,223.8,-,219.51,-,53.72,-,33.98,-,-,-,11.58,11.58,3.63,3.63
