,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
33,Free Cash Flow,-11.03,-42.85,-23.65,-18.84,5.77,-2.53,1.61,-37.04,-37.37,27.91,-27.86,-50.07,-38.95,23.69,-39.31,-17.84,-2.72,1.4,1.4
34,Free Cash Flow Per Share,-0.11,-0.42,-0.22,-0.17,0.06,-0.02,0.02,-0.35,-0.36,0.25,-0.28,-0.47,-0.48,0.30,-0.50,-0.23,-0.03,0.02,0.02
35,Dividend Per Share,-,-,-,0.060,-,-,-,-,-,-,-,0.045,-,-,-,-,-,-,-
36,Gross Margin,12.79%,9.89%,15.38%,12.50%,17.40%,11.23%,14.86%,10.37%,14.08%,9.88%,14.60%,8.79%,20.42%,17.23%,21.83%,22.54%,23.18%,24.75%,24.75%
37,Operating Margin,0.22%,-3.41%,2.57%,0.18%,5.22%,-0.01%,6.80%,-1.46%,3.26%,-0.73%,5.29%,-1.30%,9.65%,6.58%,10.47%,10.37%,10.22%,10.42%,10.42%
38,Profit Margin,-3.05%,-0.54%,1.27%,3.01%,3.10%,2.41%,4.44%,10.73%,1.95%,1.89%,5.60%,3.44%,10.60%,6.51%,8.96%,11.35%,10.10%,9.81%,9.81%
39,Free Cash Flow Margin,-5.53%,-23.48%,-13.92%,-10.26%,2.87%,-1.44%,0.98%,-19.71%,-18.18%,20.16%,-17.34%,-33.10%,-24.43%,16.25%,-23.66%,-10.73%,-1.80%,1.24%,1.24%
40,EBITDA,8.32,4.18,12.26,8.22,18.07,7.81,18.66,4.81,13.43,6.67,15.24,4.76,21.33,16.13,23.33,23.18,21.42,14.23,14.23
41,EBITDA Margin,4.17%,2.29%,7.22%,4.48%,8.97%,4.44%,11.43%,2.56%,6.54%,4.82%,9.48%,3.15%,13.38%,11.07%,14.05%,13.94%,14.20%,12.68%,12.68%
42,D&A For EBITDA,7.89,10.41,7.89,7.89,7.56,7.82,7.56,7.56,6.73,7.68,6.73,6.73,5.94,6.54,5.94,5.94,6,2.53,2.53
43,EBIT,0.43,-6.23,4.37,0.33,10.51,-0.01,11.1,-2.74,6.7,-1.01,8.51,-1.97,15.39,9.59,17.39,17.24,15.43,11.69,11.69
44,EBIT Margin,0.22%,-3.41%,2.57%,0.18%,5.22%,-0.01%,6.80%,-1.46%,3.26%,-0.73%,5.29%,-1.30%,9.65%,6.58%,10.47%,10.37%,10.22%,10.42%,10.42%
45,Effective Tax Rate,-,-,30.36%,15.35%,2.61%,8.28%,6.06%,-,-,-,4.58%,0.46%,7.29%,9.71%,9.78%,9.56%,10.07%,14.89%,14.89%
46,Revenue as Reported,552.01,-,169.85,183.51,540.38,-,163.24,187.92,205.52,138.48,160.68,151.24,159.42,145.72,166.14,166.27,263.14,-,-
