,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
13,Currency Exchange Gain (Loss),-2.88,2.88,-,1.8,-3.23,3.23,-,21.56,-10.7,5.35,5.35,-0.95,-0.95,-0.42,-0.42
14,Other Non Operating Income (Expenses),3.09,-4.71,1.75,-0.84,4.43,1.65,-3.46,-29.47,26.62,0.23,0.23,1.07,1.07,-0.88,-0.88
15,EBT Excluding Unusual Items,11.72,13.69,18.83,37.11,38.31,76.51,50.3,-8.21,71.83,60.49,60.49,24.75,24.75,19.33,19.33
16,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-0.09,-0.27,-,-,-0.02,-0.02,-0,-0
17,Gain (Loss) on Sale of Assets,-,-,-,-0.49,-,-,-,-,-,-,-,-0,-0,0.01,0.01
18,Asset Writedown,-2.44,-,-,-1.72,1.35,1.3,-1.3,4.2,-4.25,-0,-0,-0.24,-0.24,-0.09,-0.09
19,Other Unusual Items,2.79,0.5,1.24,2.03,-,-,-,9.59,-0.09,0.05,0.05,3.6,3.6,2.58,2.58
20,Pretax Income,12.07,14.19,20.07,36.93,39.66,77.81,49,5.48,67.22,60.53,60.53,28.09,28.09,21.83,21.83
21,Income Tax Expense,4.87,-1.16,3.33,9.56,5.35,6.58,8.34,-0.83,11.94,10.61,10.61,4.23,4.23,3.42,3.42
22,Net Income,7.2,15.35,16.74,27.37,34.31,71.23,40.67,6.32,55.28,49.93,49.93,23.86,23.86,18.41,18.41
23,Net Income to Common,7.2,15.35,16.74,27.37,34.31,71.23,40.67,6.32,55.28,49.93,49.93,23.86,23.86,18.41,18.41
24,Net Income Growth,-79.02%,-78.45%,-58.83%,333.26%,-37.93%,42.66%,-18.55%,-73.53%,131.64%,171.19%,171.19%,-,-,-,-
25,Shares Outstanding (Basic),119,114,123,121,101,90,90,90,91,90,90,90,90,89,89
26,Shares Outstanding (Diluted),119,114,123,121,101,90,90,90,91,90,90,90,90,89,89
27,Shares Change (YoY),18.65%,26.90%,36.51%,33.76%,10.54%,-0.10%,0.19%,-0.18%,0.84%,1.22%,1.22%,-,-,-,-
28,EPS (Basic),0.06,0.13,0.14,0.23,0.34,0.79,0.45,0.07,0.61,0.55,0.55,0.26,0.26,0.21,0.21
29,EPS (Diluted),0.06,0.13,0.14,0.23,0.34,0.79,0.45,0.07,0.61,0.55,0.55,0.26,0.26,0.21,0.21
30,EPS Growth,-82.32%,-83.02%,-69.84%,223.91%,-43.85%,42.81%,-18.71%,-73.46%,129.94%,167.93%,167.93%,-,-,-,-
31,Free Cash Flow,60.51,-20.05,58.8,-18.52,107.37,37.63,-44.22,15.23,59.1,20.27,20.27,-15.75,-15.75,-33.44,-33.44
32,Free Cash Flow Per Share,0.51,-0.18,0.48,-0.15,1.07,0.42,-0.49,0.17,0.65,0.22,0.22,-0.17,-0.17,-0.38,-0.38
33,Dividend Per Share,-,-,-,0.571,-,-,-,-,-,-,-,-,-,-,-
34,Gross Margin,36.88%,40.89%,39.39%,33.24%,53.25%,52.09%,41.89%,29.50%,47.35%,44.96%,44.96%,39.84%,39.84%,36.85%,36.85%
35,Operating Margin,3.55%,6.42%,11.70%,17.77%,23.29%,32.43%,25.00%,0.30%,29.24%,29.56%,29.56%,17.04%,17.04%,16.60%,16.60%
36,Profit Margin,5.75%,11.15%,13.46%,15.14%,22.27%,32.65%,19.01%,4.22%,28.80%,26.64%,26.64%,16.20%,16.20%,14.46%,14.46%
37,Free Cash Flow Margin,48.33%,-14.57%,47.29%,-10.25%,69.70%,17.25%,-20.67%,10.16%,30.79%,10.81%,10.81%,-10.69%,-10.69%,-26.27%,-26.27%
38,EBITDA,20.8,25.44,30.89,48.47,48.81,87.36,66.42,13.38,67.46,66.75,66.75,36.11,36.11,31.47,31.47
39,EBITDA Margin,16.61%,18.48%,24.85%,26.82%,31.69%,40.05%,31.05%,8.93%,35.15%,35.61%,35.61%,24.51%,24.51%,24.72%,24.72%
40,D&A For EBITDA,16.35,16.6,16.35,16.35,12.94,16.62,12.94,12.94,11.34,11.34,11.34,11.01,11.01,10.34,10.34
41,EBIT,4.45,8.84,14.54,32.12,35.88,70.74,53.48,0.44,56.13,55.41,55.41,25.1,25.1,21.13,21.13
42,EBIT Margin,3.55%,6.42%,11.70%,17.77%,23.29%,32.43%,25.00%,0.29%,29.24%,29.56%,29.56%,17.04%,17.04%,16.60%,16.60%
43,Effective Tax Rate,40.35%,-,16.59%,25.89%,13.49%,8.46%,17.01%,-,17.76%,17.52%,17.52%,15.05%,15.05%,15.66%,15.66%
44,Revenue as Reported,125.2,137.66,124.33,180.75,154.04,218.14,213.89,149.82,191.95,187.45,187.45,-,-,-,-
