,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
29,Shares Change (YoY),33.45%,43.28%,11.18%,-0.14%,-0.08%,-0.09%,0.14%,0.02%,0.02%,-0.02%,-0.02%,-,-,-,-
30,EPS (Basic),1.47,2.04,1.59,-,2.64,2.18,1.22,1.39,1.39,0.84,0.84,0.84,0.84,0.69,0.69
31,EPS (Diluted),1.47,2.04,1.59,2.68,2.64,2.18,1.22,1.39,1.39,0.84,0.84,0.84,0.84,0.69,0.69
32,EPS Growth,-44.22%,-6.59%,30.00%,93.23%,90.50%,160.60%,46.18%,65.18%,65.18%,21.86%,21.86%,-,-,-,-
33,Free Cash Flow,-137.24,65.23,-91.98,128.54,149.66,-65.65,-114.66,-82.3,-82.3,-63.89,-63.89,-25.52,-25.52,-1.39,-1.39
34,Free Cash Flow Per Share,-1.48,0.66,-1.19,1.85,2.16,-0.95,-1.65,-1.19,-1.19,-0.92,-0.92,-0.37,-0.37,-0.02,-0.02
35,Dividend Per Share,0.211,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,Gross Margin,56.04%,53.62%,56.77%,55.02%,54.65%,48.53%,49.77%,46.79%,46.79%,44.20%,44.20%,43.62%,43.62%,47.93%,47.93%
37,Operating Margin,21.89%,23.70%,19.77%,-,25.68%,20.54%,18.21%,15.79%,15.79%,12.35%,12.35%,15.58%,15.58%,13.31%,13.31%
38,Profit Margin,16.87%,22.89%,17.99%,-,22.49%,19.48%,15.27%,15.49%,15.49%,12.43%,12.43%,12.38%,12.38%,14.79%,14.79%
39,Free Cash Flow Margin,-16.98%,7.40%,-13.50%,14.91%,18.38%,-8.48%,-20.65%,-13.25%,-13.25%,-13.71%,-13.71%,-5.42%,-5.42%,-0.43%,-0.43%
40,EBITDA,185.71,219.03,143.52,209.97,213.84,166.69,105.85,103.72,103.72,61.38,61.38,76.63,76.63,45.73,45.73
41,EBITDA Margin,22.98%,24.84%,21.07%,24.35%,26.26%,21.53%,19.06%,16.70%,16.70%,13.17%,13.17%,16.29%,16.29%,14.22%,14.22%
42,D&A For EBITDA,8.85,10.07,8.85,8.85,4.75,7.68,4.75,5.69,5.69,3.81,3.81,3.31,3.31,2.95,2.95
43,EBIT,176.86,208.96,134.67,201.12,209.09,159.02,101.1,98.03,98.03,57.57,57.57,73.32,73.32,42.78,42.78
44,EBIT Margin,21.89%,23.70%,19.77%,23.32%,25.68%,20.54%,18.21%,15.79%,15.79%,12.35%,12.35%,15.58%,15.58%,13.31%,13.31%
45,Effective Tax Rate,8.58%,12.49%,8.50%,-,11.34%,11.00%,7.93%,8.04%,8.04%,11.12%,11.12%,11.65%,11.65%,11.35%,11.35%
46,Revenue as Reported,808.11,881.81,681.14,-,814.26,774.24,555.29,1087,1087,-,-,-,-,-,-
