,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
36,Total Liabilities & Equity,28982,28407,28220,28748,28433,27446,26307,26068,24629,21252,21003,18037,16946,15680,11845,9096,-,-,-
37,Total Debt,6629,7212,7848,8365,9029,8631,7690,8063,5352,4058,2114,1742,1500,2035,2109,28.52,-,-,-
38,Net Cash (Debt),2627,1669,1002,877.26,-835.27,-108.64,2299,1470,5375,6192,8999,7781,6733,4988,1130,2451,-,-,2516
39,Net Cash Growth,-,-,-56.43%,-40.33%,-,-,-74.45%,-81.10%,-20.17%,24.13%,696.25%,217.46%,-,-,-55.07%,-,-,-,-
40,Net Cash Per Share,1.67,1.04,0.63,0.55,-0.53,-0.07,1.45,0.93,3.35,3.90,5.70,4.83,4.30,3.43,0.80,1.72,-,-,1.77
41,Filing Date Shares Outstanding,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1429,1429,1432,1424,1424
42,Total Common Shares Outstanding,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1429,1429,1432,1424,1424
43,Working Capital,8273,7555,7038,6012,5523,5806,6761,6141,7447,7598,8737,7539,6201,5275,1902,2030,-,-,-
44,Book Value Per Share,11.03,10.53,10.10,9.73,9.21,8.97,9.00,8.52,8.08,7.56,7.78,6.92,6.15,5.58,3.93,3.66,-,-,2.36
45,Tangible Book Value,17170,16379,15704,15154,14303,13917,13965,13200,12506,11686,12028,10648,9431,8522,5272,4877,-,-,3044
46,Tangible Book Value Per Share,10.82,10.32,9.89,9.55,9.01,8.77,8.80,8.31,7.88,7.36,7.58,6.71,5.94,5.37,3.69,3.41,-,-,2.13
47,Buildings,-,729.27,-,729.09,-,904.02,-,903.79,-,728.08,-,725.13,-,742.03,742.07,742.07,-,-,-
48,Machinery,-,4066,-,5851,-,5815,-,5630,-,5560,-,5171,-,5090,5115,5097,-,-,-
49,Construction In Progress,-,368.4,-,353.63,-,337.75,-,232.75,-,297.51,-,209.27,-,110.52,54.37,3.11,-,-,-
