,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021
25,Other Current Liabilities,399.29,469.38,545.04,496.81,495.76,525.68,459.85,558.23,-,788.81,-,651.65,784.65,382.32,382.32
26,Total Current Liabilities,1189,1307,1290,1330,1320,1462,1282,1532,-,1816,-,1648,1648,1283,1283
27,Long-Term Debt,-,61.3,60.05,117.1,297.45,324.21,400.14,262.38,-,394.35,-,587.75,587.75,765.89,765.89
28,Long-Term Leases,21.78,22.49,21.75,22.4,19.41,19.61,19.55,19.55,-,18.79,-,0.73,0.73,0.54,0.54
29,Long-Term Unearned Revenue,6.68,7.28,7.28,7.28,-,-,-,-,-,-,-,-,-,7.68,7.68
30,Long-Term Deferred Tax Liabilities,34.29,35.26,37.19,37.3,32.77,33.44,34.2,38.73,-,33.07,-,34.49,34.49,35.9,35.9
31,Other Long-Term Liabilities,46.19,46.6,46.59,46.73,68.25,67.54,47.96,48.34,-,55.26,-,60.23,60.23,70.54,70.54
32,Total Liabilities,1298,1480,1463,1561,1738,1907,1784,1901,-,2318,-,2332,2332,2163,2163
33,Common Stock,642.78,642.78,642.78,642.78,642.78,642.78,482.78,482.78,-,482.78,-,482.78,482.78,482.78,482.78
34,Additional Paid-In Capital,2403,2403,2403,2403,2399,2399,1012,1012,-,1012,-,1012,1012,1012,1012
35,Retained Earnings,1190,1103,1198,1058,917.33,799.74,752.07,612.68,-,451.91,-,190.99,190.99,38.75,38.75
36,Comprehensive Income & Other,21.99,23.68,19.22,13.43,15.97,16.18,12.26,6.24,-,6.7,-,2.06,2.06,2.39,2.39
37,Total Common Equity,4257,4172,4263,4117,3975,3858,2259,2114,-,1954,1688,1688,1688,1536,1536
38,Minority Interest,64.57,61.08,64.04,57.97,52.42,48.7,60.38,54.74,-,64.04,-,53.53,53.53,48.38,48.38
39,Shareholders' Equity,4322,4233,4327,4175,4028,3906,2320,2169,-,2018,1741,1741,1741,1584,1584
40,Total Liabilities & Equity,5620,5713,5790,5736,5766,5813,4104,4069,-,4335,-,4073,4073,3748,3748
41,Total Debt,27.82,92.42,123.88,278.87,498.5,641.75,663.23,770.82,-,875.64,1153,1153,1020,1249,1249
42,Net Cash (Debt),1204,1180,1352,1406,1288,1104,-407.68,-475.63,-,-548.69,-922.08,-922.08,-789.08,-1080,-1080
43,Net Cash Growth,-6.53%,6.95%,-,-,-,-,-,-,-,-,-,-,-,-,-
44,Net Cash Per Share,1.93,1.82,2.12,2.20,2.02,1.85,-0.85,-0.96,-,-1.14,-1.89,-2.05,-1.75,-2.13,-2.13
45,Filing Date Shares Outstanding,642.78,642.78,642.78,642.78,642.78,642.78,482.78,642.78,476.55,482.78,486.62,482.78,482.78,482.78,482.78
46,Total Common Shares Outstanding,642.78,642.78,642.78,642.78,642.78,642.78,482.78,482.78,476.55,482.78,486.62,482.78,482.78,482.78,482.78
47,Working Capital,621.88,658.35,884.69,872.46,1119,1147,-241.7,-553.79,-,-482.93,-,-564.78,-564.78,-484.26,-484.26
48,Book Value Per Share,6.62,6.49,6.63,6.40,6.18,6.00,4.68,4.38,-,4.05,3.50,3.50,3.50,3.18,3.18
49,Tangible Book Value,3765,3671,3754,3603,3492,3353,1747,1594,-,1466,1203,1203,1203,1034,1034
50,Tangible Book Value Per Share,5.86,5.71,5.84,5.60,5.43,5.22,3.62,3.30,-,3.04,2.49,2.49,2.49,2.14,2.14
51,Buildings,-,1412,-,1203,-,1185,-,1182,-,1158,-,1116,1116,1083,1083
52,Machinery,-,2790,-,2358,-,2349,-,2318,-,2320,-,2260,2260,2106,2106
53,Construction In Progress,-,422.25,-,699.12,-,321.29,-,185.49,-,108.15,-,100.06,100.06,155.21,155.21
